"","[example-data] act_vs_notact","[example-data] act12h_vs_notact","[example-data] act24h_vs_notact","[example-data] act48h_vs_notact","[example-data] act72h_vs_notact","[example-data] act96h_vs_notact","[GSE157905-lenvatinib-bc] treatment:Combi_vs_CT","[GSE157905-lenvatinib-bc] treatment:Gefitinib_vs_CT","[GSE157905-lenvatinib-bc] treatment:Lenvatinib_vs_CT","[GSE88808-prostate] old_normal_vs_young_normal","[GSE88808-prostate] old_tumor_vs_old_normal","[GSE88808-prostate] old_tumor_vs_young_tumor","[GSE88808-prostate] young_tumor_vs_young_normal"
"SVIP",-0.83122093814348,-0.266669796438213,-0.0997988686286784,-1.76168231959288,-0.992647381680646,-0.9065622571822,0.00852297395425131,0.109802344512273,-0.134758464137475,-0.163415598155389,0.471671215789296,0.0471906873099514,0.261064930323956
"TMLHE",-1.13735327051175,0.0183346202898226,-1.24890451669752,-2.02715630050751,-1.60447357546357,-1.13833867117428,0.370854638761782,0.25923971730022,0.0751510778935686,NA,NA,NA,NA
"ELK1",0.560558179824404,0.0713252446566941,-0.413379305696557,-0.413379305696557,1.70371261133459,1.21613558320485,-0.174705030058446,0.0136772859177974,0.0603824672845779,0.21524390106335,0.0616269893418459,-0.211495654546206,0.488366544951401
"ATRN",0.552123665625283,2.60330706370848,-0.295265713253776,0.238722757872128,-0.295265713253776,-0.295265713253776,0.500489140047168,0.340625330570843,0.140498857298303,NA,NA,NA,NA
"YY1",-1.25986028013104,-0.376648563246283,-1.06211783055889,-1.37144828205363,-1.74527268980908,-1.82226770464793,NA,NA,NA,-0.0393825382438907,0.214129076357246,0.0591936827807669,0.115552855332588
"MAP1A",0.527587710670043,-0.185967208292045,1.54813002582084,0.85212423503171,0.410522777692709,0.739074670975519,1.19245731869476,0.669679555946942,0.0848321452225248,-0.258827030488764,-0.286773819335097,-0.185559865456314,-0.360040984367547
"MTFR1L",-1.12751466136516,-0.653921559096999,-1.52969074923456,-1.87671271139497,-0.94693823568362,-1.04456323408983,0.664521890995599,0.46810271577679,0.174049567210131,NA,NA,NA,NA
"NOMO1",-0.954771208078193,-1.61935996749607,0.610619595500552,0.0642362996497488,-1.55899697271605,-1.15890192566858,NA,NA,NA,0.000745066465728546,0.137146965946161,0.0166227124128167,0.121269319999072
"PIP4K2A",-1.23993079155983,-0.399878084594206,-1.13975467989125,-1.94388740035562,-1.53674287106562,-1.35314171239884,NA,NA,NA,0.249455816155077,-0.0608316681709204,0.0028792092627213,0.185744938721436
"HSPD1",0.937739954644038,0.234572395263215,1.10509144318865,1.63632666427037,1.13257537244061,0.8451078706569,-1.07248032302368,-0.56373690530406,-0.105935214502926,NA,NA,NA,NA
"CCDC127",-0.413559250386337,0.503118761595684,-2.49126819075168,-0.694920777170224,-0.27743409918972,-0.334943751727112,NA,NA,NA,0.000654418293007275,-0.11814781727609,0.10878401159429,-0.226277410577373
"COMMD3",-0.476859074804645,-1.01222493113736,-0.789361925246577,-0.701016720583688,0.549095797680308,-0.745725581635576,0.742419114205523,0.589167521657799,0.227521793553544,-0.332876485116205,0.4041575693151,-0.358502655374702,0.429783739573597
"MAP7D3",0.39145569842661,-0.426745929680504,-0.470718715965395,-0.402435419519032,2.29854123019379,0.193516418064167,-0.537923873625383,-0.326059749871993,-0.0396782313504115,NA,NA,NA,NA
"OS9",1.82421783617583,1.1770978282812,1.1714874455024,2.79883419451451,1.78565754072642,2.20093370623524,0.676820541437317,0.376192942503629,0.0569259901720347,NA,NA,NA,NA
"ETV6",2.36364081445088,2.66198296720233,-0.511819615902678,3.2688616250439,2.58077261776008,2.4886282874001,NA,NA,NA,NA,NA,NA,NA
"PRKCB",-1.39486298558897,-0.774441760249528,-1.56526379408822,-2.03266065138028,-1.48184776818726,-1.39611556236912,NA,NA,NA,0.121862656925143,-0.135525115472969,0.0479501876894893,-0.0616126462373151
"WDR73",1.23397437232374,0.523853758165564,1.65127962838501,2.55052389964435,1.16396935201766,0.749825964788666,-0.167449658521682,-0.0331524110199484,0.048963252203707,NA,NA,NA,NA
"HPR",-2.47199270335882,-0.281183542922263,-1.77762406549945,-2.86159899687267,-4.23388163202013,-3.10157786532896,NA,NA,NA,NA,NA,NA,NA
"VAV3",-0.644477720197499,-1.03453799744066,-1.03453799744066,-1.03453799744066,-0.233319649619632,-0.0466934180960316,1.02423192941415,0.394682042197984,0.353585017183257,-0.0587674720889778,-0.383044944110071,-0.042219655659261,-0.399592760539787
"DDIT3",0.924758910689396,0.713418655708282,1.19421022904635,1.27449890783991,1.023040630533,0.568629994434914,-0.525361392976675,-0.32916192183517,-0.111295078435975,-0.00362721685818753,0.00457488698762661,0.231436879746917,-0.230489209617478
"HINT3",1.34461863660534,1.85556530838751,-0.522442416861234,2.10564509856929,1.18088254070791,1.23510083679134,0.362017855465248,0.197217660462075,0.0106039367346427,NA,NA,NA,NA
"BUB1",1.29948522894806,0.194006911708492,1.0424865433441,2.18957241253228,1.78117232614236,1.43402816059788,-0.239296368888666,-0.00676145053495839,-0.0112210246837181,NA,NA,NA,NA
"KATNA1",-0.240692287251066,0.0379801418737586,-2.46742809559884,0.505785329376075,0.0841327709708793,-0.473826992953492,0.348439927373855,0.102644340105238,0.104334607786865,NA,NA,NA,NA
"MYCBP",1.04274992014725,0.563215971230794,0.575309249307073,1.00529957816555,1.56600553093012,1.30346345435505,-0.379365049863024,-0.201017974642745,0.0124181267002754,-0.0653283861073251,0.265198819680591,-0.0471094187814594,0.246979852354725
"RPUSD4",1.52658897464168,1.1620453193473,1.55267763830822,2.03585002317574,1.52056325380268,1.51736081104505,-0.354154034153929,-0.127563900875279,-0.00505726660311249,NA,NA,NA,NA
"RASSF1",0.984501729251772,0.542934055515673,1.06995350600834,1.12194309603279,1.86427380693567,0.185069818161975,-0.0842020449305746,0.130108238256769,0.166176340319074,-0.000802283650254587,-0.000602170616677296,0.18334043122227,-0.184744885489202
"MIOS",-1.53639536382667,-0.939442110428906,-1.03844256684162,-2.80825232458813,-1.58970974041593,-1.32404618659343,-0.236957007395983,-0.111054770709985,-0.0136076087075396,NA,NA,NA,NA
"ARHGAP4",-0.976340951831451,-0.423467727504974,-1.09612537773276,-1.46713661615319,-1.09422455971629,-1.01830892602768,0.995808497109483,0.694599111921959,0.222613297978909,NA,NA,NA,NA
"MRPS36",-0.950438844107965,-0.448586671581631,-0.570703732508336,-1.35869335537176,-1.17591317345714,-1.1577650254945,0.388291183744613,0.227325946511977,0.0531803217267193,-0.161415436771793,0.257138812278686,0.135011379047239,-0.0392880035403467
"DNAJC7",1.3663598931991,0.699716578946207,1.59696404569374,1.95767358224298,1.52210298696391,1.34612830076936,-0.38652374649306,-0.230544879324317,-0.0704207326584682,NA,NA,NA,NA
"SARDH",0.552875684298077,2.14141990397142,0,0,0,0,0.844845199761037,0.68375229240733,0.507112335505144,-0.104753678366306,0.296981146488203,0.320146635105257,-0.12791916698336
"TNFSF8",0.0247609258678091,1.28626955930133,1.62900281324739,0.803243810198842,-1.71192944275133,-1.06732186651397,NA,NA,NA,NA,NA,NA,NA
"RBL2",-0.879149723236151,-0.593104492405479,-0.502782760590305,-1.85575540584917,-0.985121656288366,-0.382006393256295,0.502867205168658,0.361703201105174,0.0360268522907739,-0.129803450306193,-0.225249174917325,-0.108558923390824,-0.246493701832693
"GOLT1B",-0.0212520700267887,-1.38901684606922,-2.07524014968481,1.16286310637877,1.12821633539492,0.347038102263142,NA,NA,NA,NA,NA,NA,NA
"CEP97",1.17691929344227,0.116685003368848,1.79159110318566,2.43161912183071,1.60029725437402,0.435199333034498,0.301336371955151,0.102387802299442,0.0228083096789327,NA,NA,NA,NA
"UBXN6",-0.572722517416815,0.574966208662087,-0.240418881583092,-2.35296008289348,-0.725098277309138,-0.380105212922351,0.409228823482226,0.312433813642423,0.121566585069068,NA,NA,NA,NA
"BRPF1",-1.74077895787121,-1.37312293752445,-0.668119126639438,-2.1319971681269,-1.97707423279896,-2.18444442786913,-0.290875217854841,-0.099612694573518,-0.0959671276227529,NA,NA,NA,NA
"NAT10",1.05921255603275,0.778909020964413,1.763024173641,1.37070742774606,1.02464637262943,0.758258662076919,-0.897150562001925,-0.496008098443665,-0.0761799456323195,NA,NA,NA,NA
"ABR",-1.44410805322071,-0.79198171703466,-1.28915922240103,-1.87425884597139,-1.84428729079018,-1.45889172629722,0.345724787319219,0.280064128646656,-0.0428771956529828,NA,NA,NA,NA
"BCAP29",1.04916290117769,-0.110248227281768,-1.13215720785844,1.2808460144495,2.01596160706045,2.41152695227972,NA,NA,NA,NA,NA,NA,NA
"PREX1",-0.795715295914315,-1.51860058536198,-1.70956542360986,-0.05508452108574,-0.985823595569336,0.290161748567944,0.761357874286073,0.283779620654666,0.234589578805595,NA,NA,NA,NA
"CNOT4",-1.15689898648578,-2.26505949303257,-0.267477742558574,-0.359317197102041,-0.508444651426325,-1.85512627363702,0.212047703566541,0.125764616634779,-0.0392003349385085,NA,NA,NA,NA
"ALAD",-0.80873738321902,0.00797765720249028,-0.364046022107962,-1.57356726233745,-0.987773546818474,-1.2019591207439,1.0772729572455,0.643581287744178,0.176931164452498,NA,NA,NA,NA
"ZCCHC7",0.990198111662417,1.39074143043887,0,0,2.274075875927,0.237302979513492,NA,NA,NA,0.0372783186370903,0.000358952199292754,-0.114472854343435,0.152110125179818
"SLC25A13",0.380969866285999,0.85471996112152,-1.50009563734831,0.308009295921203,0.866011572025047,0.262534608648233,-0.416740409700552,-0.116752713484558,-0.0314732867555631,0.018083562595257,0.510206509546867,0.0577575777522827,0.470532494389841
"POLR3G",0.455630604002749,0,0,0,1.49107502724468,0.3810213562036,-1.63089271207002,-0.971777275906415,-0.349529398191455,NA,NA,NA,NA
"GTPBP3",-1.50224775163486,-0.897935373647281,-0.848442370920365,-1.11639912139517,-1.70518816517037,-2.84428023046762,-0.32003053341915,-0.272835586112157,0.0424950527916469,NA,NA,NA,NA
"EIF4EBP1",0.0369996269179379,-0.507532304552656,-0.861398220000473,-1.13588823605813,1.54084974293512,0.420451061495238,NA,NA,NA,0.147878441942664,0.555696030680157,-0.0710756241019252,0.774650096724746
"RALGPS2",0.572279816395057,2.21657675364283,0,0,0,0,0.293019711309173,0.234553676072282,0.0390526061934168,0.0246654428023234,0.0360114142814577,0.165970691531742,-0.10529383444796
"NAPSA",1.09298401303998,-0.398054690167924,1.69594516052311,0.764630918136042,2.42850897249204,1.27133083803582,0.275744340285483,0.328433583011085,0.0505609992245838,NA,NA,NA,NA
"MICAL2",1.02639733248219,0,0,1.88322044665066,1.95072902107651,0.935554179548742,-0.390080194256223,-0.145252507763444,0.124846908774256,NA,NA,NA,NA
"TMEM143",-0.697248058471256,-0.0367124919347634,-1.19365786062256,-1.19365786062256,-1.19365786062256,-0.127587774058356,0.669526187168914,0.406227581602085,0.080707988362783,-0.239947517459229,0.0373665980005224,-0.275383033020002,0.0728021135612948
"MSL2",-1.0015466275849,-0.614968775180051,-2.82557135225787,-0.824911072127822,-0.750033926071935,-0.957783415655781,0.101892527072441,0.104561874884845,-0.156036769968952,NA,NA,NA,NA
"PHF3",-1.57265054436924,-1.13093901155443,-1.51502085103098,-1.80526611482095,-1.70790905759246,-1.80169546184871,0.276693981892928,0.14207487452588,-0.0463989676141209,NA,NA,NA,NA
"RTEL1",1.24558466345626,1.70818665329722,-0.235512067585297,0.561921342863881,2.19591216390461,0.862502981141712,-0.146688500461078,0.101018769617622,-0.132638383179823,NA,NA,NA,NA
"TCP11L1",-0.965192492852994,-0.662590153912552,-1.94646536395716,-1.94646536395716,-0.159739025850384,-0.930047135821919,0.422227662274137,0.260776798678526,0.0396387965730736,NA,NA,NA,NA
"TMEM30A",-1.47082834862065,-1.13642181499419,-0.574645750322419,-1.45207703584652,-2.11901556123178,-1.59748617785228,0.291066004580757,0.214263559195689,0.00274387904517622,NA,NA,NA,NA
"PRDX5",-0.892925316455042,-0.250864065521856,-0.810938234219751,-1.47855871746015,-1.1546259384829,-0.886648860578802,0.575783079633585,0.345666347436531,0.126192652180301,-0.157582442803972,-0.279322326473177,0.0571473699756607,-0.49405213925281
"EPB41L2",0.802414073311889,-0.173877116712235,-0.0398699828622373,1.01395002622395,1.38686686830709,1.64835521429103,0.240574998996648,0.201237012050703,-0.0512688179472998,-0.0606696143223076,0.103093983658824,-0.0968275535164172,0.139251922852933
"CCDC174",-1.05883202295236,-0.879032789453089,0.663666908377212,-1.24855942590271,-1.08269963992571,-2.13319504440508,0.187238276207142,0.0330821706249547,-0.0351444122510041,NA,NA,NA,NA
"SLC25A20",-0.484419539364079,0.19756192473655,-0.0908999456167576,-1.5211164091389,-0.736701829493649,-0.285129507983615,0.963010542337539,0.600016740635607,0.0858624532983989,-0.231619545685802,-0.0797896463324757,0.0983653654863185,-0.409774557504596
"ZZEF1",-1.04975276987304,-0.815549940623015,-0.94318319159628,-1.45382141688731,-1.31841077706146,-0.662494697230438,0.234933907494322,0.159992853070186,0.0136970697251225,-0.0281673760076533,0.024575687609075,-0.172681168584585,0.169089480186007
"FGA",-0.903413081585705,0.232831749085559,-0.583157431139826,-1.12590450468705,-1.67507689115077,-1.3831408283346,0.887641572715387,0.401050083248122,-0.0294816651292836,NA,NA,NA,NA
"ACP5",0.844217624005733,-0.0523064140805838,1.12829711734358,-0.0523064140805838,1.72479825536695,1.59026161471968,NA,NA,NA,-0.140615622245102,-0.174511356036958,0.0985983562951739,-0.413725334577233
"CCDC82",-1.5505866059426,-1.20102663042302,-1.88883989790558,-2.04302071755131,-1.40986201929416,-1.53510057008051,NA,NA,NA,0.0884261076313807,-0.453168160773846,0.108213571827466,-0.472955624969931
"GADD45GIP1",0.965554996197773,0.768906125666616,0.352362637340928,1.04341337764314,1.14864137152633,1.27930250267293,-0.471438452338252,-0.201747188121563,-0.0637993648360968,-0.312220865662477,0.233458984980262,-0.132891428756277,0.0541295480740616
"F11R",-0.581346605840694,-0.0661784595398991,-1.51723752939364,-1.79409883440193,-0.0574593498919518,-0.24624761119271,0.912732370058825,0.527853523984333,0.0624812891155416,NA,NA,NA,NA
"AP4M1",-1.04019131082561,-1.80284504528905,-0.0197576021991179,-0.505834735276503,-0.559090954711323,-1.80284504528905,NA,NA,NA,0.10695134068292,0.204697123126089,0.174181994882566,0.137466468926443
"AZI2",2.18616615827497,0,2.91724867700003,3.28330390711961,3.60788876904879,1.70887024849122,NA,NA,NA,NA,NA,NA,NA
"CPB2",-0.748940388371177,1.68062276041724,-1.20592133687311,-1.86203045392825,-1.86203045392825,-1.19081462685068,NA,NA,NA,NA,NA,NA,NA
"ADI1",1.1299831012711,0.102486513680524,-0.209680527168853,1.32297914500412,2.20780539707398,1.68123112025503,0.168682119744161,0.113115300023626,-0.0555160621042902,NA,NA,NA,NA
"XRCC3",1.00825919290274,0.0657314893305637,0.83998864282835,2.07133862856006,1.68007900361571,0.424329707153477,-0.56368752528353,-0.186924466440968,0.0171168719037282,NA,NA,NA,NA
"CTSS",-0.538587971411385,0.0170962229580342,-0.0418132230604469,-1.53977715228964,-0.74343070652937,-0.327786257312162,0.643819451175196,0.324545721453652,0.0636677189190646,0.703461860711245,-0.153077857564693,0.34641071465902,0.203973288487532
"SYF2",-1.28472036767984,-0.614340846111568,-0.224447582690994,-1.78749455222355,-1.48213949628455,-2.08486077598059,0.295755912782184,0.0763183395299765,-0.0791806004354457,NA,NA,NA,NA
"FOSL1",NA,NA,NA,NA,NA,NA,-2.3398739865021,-1.34464874084044,-0.17712220175129,0.857850848834781,-0.130270406326614,0.643289329911321,0.084291112596846
"ARHGAP18",0.690561762091462,1.11362239403249,-0.718779112499995,-0.354100577855638,1.35744142550971,1.07451441854496,0.0365272107747252,0.287800358053561,-0.0649470761341044,-0.0360505441327363,0.192182509163415,-0.0128146429680026,0.168946607998681
"TMEM199",0.814316700939654,-0.273938381546867,-0.273938381546867,-0.273938381546867,3.104795846044,0.890375687567681,NA,NA,NA,NA,NA,NA,NA
"GRPEL2",0.445561018613367,2.27313797154248,0.206936284527379,-0.050224346703395,0.00115568790360019,-0.839199075303362,-0.486290081549257,-0.181164107038692,0.047062097078558,NA,NA,NA,NA
"RBBP9",-0.990894867518534,0.104119430941074,-1.10870146753714,-2.0454799799784,-1.04861857030371,-1.30877304314313,0.442249460574256,0.322366185613478,0.123849155732104,NA,NA,NA,NA
"ZNF627",0.890845464885389,0.974918315743945,0.900554086368394,0.340938024798801,1.83039242283013,0.00981224436399003,0.389175342411358,0.0968518637046361,0.0357832393018285,-0.40448957641435,0.218769628032896,-0.163567922242061,-0.022152026139393
"ASB2",1.12069840263127,2.86140499580133,-0.221368550709894,-0.221368550709894,1.89400455304396,-0.221368550709894,NA,NA,NA,NA,NA,NA,NA
"SURF1",-1.22717249912708,-0.50909001311844,-1.52911933696919,-1.67323669938664,-1.05184951786862,-1.84133253813928,0.408796343174897,0.249283418842067,0.138286746400119,NA,NA,NA,NA
"ZKSCAN1",-0.515962111813085,-0.0264816113226135,-1.84463475452591,-0.528963609498181,-0.372735827309082,-0.576163159432109,0.590466231506317,0.356694640261733,0.0436127957892983,-0.0496711804862677,0.162001881973366,-0.0557084945761825,0.168039196063281
"TYW3",1.23854693797842,0.678535327795247,2.00701787808,1.18931848494634,1.86173940662021,0.732707938192628,-0.368787856026405,-0.240284248858242,-0.0665931497492691,NA,NA,NA,NA
"CHORDC1",0.756100576133655,0.23612724908743,0.75585682448321,1.35075420539808,0.944800919930134,0.62277906671032,-0.771915061022052,-0.520265146814211,-0.130697980574666,-0.145626375597631,0.153775839572788,-0.0137201769641709,0.0218696409393286
"CCNL2",1.20731829280359,0.788355106980709,1.43554606876503,1.30497999437025,1.39660447462942,1.29067632121703,0.282716870920266,0.221086695423695,0.0155970438226956,0.0230974032195409,0.122935284869183,-0.0155439208673306,0.161576608956054
"GDAP2",-0.690948021868655,0.499162544627307,-1.79622274630894,-1.15967910963068,-0.267849956252406,-1.79622274630894,NA,NA,NA,-0.0173090669154181,-0.162639337994538,0.0759841451138401,-0.255932550023797
"ABT1",0.447418867766447,-1.26580224945209,1.29417190297471,1.50831703938274,1.02817489498506,0.448396721611686,-0.324436733544592,-0.0861943944769884,-0.0474126422367146,NA,NA,NA,NA
"CD27",-0.740044069939804,0.290566784538816,0.171279773551403,-0.963093833379262,-1.3578060827834,-1.6456865987418,NA,NA,NA,0.353785606182389,0.110966350358049,-0.149407721477449,0.614159678017887
"SLIRP",1.28830192879909,0.675087129512635,1.31514958940119,1.39349966565692,1.76443739407326,1.35762096127863,-0.609776778719393,-0.367421895741463,-0.0198004548198944,NA,NA,NA,NA
"RAP1B",-1.36319524299702,-0.776348685941935,-1.31351440273079,-1.69218273626442,-1.6175810007954,-1.52724349081743,NA,NA,NA,-0.00807964797958978,0.128844250464902,0.177959835642157,-0.057195233156845
"GMIP",-0.90173305544443,-0.931886336210438,-1.10806787076752,-1.35156755602636,-0.652578698639258,-0.631363204348081,0.30055932208018,0.0147884742934572,0.0170444055781479,0.282392894454891,0.140240217630964,0.0675648335947265,0.355068278491128
"FN3K",-0.735105981250347,0.458537801160911,-1.18132454282183,-0.703878486222132,-1.71748383594012,-0.789217897053249,0.871581641161773,0.53679386071803,0.033534293166779,NA,NA,NA,NA
"CAPN7",-0.964698039532761,0.178347615159189,-0.834408329008121,-0.738963244564397,-0.428339979270794,-3.60762194799117,NA,NA,NA,NA,NA,NA,NA
"KBTBD2",0.598909417252875,1.75789995786238,-0.513895382605844,1.10686547656867,-0.138038625618963,0.179814759039943,-0.315810466488472,0.00430000338821153,-0.0358772610234942,0.101246660168838,0.21140874464694,0.24629313420823,0.0663622706075489
"ZNF428",-1.18833495223502,-0.556865408139618,-0.431363811816576,-1.05462893217193,-1.65948851099813,-2.00534568428957,0.515989289228644,0.312194969403793,0.0256648750398566,NA,NA,NA,NA
"EMC8",0.66566665911086,2.28356942088604,0.699028865471762,0.888907972488338,-0.617929568643202,-0.0432607780448018,-0.353665961231393,-0.0806414579318056,0.0498769972070899,NA,NA,NA,NA
"ORC6",1.63793945909924,1.06361478457049,1.70615050038517,2.07936263669897,1.92813301971702,1.5506097483194,-0.0713151670754328,0.238883655196693,-0.115798696926894,NA,NA,NA,NA
"PLS3",-0.322290913113267,0.0952504724877849,0.777786100479921,0.502545050687067,-1.43325090645464,-0.850453666557246,0.202430712310347,0.23923786149143,-0.0595840647601982,-0.0282108056644107,-0.751113020719167,-0.15845905195533,-0.620864774428248
"RPS15A",1.50404780062796,1.574847464246,1.78940560932154,1.72559163627438,1.33624380728138,1.24409642265263,-0.305768253876262,-0.181619082156384,-0.0461774840809372,NA,NA,NA,NA
"DAPK3",-0.384267463821828,-1.38106489968259,-1.95241893161629,-0.0931969463526108,0.40888394185007,0.561359345082246,NA,NA,NA,0.114204008345228,-0.157144942936776,0.0398541329303275,-0.0827950675218758
"GFER",-2.78658414365677,-0.733206277817622,-2.03747491512154,-3.12605741247381,-3.72232710899273,-4.45837487523812,NA,NA,NA,NA,NA,NA,NA
"OTUD5",0.688116363408127,1.06780936991933,2.11878843917366,1.67582419895679,-0.521154903841712,-0.0143126061854118,0.234972551931526,0.0782426679225798,0.00485296071812188,NA,NA,NA,NA
"IL32",0.768411991982781,-0.353555441972843,0.139988672886215,0.654127567559635,1.97133027021282,1.15198294480808,0.318694135161571,0.0614580731379881,0.269768280012951,0.619938031763083,-0.100098261011037,0.0662622060532341,0.453577564698812
"SERPINA6",-0.162925771849916,1.55306249871986,-0.165602835471699,-0.866695588255576,-0.866695588255576,-0.866695588255576,1.01378036135736,0.572613532924675,0.0758158488678814,NA,NA,NA,NA
"RPS5",1.11177438920247,0.818731223713734,1.43159476035998,1.27536996537749,1.18100185383818,1.06536475919765,-0.273570867267602,-0.156349909601493,0.00805739477132169,0.0256211736344856,0.391072985751071,0.191974926662893,0.224719232722663
"SRPRA",1.45140132318317,1.0495805387271,1.58095141444535,1.96739833167126,1.65609203154119,1.131094169084,-0.304542262404416,-0.170290437181892,-0.0559473049065187,NA,NA,NA,NA
"SLC15A4",-1.33102101687195,-1.46363671672392,-1.46363671672392,-1.46363671672392,-0.949984358142347,-1.46363671672392,NA,NA,NA,-0.12694548587363,0.347147327291473,-0.0292616441229079,0.249463485540751
"TUBG1",1.42682073214181,0.862016985639742,1.18710003642487,1.87783748127857,1.81681170880039,1.36488335998767,-0.387159736756618,-0.131310790821656,-0.0828376544206938,NA,NA,NA,NA
"ZNF407",0.612285690464065,0.235365677284964,1.8528398890998,1.69861737130732,0.510821381335584,-0.562122329082508,NA,NA,NA,-0.0337176095771839,-0.00083274514797201,0.0716926197445925,-0.106242974469748
"NOP14",0.950347202554481,0.468818397182849,1.58631132031401,1.43013596381941,1.10794539456542,0.534954243212362,-0.914962024899243,-0.490740584872118,-0.165931216730298,NA,NA,NA,NA
"MAGT1",-0.979605077755693,-0.9085844783787,-0.0919383212602217,-1.09828726644122,-1.49289245160991,-0.784780309922655,0.33794497900759,0.211662352852875,0.054787039413711,0.130589317171394,-0.0965934274575355,0.0288389224029748,0.00515696731088333
"UBASH3B",-1.84748642284685,-0.837196776454422,-2.69084304293836,-1.8774607124352,-2.22248336785424,-2.18931069356243,-1.66355284394119,-0.504768313317985,-0.110952039661731,NA,NA,NA,NA
"ACADSB",-0.748429521286038,-0.0818661341589147,-0.934135618965025,-1.20509442971523,-0.992458634866264,-0.767118424499613,0.597954598006678,0.514789703923013,0.0298072165937041,-0.182814133105485,0.280776475994283,-0.0510895412937199,0.149051884182519
"DTX3L",-0.581915013441893,0.0790875424703078,-0.22320173699803,-0.796703166719292,-0.627173319391271,-1.44238084677469,0.755783908324533,0.486984059399723,0.0153363202646209,0.101729598171979,0.262718602494207,-0.010907453605667,0.375355654271853
"CYTH4",-2.27107840272605,-0.261297313652949,-2.072618743673,-4.13269431856414,-2.31282252711279,-3.26991099518947,NA,NA,NA,NA,NA,NA,NA
"OLFML2A",NA,NA,NA,NA,NA,NA,1.95885093789655,1.1854321506104,0.632579310683155,-0.406750937746107,-0.703906759844166,0.106492134486053,-1.21714983207633
"OLA1",1.46292052520738,0.928024718647186,1.27271025116013,1.91668964045265,1.73391010896631,1.492168278871,-0.281757471645535,-0.187906648233363,-0.0458931649680651,NA,NA,NA,NA
"ACYP2",-0.899109338126785,0.123836015675317,-0.966395898285,-1.70521916108802,-1.40257351584777,-0.775299125692119,0.832209204367545,0.358544034574058,0.123434116318038,NA,NA,NA,NA
"ESRRA",1.24267295929762,1.33351174699499,1.26866046372295,1.99666511632821,1.49151175298663,0,-0.341348004076087,-0.143158827859217,0.0437093332679934,NA,NA,NA,NA
"KIF14",0.379099283146127,1.20126259099998,-1.91223679850712,0.673851525864203,0.37861768522699,0.333210121327775,-0.284584742961511,-0.133182830646566,0.0446126519225659,NA,NA,NA,NA
"RBSN",-0.422022959991768,1.8397197953969,-1.49409094194794,-1.49409094194794,-1.49409094194794,-0.354519712801582,NA,NA,NA,NA,NA,NA,NA
"SLC25A22",0.556232075004,0.214392972651355,0.847599501384844,1.06175490679796,0.635729890058783,0.238823776157924,-1.03102938994334,-0.475315958625816,-0.119036537937952,-0.13708907084392,0.820927377989933,-0.0156605136311582,0.699498820777171
"TRAM1",-1.29473870561153,-0.828229669115909,-1.26161570939922,-1.17458056853487,-1.55816961470719,-1.71774703735443,0.561838666368965,0.301228312997096,0.16198559955053,NA,NA,NA,NA
"STMN1",1.66557861892076,-0.0978627826168701,0.229354375541258,2.33373315907431,2.55495370871427,3.08726054305344,NA,NA,NA,NA,NA,NA,NA
"NLE1",0.80932936360639,-0.103377244125922,0.853762381849815,1.52816078633584,1.32152578580808,0.621062639055925,-1.0445300679641,-0.516618382507975,-0.121014988584726,NA,NA,NA,NA
"CCDC91",-1.92812547518703,-0.229958919290491,-3.08424900044723,-2.70993093780649,-1.230587136219,-3.77877527241692,NA,NA,NA,NA,NA,NA,NA
"STK4",-1.056950196137,-0.201995660396921,-0.746031315318772,-1.4798698290614,-1.57372561691786,-1.29381884688847,-0.344817894146257,-0.248189711941334,-0.0383326656783248,-0.138955435029503,0.0415691556365637,-0.0939039911141132,-0.00348228827882568
"PUS7L",0.710295818769207,-0.173426542300591,0.693774945649146,1.72525157472006,1.01568722181468,0.510509574317354,-0.379194606684886,-0.280895218223342,-0.0489898053531418,-0.0711073384163035,0.220312836316518,0.114700673302376,0.0345048245978387
"S100A6",0.868446318725201,1.77385115657086,1.16977008855259,0.123370828309788,0.400556276447904,0.821274998356252,0.650634855436337,0.260703400866994,0.0903838515690095,0.196941984004884,-0.378139425223445,0.0934391970499799,-0.274636638268541
"MRPL17",1.0646246620489,0.761428543613943,1.52055815579708,1.33388436435239,1.20757252166409,0.741319627784797,-0.277005767221212,-0.145534082271105,0.0267535163812601,0.0858193091615472,0.493528760122714,-0.00286165605031889,0.58220972533458
"WDR43",0.746547783730209,0.585179054709352,1.44856757199681,1.13761771932769,0.616679079137312,0.334208129511391,-1.29766359457652,-0.630702730949298,-0.0970692343008398,NA,NA,NA,NA
"COA4",1.3000107275861,0.773767554120041,1.90148480352624,1.47698261885657,1.45785223233702,1.27030985836722,-0.448378010943464,-0.233388898482697,-0.0825991890464778,NA,NA,NA,NA
"GPN3",-0.492497809834582,0.15708765750847,0.168138119503949,-2.29420481789865,0.455907696871928,-1.31700791877078,-0.328566984546957,-0.17829194983134,-0.0449471835656817,NA,NA,NA,NA
"TFAP4",-0.647461712602598,-0.1739505174361,0.524058239718995,-0.35842526672511,-1.13824732930858,-1.62454981715981,-0.831075271498531,-0.230853221039505,-0.0754280635630321,-0.174421992674705,0.169877767147338,-0.386062320461692,0.381518094934324
"BET1",1.50643179174463,1.48679574726176,2.065713349937,2.34537232999774,1.41558268366357,0.481348459924402,0.287022726448791,0.178895431536258,0.016121081298877,NA,NA,NA,NA
