 	CD8+ T cells	CD4+ T cells	CD4Tcell-Th1-restimulated12hour	CD4Tcell-Th1-restimulated48hour	CD4Tcell-Th2-restimulated12hour	CD4Tcell-Th2-restimulated48hour	MemoryTcell-RO-unactivated	MemoryTcell-RO-activated	NKcell-control	NKcell-IL2stimulated	NKcell-IL15stimulated	Bcell-naive	Bcell-Memory_IgG_IgA	Bcell-Memory_IgM	PlasmaCell-FromPBMC	PlasmaCell-FromBoneMarrow	Monocyte-Day0	Monocyte-Day1	Monocyte-Day7	DendriticCell-Control	DendriticCell-LPSstimulated	Neutrophil-Resting
GLT1D1	3.837590091	5.84881487	3.131342539	4.059412966	4.035682555	3.508048279	3.896756218	3.532732542	6.617041298	5.567612373	6.014239974	5.30226682	4.807445088	5.044000603	5.037382222	4.822921305	10.85047864	7.654756546	6.908108357	4.586174256	3.941982682	13.14517877
COL4A4	6.136842479	6.445787388	4.916667717	6.562568075	5.231905958	5.868620923	5.613963768	5.273192602	6.542335445	7.175382879	6.273546971	7.952967502	9.552441437	9.108692369	9.914974548	8.713612482	6.030904348	5.8638951	5.390028478	5.949838381	5.252804177	7.720591763
TIGD3	4.848259874	5.003212428	5.120683709	5.096289969	4.647218557	4.328477469	5.05945623	4.465169116	4.846016852	4.925800085	4.665695954	6.054175583	6.288141662	6.437152819	6.523337171	6.631700915	5.718032769	4.546194802	4.851611635	4.375375441	5.140867254	10.45632566
MCOLN3	6.592004723	7.699796836	7.244967904	6.831408593	7.199492406	7.426689672	7.796595591	6.387035057	7.658127561	6.773540138	6.784850743	8.598227474	8.661132303	8.442199155	7.320514764	7.972958253	6.487969964	8.499225701	10.48921208	8.939691354	8.712026527	8.552781281
LOC100509961	4.817111573	6.699144411	4.452595435	5.518923246	4.867221072	4.293395009	4.303999875	4.032277201	4.453748023	5.442399481	4.62776246	5.478315465	6.313422731	5.768965022	6.967775753	6.145641795	4.530450557	5.688940306	3.965892002	3.979827198	3.996735217	4.913243681
PLK3	6.800867552	7.172184122	6.529047867	6.782334296	5.670566557	5.029600122	7.004257926	5.703571404	5.20631111	6.28723956	6.00587901	7.899054756	8.037059567	8.650742125	8.574146932	8.606805854	6.173793713	5.766579703	6.16167106	6.221777213	6.302678522	6.125576717
C3orf78	6.928595356	5.112964186	7.703038389	7.77115049	7.200074673	6.708927527	6.513806537	7.569607544	5.701160885	4.937476225	5.783072443	4.474473128	4.524345816	4.658568541	7.78115641	5.971118155	6.405649225	7.056609719	8.884410694	9.135109428	7.891089018	4.861379759
PDGFA	3.193338081	4.051604121	5.610552431	5.608681129	4.135261233	3.857582955	3.274858001	6.468414971	5.684762644	6.366112352	5.989752113	3.746251334	3.773337048	4.21385272	4.758303177	5.011238439	2.878545525	8.338153617	4.433743993	5.732802829	7.735043727	4.034180493
CNTN3	4.884048381	6.366083202	3.683303449	4.727956749	4.604624883	5.21522558	4.610818156	4.372975307	5.123769644	5.43770048	5.64038956	7.859507276	7.475257182	7.762729174	6.553406585	6.955902684	5.056149961	5.069447977	5.601238422	5.594075735	5.683818077	7.106691698
NUCB2	10.32732022	9.863500237	8.367467172	10.15134006	8.834626952	9.584334942	9.046291873	7.361320956	9.165444695	8.595132138	8.426822433	7.496157578	6.841957399	7.415549537	9.501001175	8.134394231	7.211590642	6.392178585	6.985779333	6.297133321	5.885399467	6.950097428
ELF3	5.843607046	6.945459443	6.778142854	7.022722894	6.230625736	4.63343121	6.641045006	6.206936203	6.029303794	5.371454316	6.420159544	9.105250786	8.381780857	8.51938661	7.173500588	7.001928878	6.088192844	6.371704054	6.136244373	5.750003469	6.405671914	8.864186764
GDF15	3.285993972	4.72089861	2.384740587	3.588364849	3.264186098	2.944483671	3.667021629	3.152724261	4.038436182	3.279619866	3.412081456	4.23380043	4.376377215	4.897639774	4.283576116	4.264630256	3.148174877	4.276533886	4.209537845	3.21324358	3.190325133	6.433026197
LOC644656	6.804505363	6.460562379	7.430239268	7.521336085	6.701937124	6.904379725	5.926940344	6.090613526	6.06668122	4.960900874	4.915433259	5.327153542	5.188687742	6.027447136	7.833535286	7.021371455	8.079860298	6.924466136	5.501335637	5.209108897	6.579750881	4.589583738
PHKA1	4.553959454	6.500494024	7.50275226	6.554297214	6.215296778	6.400942037	4.418549789	5.257299833	5.848754373	4.513288603	5.651037336	6.199504091	7.260867798	5.437710466	5.420785542	6.256600275	4.525270224	5.502778775	4.482342778	4.516582529	5.335169988	6.066851249
C5orf34	6.960088839	8.364623498	8.533520521	9.495675178	8.259299169	8.705946809	6.897946269	8.502322645	7.369350878	7.604390141	7.749529798	7.865608678	7.466663823	7.800717125	7.188473458	7.117645698	6.013022982	6.951835457	7.331855221	7.084746393	6.892706733	7.602054472
ZNF488	4.10213319	4.887898894	3.735034698	4.409164614	8.246558519	8.024999255	3.835620955	3.558430918	4.573389676	4.512226887	4.124204045	5.450339343	5.214921332	5.559514757	4.841503546	4.941024124	4.426728803	4.569283479	4.392723839	4.344485296	4.555673024	5.38398762
FLT4	7.988427648	7.459570963	6.917049787	5.997021369	8.603657251	8.065137846	7.3533527	5.87115367	6.961686989	6.356090976	7.028009174	7.720773887	7.458652681	6.718868467	8.0558247	7.51409661	6.541756167	6.826332385	6.309656727	6.586414484	6.049481931	7.85122308
LILRB1	8.730584767	7.263309894	5.517543417	7.370495616	5.190786035	5.534103116	5.403176812	1.637687522	10.25306626	9.038023473	9.039824275	9.468254268	9.017436197	9.586786788	10.0075478	8.831984882	11.82970837	11.75510898	10.46087743	8.245715109	8.579422171	7.153266251
TMEM91	7.081427513	7.49044712	5.443225374	5.799061395	5.851740714	6.133851181	6.776503218	5.450650413	8.089944316	5.87292231	5.518398752	5.436975611	6.95510934	5.77770244	4.490677088	5.296879508	8.406500531	5.434542053	8.628348932	8.920203963	7.043521317	10.00651824
BEX5	9.64955304	9.156849107	7.358514946	8.058662839	7.10844779	7.35575338	10.46430103	9.192998781	7.870141208	9.291581918	9.30784667	6.592350246	7.235961555	6.349042327	10.45461426	11.29098143	5.050240474	5.728485173	5.482054991	5.89199832	6.104154913	7.119659128
CMTM2	7.737940211	7.398963108	7.11449717	7.612168169	7.377444814	7.515300348	7.536029581	6.898047077	8.272763902	7.784701581	7.789843343	8.751060529	8.681041587	7.150445438	8.201846199	8.521869325	9.439959499	7.605667791	7.185095944	7.784049143	7.474039837	14.90779688
GPR114	8.41056371	6.508539576	10.38937644	10.32250694	9.121693232	9.123141946	7.18123841	8.182710503	9.756041697	9.281503992	9.336895912	7.541584532	7.576949109	7.895581341	9.19583888	8.538747662	5.331752981	6.284662185	4.810413112	5.223577006	4.553954336	7.147795113
C1orf173	5.549176279	5.430753604	4.038172764	4.005160417	3.263334936	2.684968309	5.287262958	3.567869904	8.454971641	7.188056669	6.669466199	5.457397297	5.931978467	5.905170359	4.290080302	5.947841457	4.680277467	5.837524917	2.872960057	5.100739421	4.408836382	5.872528372
SHISA9	4.300727772	6.972114388	5.472861394	4.886956529	4.742329649	4.943139928	5.572616864	5.912274613	5.519227366	6.733701413	5.553130072	6.136346679	6.364721246	6.444874088	7.436733748	8.182478777	4.946559323	5.299632368	4.447364297	4.730712406	4.845481687	5.608105462
VANGL1	6.795815641	8.015625053	9.741886588	8.663287685	9.936846967	9.041695652	6.428951926	7.429057969	9.228554172	9.113383271	9.31812135	6.008723134	6.198145421	6.321364432	9.358048945	8.718530307	6.415254451	5.287475373	7.299665944	7.526844793	9.604232286	5.838583737
MEI1	10.13880327	9.790007402	8.649987221	9.831992797	9.24790774	9.865053771	10.51853481	9.50243868	9.681609581	9.802515396	9.691154342	9.330471968	9.671519837	9.287982427	12.24608906	12.33453769	8.668374456	11.29459041	8.220772103	7.592782168	7.83025955	8.73144734
HS6ST2	3.27000559	5.459868733	7.338794312	5.983647296	4.139551352	3.786317553	4.634728781	4.638440741	5.388370379	5.312890214	6.163304159	5.757602404	5.410307181	5.640729369	4.796251643	3.748112325	3.357458167	3.041564246	3.150437822	3.802658527	3.872566129	4.571955858
ARHGAP42	4.777051433	3.944452436	4.337497027	2.890511546	3.274460469	3.021361275	3.163928042	2.403903931	4.946122592	5.538910584	5.920372707	5.268642916	5.016273444	5.449379788	8.210916439	5.610175903	3.026283665	5.331779847	2.832906888	4.016852849	2.923656301	5.469098008
IFRD1	8.14016897	7.680858798	7.219923559	7.409713385	6.325368424	6.820812928	8.094237829	6.490821468	7.692149929	6.71482248	6.739879598	8.364206585	8.244687305	7.324801605	7.199211001	10.74786779	7.557286265	7.10680108	6.2440165	6.552033736	6.460379442	10.62631684
TAF6L	5.82852369	5.169898284	4.847145064	5.193154064	4.861359906	4.085877835	4.931966652	4.931730327	4.874612561	5.861518719	5.330677903	5.454923186	6.322387881	5.652443472	7.294075424	6.504115838	4.488311478	5.037557935	4.464967708	4.595523552	4.819591551	5.310609147
NFKBID	8.732721158	9.427668323	10.17836234	10.03462429	9.474938919	9.173739589	8.523985294	9.450059244	9.82385164	10.35288076	9.908787894	10.4708044	9.782241455	10.22117685	7.580406819	9.138442686	9.41324129	10.45004171	9.633333724	9.797009464	11.87321762	9.922590349
FAM124A	5.189231549	7.01647032	4.342483633	5.083681423	5.058504109	4.779137127	6.105929455	5.353335055	5.407004273	6.338114163	4.286203493	6.210294229	7.51122291	6.401135513	6.890260223	7.765422031	6.562556628	10.03141438	7.047123003	5.794814394	6.205796507	6.928422439
SFXN1	9.20312222	8.94666946	10.84677458	10.70965136	10.82262022	9.801340836	9.845844931	10.38140019	8.255703716	9.704090039	9.817806567	7.044653282	7.107805544	7.084989045	8.429293749	7.276482708	6.4365436	5.876420764	7.575846788	7.092203914	6.143260752	5.863641161
SEPT11	5.733916936	5.832214911	6.396587657	7.638708619	6.402176425	7.070671971	7.028333399	6.112220545	8.087059679	8.153657412	7.875427864	8.049501639	7.657373834	7.099539806	7.077627552	6.463675583	6.652197257	6.659064706	9.385005838	8.826108303	8.855106216	7.96801585
RAB39B	7.798108854	7.952848002	8.288047046	9.271831047	8.156106679	8.428685388	8.3648292	8.725596889	7.657196954	8.169205478	8.27588316	7.015671509	6.999264376	6.881199632	8.822721651	7.762955016	5.114089343	5.066383441	4.01674887	4.048802897	4.046883898	7.304835904
PLCXD3	4.611216652	5.761320737	3.697329024	4.727012814	4.733950821	4.299977251	5.508882857	4.068613491	5.633089678	5.420967396	4.834542683	7.273097557	7.308730371	6.558898981	5.636982229	5.665364344	4.65337058	5.379906825	4.897833358	5.686360453	5.190529265	5.375359222
USP53	8.56980815	8.371971168	5.749869427	7.041805147	5.136081987	6.842605961	9.014093952	7.235656864	7.800312675	6.53487401	6.884850233	6.299409524	7.600920146	7.174413909	7.043916785	6.302976998	4.569293607	6.663649419	6.381612164	6.23919116	9.023466987	5.778219092
ETV5	3.238901476	4.945248732	3.010242756	3.554752552	3.654435541	4.160758876	3.916381099	3.027154052	5.018211309	5.596070459	4.507636094	4.830421944	5.365395094	5.614128232	5.571140806	7.331084884	5.178545348	5.641890381	6.855264057	7.114415614	4.278368919	5.550783718
PDE7B	6.707038114	6.645831329	8.195726532	8.629869002	8.998521796	9.43961552	7.186183586	6.564088503	7.955360758	7.442625073	7.475402438	8.640967394	8.776525151	7.942644987	8.54991812	8.755879849	7.425454409	6.542835838	6.580852736	6.878508741	7.08252342	7.976352178
MCOLN2	9.51338267	7.327477794	9.922135395	10.05946434	10.59599061	10.19214936	9.104011597	10.0600118	9.238310388	8.585323129	8.557247967	8.123537615	10.02849387	9.886151528	6.634254432	6.846085824	8.814301002	12.14121475	8.946220819	8.916492568	12.14863027	6.884741988
HHIP	4.814537606	5.500313425	4.678635348	5.660704286	4.363848569	5.980444273	5.870142749	5.090923983	6.133820364	6.09842798	5.020331807	7.448649675	7.887715648	8.227413783	7.013905125	7.032965892	5.723146681	6.119942308	5.670970126	5.323598249	5.341920535	6.950976907
F2RL2	6.08484027	5.463469879	5.227625569	6.468002169	5.352534911	6.450947281	6.052770901	4.819668183	7.082846264	6.782403323	6.256545239	7.316459979	7.375532558	5.392214369	6.438619994	6.921665423	6.332172343	8.628933343	5.67012982	5.225872587	6.877924167	7.394737059
SGOL2	7.796390097	9.24662502	9.431041009	10.91778976	9.001741266	10.17214578	7.38320315	9.91564588	8.282783803	8.834295324	8.791664868	7.835658849	8.113591118	8.331935814	8.388502409	7.417696425	6.464548473	6.972065551	7.329853881	7.432678299	7.007496405	7.985979655
OSM	7.807936069	7.935473499	9.660355184	8.349074772	10.18118084	8.444052729	8.709669735	9.329187146	7.258825107	9.354846175	9.296676502	7.252205859	6.856375726	7.696995337	6.584015421	7.224751777	7.840807816	11.26809568	7.542435409	6.752257977	6.970069451	9.791389208
IFI27L1	8.322674046	8.330017527	8.411951568	9.789389096	8.741266973	9.438886782	7.999945522	8.647882898	8.50576988	8.840723173	8.73188638	7.810998459	7.338284007	7.9587151	10.68696705	10.10391885	8.059676139	8.615423654	8.667007137	8.335068727	8.949980357	8.430868991
LOC285812	8.716088928	8.6096811	9.869265325	9.483852717	9.397304554	8.877502963	7.480895194	9.079450116	12.10345445	11.34266085	11.01693976	9.614972702	9.573878625	9.689554266	9.309487723	8.024314138	8.931458505	9.185435869	10.55889053	9.44917582	7.470844579	9.496693225
NIPAL4	4.495119505	5.45532722	4.416704652	4.987593733	5.018901183	4.534933133	4.857649303	4.47685689	5.203122832	4.704451486	4.691859814	5.74396498	5.441159753	5.106264556	5.026888566	6.285698126	4.812438326	7.436742075	4.581371334	4.684902874	4.898176099	5.524665509
WDR66	3.463491677	3.889051641	3.472422784	3.103385733	3.018456141	2.780520083	4.240161655	2.785620296	4.148690111	4.260146127	5.554220457	5.318167037	4.852685552	5.349763337	4.734745744	4.785589783	3.286684045	3.517790099	2.936936261	3.474371143	3.537689514	4.723744211
LOC100131138	3.311793718	5.211946682	3.391424049	4.013879078	3.090796986	3.490142222	3.654015381	3.881762492	2.354663725	3.598246088	3.674309987	5.550438978	5.118868417	5.560462766	6.663543873	6.113315023	3.890851979	3.262082314	2.875468822	3.431801224	4.926315765	5.924841001
HIC1	5.586502056	7.986251638	9.584240033	9.749972753	9.766190418	9.426535933	4.863112496	6.89565808	6.84773076	9.028250323	8.742606423	5.204056852	5.25796292	5.413043964	4.884451397	5.38921401	4.916862744	5.823662331	5.577073776	5.325770161	7.403093	5.798055701
ZNF839	7.687281192	6.775502739	6.726783544	6.951358548	6.142760591	6.156228055	7.495346064	7.375274067	7.895964492	8.009577838	7.647192169	6.266759774	6.561555263	6.159871337	8.496397101	9.475404633	5.039306581	6.191975469	5.043625206	5.146030614	6.097101578	6.841628501
LOC283663	7.340949416	6.964005789	6.30910341	6.722930454	6.448256747	5.289846758	4.036942845	4.436717093	7.646805288	7.037303144	6.947391476	12.91027492	12.31908852	12.30421783	7.349683734	7.117287253	7.370503608	10.47295952	6.923286873	7.819350984	8.685611408	7.329459109
PLAC9	5.175285063	5.587875005	5.397546293	5.494052864	4.896078055	5.259448262	5.099575748	5.169016352	4.562501933	6.414710602	5.777025123	5.497589557	5.902899636	5.860677309	5.445980459	7.900539297	5.186394908	5.497575111	5.203821074	5.638339369	5.640273862	6.87832808
LOC100507185	3.790511412	4.187477448	5.187074891	4.748926313	2.893103292	4.713567521	4.841285478	4.062726163	5.306371619	5.494319598	5.345420032	6.335122337	6.994704167	7.573050675	5.175085418	6.243350143	4.182751879	4.58235528	4.178986797	3.790876275	3.481944703	7.31051463
LPAR5	8.092179683	6.931430926	8.186715959	8.823400149	8.651034943	8.600365163	7.407364082	7.094478892	9.34877628	8.749071619	8.841418105	7.605282665	7.925236938	8.150882033	7.628491715	6.501514781	5.089724119	6.09192017	4.93351756	5.932108429	5.102406184	6.775313975
GLIS3	7.310492363	7.654688532	7.065092956	6.30911554	6.540802237	6.147272775	6.964494901	6.155519881	6.537222284	6.394366655	6.051100157	8.384562989	8.452670587	7.244204452	7.851873945	6.951471233	8.502284517	11.07475127	7.501451088	8.017333652	6.690191249	8.570603338
DOCK5	7.204744746	6.662186507	6.685407587	7.845170114	5.061128135	6.03278411	6.512021405	6.025479197	10.20611419	10.15012857	10.03221314	8.068378305	8.021665716	8.091025396	7.00782714	7.340488833	10.83939002	11.10327387	10.0599173	9.383576863	7.892804871	12.43010109
AP1S2	10.82738776	10.84910897	10.72530959	11.00486722	10.64931756	10.60991068	11.82029493	11.45469839	11.15156823	11.29631767	11.26402117	10.34805644	10.9314393	10.60822987	11.35093845	9.619142902	13.78612309	12.71454231	12.16083048	12.13944775	11.32265893	11.99724999
RAB7B	6.496753933	7.274500848	6.850999395	7.45741645	6.945014573	6.178309631	7.035810832	6.883050532	7.302924465	7.619996896	7.191945868	8.760485676	8.642310777	8.669110055	7.794121232	8.764869103	7.197974298	8.668239704	10.00913264	10.8843261	10.01024835	8.694033963
FAM49A	7.124534929	5.792777282	5.299922319	6.993334704	5.998910053	6.008167139	5.68106502	3.816804475	9.595446782	8.328244074	8.15512602	7.408054309	8.211484381	8.404428451	7.606064626	9.391462179	10.44752857	9.29691334	7.779700754	7.630741574	9.972858958	10.38812581
LOC100131993	8.013409219	7.8071166	9.26244138	9.168832548	9.989463096	9.773634859	7.893697927	6.429024483	10.06203973	10.39076075	9.997770836	8.516537507	8.434439539	8.737428197	10.50688375	10.09759631	10.69775232	10.15306144	10.70897615	11.80725355	10.26848898	10.21306095
LOC100505490	7.835791468	7.967397278	7.510507051	8.111912899	7.725363986	7.585495899	7.653950914	7.638993335	7.335859266	7.237190836	7.222311912	7.890517915	8.083056429	8.236970886	9.299388916	9.867727002	7.208991076	6.957509344	7.253631636	7.24055126	6.804313902	7.896527374
BHMT2	5.4673447	7.031178287	6.211372433	6.308788001	6.098144405	5.915226085	5.932478558	4.742167939	6.846772225	6.136150363	6.324324584	7.714122835	7.962757222	8.577354237	7.568855499	7.64621127	6.233429542	5.949638035	5.640654666	6.370730992	6.205643393	8.473985739
TK2	8.511381063	7.103602544	7.651328002	8.394927083	8.219447673	8.198544901	8.48002406	6.640182261	8.826213991	8.631806392	8.197830179	6.991298318	6.71539578	7.447765141	8.34582805	7.291928117	9.713086889	8.183907024	9.595363014	10.36694342	8.659566052	8.45261273
SOS1	9.003793354	8.718701823	10.46557202	10.11125046	10.66066477	10.89339078	8.72764255	9.243357285	10.65291979	10.96971733	10.50374343	9.52118089	9.428834362	9.44886947	9.141858501	8.866706337	8.921243657	9.606262694	8.327177981	8.28619425	8.944130767	9.683380655
SEMA7A	7.794508469	8.38696754	8.729408317	9.042119901	8.029451045	8.339893046	7.365278433	8.905574538	8.223505813	9.091593003	9.033513396	8.100909337	8.252020806	8.890920865	7.869544493	8.095426035	7.956597833	8.267974245	8.67562307	8.664009283	10.35799911	8.67534314
XKRX	5.830058796	7.61874032	5.709731759	6.602147041	5.687014016	6.68775592	6.479952677	4.898385736	6.026766868	6.059091325	5.22648284	6.525212047	5.995676715	6.382420846	5.837960057	6.479044585	5.423306436	6.324783607	5.606185568	5.925421909	5.621641655	6.727068196
CHPT1	5.061074117	4.032600468	4.359661722	6.500892325	5.751195896	6.440420721	4.003152449	5.375885101	4.835583061	5.125213003	5.052097038	6.512579073	6.226127961	6.342492522	5.753346023	4.893046647	7.270712694	5.023491937	7.284918928	5.626259032	4.388315842	6.035104798
SCGB3A1	8.612736751	6.316821545	4.830280681	5.132809871	4.940229407	4.90539904	4.26526185	4.741610799	6.399897387	6.00314795	5.412137926	6.102904038	6.840148475	6.684110398	6.519646736	7.099505617	5.537912074	5.832868922	4.739204541	5.148459634	5.738812864	6.715349787
CD84	11.59257512	9.372180179	11.12914518	11.88903959	11.3069294	11.63001603	11.3723663	10.43756795	10.04364935	9.130102544	9.090160068	9.925846022	9.296926528	10.18935758	7.746823317	8.195557992	10.8494657	9.919433694	13.00664015	12.83079699	11.83848088	9.751519623
C5orf56	10.68905035	9.979058341	8.819987442	9.131504602	9.447815411	9.367803495	10.37103242	8.42286931	12.11888472	10.38914107	10.42231098	8.647518045	9.012695764	8.571216036	10.2386396	9.373332827	8.222453606	8.529872666	7.701573314	6.529112957	10.22658058	9.755859324
FPR3	6.811223753	7.227346391	6.546825024	6.958552715	6.753145421	6.687821225	7.537624809	7.222959083	7.091469767	7.455665865	7.082576641	8.956697665	8.468741124	8.864104875	7.565226503	8.149316533	8.182522642	10.37405014	12.93256906	13.32740876	13.37711654	9.239468215
EPHB1	7.035544185	7.20652276	7.032431496	7.222724075	8.473420294	8.421939979	7.500740983	6.821455119	6.955184916	6.522708632	6.301886348	8.026058607	7.99767347	8.653579575	7.362288693	8.111657346	6.810474167	6.658460243	6.852402582	7.099856236	7.050216888	9.904835095
PHOSPHO2	7.76886415	7.589651147	8.63711027	8.762016543	8.890174074	9.157247552	7.711164481	8.012566811	7.983889991	8.42512021	8.296406166	8.49428645	8.289582054	7.888536265	7.721580007	7.514767304	6.127088108	7.663568778	7.039612742	6.742356599	6.436964113	7.100166114
LOC100506130	4.308138768	5.152426823	3.96915049	4.495929624	4.491404188	4.206747401	4.40567475	3.909325092	4.816714892	5.364992574	4.642027618	5.67083629	7.382606736	5.572336428	9.183861134	8.444651539	4.556480509	8.081308999	6.539156226	4.604694063	5.572576444	6.099274161
ATP2A3	4.443374582	4.803295931	4.063028293	4.849949234	4.137694777	4.279570344	4.502627632	3.807561007	4.979499508	4.746957642	4.410318489	5.86219277	5.454611861	6.205387625	7.170652845	6.943314803	4.511257178	4.667158862	4.270317132	4.509094066	4.48383727	5.818947678
SLC45A1	4.976398007	6.256035665	5.545937489	5.669244136	5.622061584	6.044190088	4.987987784	5.342507338	5.375578169	5.142903511	5.855109332	5.598165252	5.922352483	5.647926057	8.151085902	8.424069686	5.037129596	5.519604804	5.41379151	5.786626853	5.233843333	5.878843028
S1PR5	11.15604372	7.759608603	4.8358483	6.524685357	4.771392626	4.627801363	8.273114878	4.585883928	13.13058126	11.90396098	11.84168457	5.924038788	5.48229168	4.993572473	5.699181436	5.610840298	4.966722693	5.120877205	4.778751763	5.675947627	4.944717917	5.802219071
HS2ST1	5.025637912	5.559777306	5.664852569	6.219652565	5.387534871	5.824054984	5.327148408	5.112644537	4.983951252	4.016638942	4.796917833	4.765686282	4.320213877	4.290590281	7.355809162	6.029276182	4.094538711	5.959466858	5.43040237	5.160052923	3.234194723	5.278371397
RTKN2	5.316245322	5.346956889	8.250828967	8.675932341	7.357707409	7.682240863	6.906317411	5.780292599	4.726204533	4.681741598	3.678560234	5.042613072	5.042764703	6.019462854	3.958811749	4.015470808	2.167518504	4.449088102	3.73869579	2.878659956	2.151696488	4.254669622
HMGB4	3.974873426	5.078965569	3.419269204	4.088282964	4.264661529	3.742185908	3.699662673	4.098818155	4.792139552	4.172839506	4.870307175	5.27102008	6.652181718	6.116505118	5.647218557	5.827825374	4.115706088	5.419066905	3.905928478	3.677470657	3.900818516	5.276563662
PIWIL4	6.899069866	7.39281541	4.458742895	4.217773564	6.254549953	4.337568385	7.49228584	5.290240074	8.202012372	7.460020053	7.35795514	7.583878999	6.891498173	6.71953257	6.046854802	6.401638999	8.213868512	7.159945319	7.193102305	7.070013577	9.11096565	6.144458393
CD5	10.64146768	10.98515908	8.959689025	9.360260379	9.616436732	9.714360013	11.72223133	10.45241595	6.403962142	6.311851831	5.80577826	8.171908059	8.115414358	7.486042578	7.557609208	7.832875777	5.774655301	5.452584453	5.909887085	5.298224513	6.949803371	8.295945215
FAM123A	5.889570887	6.938344609	4.943475982	5.768254914	5.312774069	5.119619015	6.501805346	5.55688919	6.152700603	6.432551922	5.2487056	8.857801091	8.425659661	8.593893411	7.056839995	8.108030406	5.879838481	5.37660874	5.798927516	5.595747312	5.421313079	8.867583929
CREM	8.13348775	8.142023643	8.322230128	8.373539466	9.032859396	7.986314221	8.686103615	9.103967027	8.479750965	9.554682854	9.490048934	6.989283387	7.185462713	7.130936016	7.539616368	7.28984138	6.795548349	9.059445865	7.458181014	7.842681382	8.310992906	7.829640293
PBX4	8.156304332	7.986338874	9.024498376	8.856453542	9.69386907	9.016574318	9.452459533	8.816063118	6.605260967	5.212794985	6.153173681	5.77874926	5.484839002	6.191917912	5.304182455	6.001425084	4.769996482	7.677972693	4.809058529	4.720460888	6.117369513	6.021359794
USP9X	7.802660143	9.183880978	6.679388609	9.494949562	6.764765458	8.795049343	7.392111309	7.885273365	7.26324807	6.547110462	6.345736404	6.819945486	6.078668537	6.262010255	7.394251169	6.685130717	8.304127684	7.23716454	7.875903415	7.964011566	7.605395559	5.540039672
KCNC1	3.322288724	4.323970466	3.319039816	4.079435004	3.255500733	3.68212379	3.770829046	3.591240574	4.378875719	3.924346966	3.77620929	5.11145466	5.408363711	6.010153222	4.018515488	4.668232611	3.433760682	4.647909273	3.371303291	3.583137941	3.624529857	4.753529661
LOC100134317 /// LOC284412	4.873960806	6.885964757	3.865225996	4.327543662	2.289441039	5.121416094	4.962410207	4.283699574	8.419581026	7.295662421	7.200624013	5.379848667	7.00118016	6.075500542	5.606195441	4.426818241	5.028646501	4.942799888	4.381692909	3.193351224	4.299696468	5.622444296
STXBP6	4.203044503	4.889035411	2.274858001	3.276546293	3.022071845	4.574868481	4.133207302	2.174086779	3.735224293	4.196071914	4.589593725	5.882353084	6.52146696	5.909029008	5.731608673	4.637986925	4.262965525	3.973955608	3.099267147	4.201999716	3.894947074	6.143666878
RASGEF1A	9.532942723	6.181765158	8.594410454	8.310434043	7.349203074	6.938619057	9.519096943	6.594822214	9.582505198	7.712605409	7.947790817	6.941364583	7.451860179	7.274452703	6.244798283	7.150133141	6.61432581	6.024596719	7.3299712	5.081169167	6.960863043	8.347513301
SGK2	3.443904972	5.75533271	3.187292681	3.619921601	3.051488116	4.731581521	3.346767827	2.419538892	3.994308175	6.074064374	4.125568452	5.036289809	5.382675898	6.46555008	4.112199689	5.661713977	4.274392132	4.188697631	4.646676305	3.410341105	3.99304027	5.197338592
LOC729887	5.550562109	5.351910961	4.948203678	6.292168228	4.8692463	5.305277452	6.910972452	6.397021404	5.648120259	4.070389328	3.96040359	6.436594956	4.86595592	5.307237246	7.256016789	7.927603169	5.472138428	5.145867629	5.994685313	5.291744746	5.299501108	5.239963154
GRIK3	5.501757586	5.267760499	4.34553831	4.107687869	5.613286075	4.5802259	4.78955538	4.30258714	5.738531421	5.76551353	5.56414949	6.021273487	6.430435825	7.403154794	5.18591939	6.680078166	5.030251462	5.343310099	4.124652099	4.803554258	4.672415912	6.214082052
LOC100288432	5.416079695	5.096247795	3.478065793	4.020976236	3.969165843	3.570017586	3.366951617	3.536011443	4.718895859	5.109552794	4.803657576	5.772971491	5.29530977	5.933159504	6.46224868	5.918690342	8.367945789	8.455171365	8.894738958	9.416092366	9.134150333	7.390349551
LRFN5	4.532737736	6.346578738	5.884402553	5.592706186	5.206916673	5.283304471	5.768757759	5.558532961	6.327611024	4.354635518	5.02594422	7.853203494	7.508062148	6.279754495	7.264226766	7.362778892	4.730558445	5.574467384	4.018159369	5.227362437	5.593772056	7.849636539
EDEM1	9.137036596	8.346379282	8.308459629	10.00770196	9.035600084	8.982137017	8.915010912	8.99816823	8.079963381	8.951908873	8.988667647	8.210582988	8.614525815	8.487049148	11.08907591	8.947064129	8.274115645	9.179339569	9.048711185	9.29620883	10.56907457	8.049734218
H2BFXP	6.431639673	7.445111437	5.294914771	7.279418673	6.150722133	6.137401056	4.924052365	4.839405373	6.512610111	6.635165238	5.257280973	4.589523817	4.967687386	4.838926562	4.300270184	5.296851984	3.36133558	4.339974675	4.474792941	3.773433762	3.980299551	4.565365644
PKHD1L1	4.834142337	5.059600437	3.212802766	4.573738063	2.989441808	4.228562189	3.812463998	4.314938163	3.64653711	3.708893509	3.439135508	6.257183076	7.765234706	6.505347118	9.657550096	8.305050537	4.155607579	4.126566821	4.12964708	4.643760007	4.191259952	6.123993067
