 	CD8+ T cells	CD4+ T cells	CD4Tcell-Th1-restimulated12hour	CD4Tcell-Th1-restimulated48hour	CD4Tcell-Th2-restimulated12hour	CD4Tcell-Th2-restimulated48hour	MemoryTcell-RO-unactivated	MemoryTcell-RO-activated	NKcell-control	NKcell-IL2stimulated	NKcell-IL15stimulated	Bcell-naive	Bcell-Memory_IgG_IgA	Bcell-Memory_IgM	PlasmaCell-FromPBMC	PlasmaCell-FromBoneMarrow	Monocyte-Day0	Monocyte-Day1	Monocyte-Day7	DendriticCell-Control	DendriticCell-LPSstimulated	Neutrophil-Resting
HPSE	7.34232584	7.538918342	7.598707614	8.068230111	8.502556032	8.36879599	8.336616645	8.111542594	7.044413246	6.465984257	6.827787275	8.305652689	7.95150766	8.129799461	5.711467374	7.114338392	10.20118662	10.52859102	6.257029482	4.808101839	5.193055474	9.559232527
BCL11A	7.26313772	7.358196968	5.671746267	6.018567414	4.430775902	5.616308681	6.540636945	3.320195821	8.205535471	7.870251272	7.416400653	11.86235253	11.29241539	11.4621987	8.412637587	8.593676832	9.618473144	9.880478275	9.324915024	7.286299	9.838604378	8.605486926
BCL11B	13.10631605	12.86619593	11.88817283	12.28076169	11.95423012	12.0979531	13.44585639	11.36690355	12.22356773	11.18069701	11.15300337	7.782300905	7.359079661	7.215222344	6.956831088	7.526751566	6.703830918	7.037290696	5.358545714	7.225798696	6.814076112	10.02970437
NRIP3	8.106044655	8.292189706	8.595512985	9.418246882	9.042251256	10.34213765	8.662483243	8.310311337	8.487391885	8.268892836	8.186539349	9.627658946	9.291175881	9.189634946	8.585870161	9.409144278	8.731272921	11.70963161	10.92502535	9.558469504	9.135602416	9.812786351
FAM38B	4.131980394	6.248964868	5.294657505	3.381237221	3.437671631	3.846092094	4.190772869	4.249622317	3.52453388	4.504633103	3.658497137	4.400469619	5.721393168	6.381811133	6.199312444	5.162814256	3.993236566	4.084291086	3.644615809	3.226559907	4.234935556	5.076704452
ARRB1	7.783035872	7.716913181	8.103458299	8.960148705	7.786088803	7.993463029	8.153150031	7.649062128	9.30100683	8.8053189	8.797895472	7.561062051	7.78136955	7.047729226	7.211216665	7.576363409	10.34952977	8.740658615	9.780065353	8.66798553	8.208930132	9.62316234
BANK1	7.287576183	8.582505825	6.846850561	8.275410638	6.73579744	7.44051762	7.939933723	7.136512697	8.48767325	7.92443486	7.603423587	11.63927242	11.73196036	12.02439778	9.365110716	9.299357433	8.374389276	7.990026886	7.431044144	7.799134808	7.099661653	9.066328723
TRDN	5.358536923	4.453341978	3.054240716	4.012955962	4.125899023	5.423152336	5.116780603	5.088608056	4.606057221	5.29385601	5.257909507	6.744057273	7.197172453	7.648012373	6.457769376	6.165489919	4.776779545	5.434639347	4.822377503	5.146913133	4.402460697	7.228508959
KIAA0748	10.49668579	10.49333978	9.448281529	9.725258883	10.10360254	9.913047964	11.17677529	9.832265027	9.725743286	9.802716035	9.829883114	5.869568287	6.379993439	5.739638864	5.94957384	5.7130909	4.710870705	5.574204972	4.244259168	4.823783322	5.040819388	6.284680691
DCDC2	6.400145097	6.93675963	6.528672892	6.095811925	6.325932024	5.587625021	6.34893466	6.238162677	7.036486849	6.52305065	6.192615021	8.534054375	7.980370962	7.116871553	5.756107044	7.481968913	6.410844214	6.353433571	6.554668147	6.308827431	5.749900705	7.637689937
CLEC4E	6.365167596	7.886724906	6.882924225	6.747212826	6.834846029	6.711320524	6.786448252	6.672797754	7.980458078	6.888621497	7.618730533	8.336292315	7.485650218	8.157152373	8.02691991	8.204424422	12.28970519	13.73675877	10.55591399	8.572955336	10.31083712	13.30811348
ENPP3	8.299757512	8.858764315	8.597011523	9.316812497	10.63423749	10.67726833	8.139283594	8.051653058	9.119105183	8.849446387	8.615849687	9.558471007	9.035959253	9.227999127	9.204811573	9.492815574	8.327791015	8.540465177	8.316653756	8.341812336	8.594832786	9.550574806
SLC16A10	5.595861664	5.714840793	4.127592012	5.168976251	4.911803414	4.905880355	4.092658491	3.650841134	5.094257186	4.726460689	4.465941824	5.701972758	5.62592797	5.304218969	5.128004635	5.634252011	5.356070429	9.725878453	8.607820685	7.32039893	5.452293414	5.39694722
TIAM2	7.06683726	6.00048833	9.462670969	9.124534067	8.811413229	7.885889533	7.274975998	7.353452686	5.360522304	6.777517032	6.218319437	6.67057937	8.781299053	7.331102804	9.492019397	10.90024228	6.998096755	8.808742741	6.605574583	6.751999223	9.453939346	8.61280585
DEPDC1	7.179707596	7.921184386	9.387245129	10.85092285	8.545160127	10.10792626	6.862583637	9.205562758	6.936402378	7.387279815	7.062639828	8.265208483	8.376503111	8.287322222	8.263633839	7.802920199	5.896485799	6.211450311	6.48036746	5.487443473	6.510255163	8.201876903
MCM10	5.722124437	7.622627806	10.71520699	10.27683705	10.09571392	8.984600742	5.867954105	9.663414598	6.744568142	9.407573269	8.913468393	7.624487383	7.851033762	7.931327007	8.10067285	6.44529632	5.066516194	4.599893011	5.750642232	5.270827916	4.223963073	7.115482766
SLC5A7	4.317358342	4.948040106	4.609489041	5.018278085	5.108120167	3.141868716	6.245064595	4.66749479	6.178689746	6.737911151	5.380273456	8.148148965	8.207511	7.7501442	6.701438161	6.692720104	4.898393798	5.078250454	4.479047281	5.024570864	4.013313367	7.915125277
C6orf48	8.076597841	7.536151357	5.193554929	6.570321245	5.466898973	6.488016844	8.362022703	7.449445822	5.908404631	5.120625655	4.897296906	6.825818329	6.225959323	6.149513425	6.542345765	6.273935434	5.041567897	5.382393465	4.759905932	4.793384382	5.433226548	4.992976845
IL22	4.119937123	6.932880079	9.381239023	8.769619688	9.007345961	6.334103415	3.094517599	9.530139689	5.381759231	6.154789761	5.201764534	6.309287945	6.848632329	5.944723772	6.844226617	6.463299573	5.536731595	5.256655308	4.149272917	4.40685409	4.074562522	6.033163073
MRPL37	9.487412487	10.13049291	11.42215099	11.81042744	10.96388469	10.93808065	9.544514365	11.36420434	9.282895556	9.673281158	9.832842293	7.654416104	7.330798142	8.276433853	10.89865756	8.171608415	8.963671354	9.211889105	10.12849329	9.55169032	9.402069809	5.762959998
RHBDD2	10.7492598	10.64330756	10.16411562	10.68588877	10.41465318	10.58451942	11.11409086	10.40545706	10.7879403	10.32668654	10.21009476	9.631666881	9.589159086	9.503159878	10.4429663	10.33957836	10.02746557	12.32995016	11.04916169	10.01529076	10.11222706	10.82289598
F11R	10.11017725	9.885622661	8.023349621	9.17778162	8.278794796	8.726815326	10.52505419	8.94837794	10.89831059	10.71202825	10.66715487	9.161005518	9.098052486	9.353860827	9.846910615	10.50625203	11.10093161	10.60030112	11.44934333	10.33317026	12.66448566	12.65223856
OSTC	11.64917286	11.48877808	11.91840897	12.3342798	12.23569804	12.01150542	11.6358567	11.88552174	11.44608612	11.9587778	11.93035752	10.59262789	11.09283542	10.73273218	14.21338095	12.71949166	11.28979615	11.61271019	12.01678267	11.75070482	11.00487084	10.15223464
FAM129B	6.482307816	6.164276762	8.881366372	7.935575646	7.259881329	7.046552903	7.598022715	7.818848431	7.268799288	8.783583683	8.50130445	7.089257516	6.438305329	6.647163381	5.980619444	6.773660132	9.183160608	11.6167356	10.74809017	11.27166115	9.872469939	6.732895968
CLPTM1L	11.27285326	10.65993288	12.13902671	12.3186329	11.86558185	11.81450276	11.29302708	11.74016415	11.42879446	11.79397779	11.66523205	9.860818952	10.57298533	10.13043671	14.27265236	13.77609928	10.87222142	11.0949089	11.61748373	11.41473729	11.16453238	9.834058251
SNX9	9.554928862	10.70853156	10.68078365	10.54414886	10.09736499	9.542595336	9.703613506	10.4914102	8.699935033	9.473792593	9.362177992	8.962346165	7.628059068	8.405870074	8.313768867	10.05474573	10.34228944	13.72528705	11.42084452	10.13548378	10.65454384	5.924731758
FARSB	10.29327564	9.491836398	11.67621142	11.20752686	11.18524051	9.929060117	10.1971491	11.42065222	9.094220232	10.24251581	10.33356871	8.298157511	8.550775639	8.776276746	11.0806641	8.046864804	8.643409486	7.600482247	9.59053372	8.977137269	7.501989738	8.259228226
FAM60A	9.606184488	9.686850653	10.43891813	10.42302064	10.24337355	9.445200432	10.09839447	10.36220795	9.169283035	9.267445908	9.264073473	8.719319386	9.151362262	9.009797132	8.913887703	8.790336277	8.770172451	10.12012845	7.901875034	8.550931439	12.08331649	8.587555517
SLC40A1	9.302939882	10.46384823	5.999086756	6.871013992	5.902588161	6.407024107	11.46178279	8.558387547	10.23424024	8.580027869	9.187676623	8.04686987	7.972577785	8.077913231	7.174263256	7.97575914	11.24683935	7.307288104	7.240392251	9.637665487	6.518862939	13.14708781
EGLN1	10.6858425	10.88956252	10.55852355	10.99586629	10.97003996	10.83606719	11.43966971	10.61588064	10.63796655	10.03490843	9.941334502	9.832103821	9.530621896	9.535152392	10.64189399	9.661032067	10.52074643	9.063787836	10.38215971	10.33309309	9.413616999	13.42230237
DNAJB11	10.94202784	10.30184635	12.20691133	12.06359057	12.06935768	11.48837877	10.6805582	11.47344211	11.55524986	12.6401092	12.44837123	9.776765056	10.2930221	10.4764951	13.82005411	12.85442049	10.65698677	11.54428606	11.23821732	11.39088583	10.6328409	9.780471527
XPO5	8.540140634	8.546516378	11.12791761	10.72066067	10.6826915	9.968718626	8.205174179	10.31901459	8.857121807	9.61461452	9.516204299	4.815106945	5.627606838	4.898486511	9.246269518	6.215552414	8.12268609	9.059769635	9.102780371	9.082581519	9.702759401	5.465256202
PSAT1	8.229670831	10.67558632	10.92456201	12.08585129	10.28739572	10.74711378	7.392294522	12.23049845	8.066624719	11.15885857	11.02014241	7.157071148	7.916494559	7.654986815	11.13377307	9.317717854	5.689734792	7.580374783	10.63876472	8.924859999	8.414848697	7.407964509
INO80B /// WBP1	9.391592136	7.776518572	5.916751304	8.167071857	6.791523246	8.728802588	9.047133003	6.266218094	8.634749349	6.355869052	6.789959599	5.79338686	5.577466594	5.763265492	9.074831864	7.787383487	7.097162167	5.802522827	5.932092676	6.294464525	6.267520193	6.804474387
RNF19A	10.28852266	10.74240292	11.50845564	11.55357602	11.2775658	10.58529089	10.65056084	11.83748116	11.0594217	10.93356025	10.68182594	9.471230726	9.548848874	9.635855945	9.9871593	9.2214681	9.215439972	9.863002634	9.635029555	9.628392376	11.17382202	9.836187042
ANKH	11.1932164	10.82962312	10.65816729	10.70114731	10.44549808	9.925432788	11.6516222	11.28372542	10.40026787	10.00519926	9.811093942	7.586102037	8.92523768	8.898268826	9.546670066	8.267155364	8.453149204	9.612574585	9.992991664	10.85928422	6.87535004	7.20739313
C1orf21	10.4947526	8.138776933	9.273336381	10.20191112	8.96672846	9.445681878	8.263256679	7.779294745	11.40030083	10.62494876	10.45034008	8.614471654	8.164861685	8.272313687	7.234325674	6.573753208	7.19692665	9.156315709	8.383453383	6.862713804	8.56135096	8.184845596
AIG1	7.99682088	8.094005527	5.075297297	6.475927939	5.851774023	5.157447996	8.486713033	7.905094124	7.217674219	7.14067642	6.851584569	7.3204576	7.578767043	7.473297841	8.948564834	9.39056129	6.80425904	6.45123447	5.705452687	8.201203373	6.22780845	7.720761381
DCUN1D5	9.81588679	10.08585129	11.88840384	11.86141678	11.30979862	10.75475113	10.19110858	11.69288571	9.953460232	10.36132732	10.16908047	9.260451829	9.572412701	9.472789317	10.979751	9.652584189	9.353566815	9.2549902	10.24114699	9.945106534	9.782985108	9.187459467
MRPS23	9.555177704	8.938676881	10.8443115	10.79619647	10.55681704	9.927121638	9.710784053	10.89653625	8.832339407	9.660701553	9.577874408	7.630883861	7.719855953	7.49440961	9.918911426	8.578684031	9.099281395	9.160841425	9.934417474	9.410615293	9.151780191	7.084387474
NEK6	7.482799891	7.118681572	8.278454105	7.443951925	8.429309094	7.770637467	7.875761636	8.669532339	8.403157991	9.190857791	8.966283852	7.40139764	9.180122991	8.712742787	7.186477448	9.090971163	9.374874656	10.9028337	12.11974663	11.68282118	11.70078496	9.508246403
RHOU	10.05303427	8.067185151	7.219260501	7.243450116	6.770340138	6.902230385	9.299068322	7.112411704	8.018208526	7.380951044	7.74565976	8.256739764	8.641588476	7.689669572	8.104139184	8.563231552	11.01253283	12.8343658	11.35030381	11.05243016	8.944710597	8.423525229
MTFP1	9.712483151	9.278660852	10.60517113	10.39662619	10.56198064	9.921964379	9.691240436	10.14605947	8.253333411	9.347346311	9.365262027	5.276996407	6.800984001	6.704495061	10.14963451	9.512311343	6.089007254	7.254863276	8.626971409	8.489676058	8.780326505	6.531883587
YPEL3	11.5569366	10.93127381	9.296960932	10.70372798	9.602505874	10.57833149	11.33534755	9.423580972	11.6739883	9.878693773	9.65908374	10.46143662	10.37371726	10.51908605	10.85627482	10.4254753	10.96508062	9.77340244	8.863740781	8.770500923	8.099332906	13.2726434
FAM198B	5.841916527	7.038955559	6.281438616	5.411686106	5.996863239	5.913767058	5.561865799	4.998090171	6.745001974	6.750834253	6.364295189	8.116817726	7.900841153	8.107247159	7.245825216	7.709004522	12.42990874	9.483919039	12.05262856	11.97575389	9.27285214	7.822493078
SELS	11.12095694	10.39205298	11.68267007	11.6162975	11.78351818	11.32054165	11.1840575	11.44544273	11.31681085	12.3079576	12.29402539	9.562589425	10.25221215	9.972232765	14.44348143	14.21733778	10.89342333	12.64130916	11.59866993	11.42691492	12.13179203	10.04897586
ZNF395	10.08969378	10.83376191	9.31629511	10.58228345	10.12689114	9.232784653	10.23022583	9.240257078	9.372685528	8.473722794	8.233562959	9.790703163	8.237660508	8.623194721	7.592758501	9.313150033	8.837662621	4.689690536	7.202972699	5.689862894	4.898280921	6.871343447
NFKBIZ	11.65478817	12.18673215	10.90657873	11.18085917	11.85044159	10.61485613	11.60442366	10.41694246	11.21189985	12.06544286	11.60295792	11.2654019	10.4426131	11.06548059	10.96506925	11.51609753	13.41182299	13.56126772	10.05617435	9.497840529	11.96234061	12.14023519
CNOT10	8.795270995	8.712042008	9.022581427	9.435234088	8.907403463	8.886109094	9.259163402	9.490242524	8.746907272	8.776840285	8.533118796	8.468843943	8.33034327	8.035001118	8.712612975	7.962773125	8.396196245	8.064305355	8.08901785	8.750202276	11.25563232	7.903515553
PARP9	9.938722452	10.09416568	10.1545422	10.92876534	10.60497662	10.79852067	10.08760604	10.50225368	11.34758345	11.12666886	11.04251108	9.152597036	8.838880878	8.906916143	8.271909619	8.666505412	10.3392352	9.124030817	10.02761911	9.466250859	12.34842973	11.49584743
SEH1L	8.088340391	8.596204668	9.800857039	9.745096682	9.345799227	8.663654162	8.19831243	10.24873287	7.485197362	8.212140318	8.137498401	7.18645811	7.604093569	7.437136169	8.461965039	7.508999026	7.642770754	8.25109259	8.871721489	8.547336073	8.32128475	6.662726759
UBE2T	7.015554436	9.553873082	11.12203818	11.86980151	10.57823681	10.93821839	6.357323267	11.06269154	7.205759045	9.131523122	9.185437521	5.374974869	5.608912711	6.03562391	9.092874278	6.148425737	4.4546475	5.146431209	6.082681303	5.819697984	5.650778917	5.252718409
SNX8	5.569141677	5.981837435	7.969144733	8.181922483	7.529032245	7.219820329	5.588164933	8.073864853	6.646339094	7.351232551	6.543413394	7.243180786	6.55601166	7.412442825	7.551533961	4.796299238	7.469154732	9.87988697	9.378281668	9.20199645	7.867051145	4.516897645
CLDN12	5.863696908	7.04162995	4.98547766	7.476054895	5.987927168	5.52623578	6.411477092	6.177253415	5.922174057	5.490563713	5.97094566	5.961464578	5.775636616	5.81269716	7.216467799	6.795344871	6.390392546	9.059064773	8.633724537	7.840342584	8.232338576	6.502387891
EPDR1	7.795859464	7.957665076	7.80882585	8.367743807	7.226572751	7.421708605	7.469215797	7.664003949	8.850570515	9.076039539	9.142655518	8.808304138	8.636710708	8.351820437	8.092131662	8.473849809	7.483685472	7.693493346	10.57031263	9.048366985	12.08760091	8.856397515
C1orf57	7.183163917	7.453245937	8.96978078	8.883880424	7.941789066	7.547526947	7.59093131	8.695200447	7.577696948	7.795908478	8.058509521	4.340735195	4.468322644	4.576688407	6.263510216	4.932923374	6.623821757	6.639224927	8.290394836	7.01503586	5.267167462	4.384947757
TCF19	8.347591474	9.840621636	10.43199322	11.19713968	10.19148534	10.81826847	8.134323634	11.05328401	8.95097064	10.32744845	10.1920209	8.313392281	8.591738314	8.777751747	9.750614879	8.388232597	7.232479289	7.335814614	8.01444782	7.656334282	8.256992541	7.631916225
GJB2	3.764977716	6.270996061	8.203984166	4.849849179	7.268312742	4.256054541	5.029232003	9.336952057	4.666259515	5.929355473	5.669135455	6.610594613	5.836265007	6.855609794	6.61899231	6.791009818	9.154982618	12.22739551	10.15114437	8.288375482	10.6205748	6.486968528
MS4A6A	7.539930369	8.21279304	5.373126158	6.58469197	6.257016906	5.871087941	8.220191277	7.124851955	7.607030646	6.228206858	6.033243112	8.341946366	7.955645549	8.18904989	7.842411109	7.17866983	14.04998253	8.79898474	9.645881754	13.03310462	7.289109001	10.99734943
TSHZ1	11.49400601	10.38815832	9.597059957	9.942289189	9.196943039	9.485498611	10.73979889	9.126277709	11.36632495	10.17201389	10.00433706	8.144495102	8.263737501	8.818927233	8.430095667	7.994670229	9.359169914	7.694686962	8.368688333	9.07026543	8.815432933	8.055287859
ST6GALNAC4	8.172352497	6.836180833	7.857194139	9.076414793	7.999203292	8.407349918	8.666266617	8.436746238	7.52891898	7.831470666	7.849048488	7.312615909	6.948083922	7.423771436	10.35352105	10.37885595	6.896317265	7.116221782	8.901616885	8.317753273	6.545952929	5.347346754
NT5C3	10.83680544	11.04283058	10.70342822	10.89910437	10.5499935	10.54266272	11.04954478	10.41005308	11.55663058	11.36258429	11.00289423	11.26801442	10.73421954	10.88886784	11.79640957	10.17835113	10.33888621	10.2393322	9.953823469	9.623968037	13.24107619	11.88578193
SEC11C	11.03176908	10.38394112	11.81525679	11.87767435	12.35190103	11.99985547	11.27972858	11.89607578	10.82807062	11.40948736	11.36714179	9.823087864	10.88695132	10.91228216	14.82935475	14.37198902	9.700406627	10.45635596	10.31876564	10.33530642	9.746050143	8.921574386
FERMT3	11.27592137	10.75871736	11.70851188	11.89366823	11.61549983	11.67820281	11.52449062	11.29926584	11.47699233	11.62660687	11.50713747	9.485543558	9.404223528	9.506528258	10.85393641	9.126261789	11.96249727	13.38027252	12.40940581	12.14667802	12.02613903	11.59625518
SLC37A3	8.715798155	8.604131879	9.424863318	8.94475793	10.11132306	9.894195795	8.993489447	10.22286814	8.967146988	8.541536522	8.548383961	6.788068549	5.261624836	4.913715207	7.480811739	7.1688526	7.792036491	7.722422761	6.283268968	6.473164553	6.945213611	8.737394732
EBPL	11.34837753	11.25208351	12.16670148	12.42186505	12.10507488	11.94297432	11.64877924	11.66510463	10.87461429	10.12898414	10.30590841	10.18782659	10.3407375	10.22005601	12.13851788	11.00277142	10.04056782	8.156835206	9.85653693	9.326292402	8.753523756	10.51354009
CDCA3	8.09235942	9.792575582	10.15178336	11.74804438	9.481290195	10.84838247	8.410461245	11.02930402	8.513508511	8.431294505	8.318737114	9.871676905	9.558917152	9.80214393	10.38073991	9.413352373	8.162216332	8.345055157	8.363506577	8.162716087	8.166283616	10.06389684
