 	Basophils	CD4+ Central Memory	CD4+ Effector Memory	CD8+ Central Memory	CD8+ Effector Memory	CD8+ Effector Memory RA	Colony Forming Unit-Granulocyte	Colony Forming Unit-Megakaryocytic	Colony Forming Unit-Monocyte	Common myeloid progenitor	Early B-cell	Eosinophill	Erythroid_CD34- CD71- GlyA+	Erythroid_CD34- CD71+ GlyA-	Erythroid_CD34- CD71+ GlyA+	Erythroid_CD34- CD71lo GlyA+	Erythroid_CD34+ CD71+ GlyA-	Granulocyte (Neutrophil)	Granulocyte (Neutrophilic Metamyelocyte)	Granulocyte/monocyte progenitor	Hematopoietic stem cell_CD133+ CD34dim	Hematopoietic stem cell_CD38- CD34+	Mature B-cell class able to switch	Mature B-cell class switched	Mature B-cells	Mature NK cell_CD56- CD16- CD3-	Mature NK cell_CD56- CD16+ CD3-	Mature NK cell_CD56+ CD16+ CD3-	Megakaryocyte	Megakaryocyte/ erythroid progenitor	Monocyte	Myeloid Dendritic Cell	Naive B-cells	Naive CD4+ T-cell	Naive CD8+ T-cell	NKT	Plasmacytoid Dendritic Cell	Pro B-cell
CCR1	11.26662199	9.072134754	9.164246221	9.52429837	11.63658292	10.52423179	10.83714162	10.29013858	14.4054928	10.0454833	9.929142602	12.83284713	10.00779056	11.0904798	9.503121569	10.72442414	9.140018271	14.32520246	15.68164101	12.32749826	9.167233211	9.141918255	8.817631352	9.24777924	9.707867221	12.93029796	11.12196962	9.819556169	12.09780122	9.349123827	16.40924515	12.62595064	8.838568205	8.727064351	8.839759577	10.72080384	10.90162279	10.0058932
CIITA	13.86461087	8.632864227	8.453886711	8.810883679	8.650931865	10.92235676	13.5473751	10.03965053	14.90909221	11.14522291	10.29193712	13.28868908	9.087609426	10.72955775	8.804031323	9.135174259	9.871696734	12.06968577	12.28547734	13.51860556	12.38054766	12.51150958	14.60129306	14.16594151	14.94964017	9.523745728	11.54673928	8.672987839	10.04281621	10.50890674	13.80711296	15.68205879	16.10549674	8.394858892	8.419999541	9.806106684	12.28245423	11.71678344
FGF13	9.020492332	8.625732702	8.095312224	8.360607729	8.072902975	8.2771985	8.302476502	8.685571797	8.37135463	8.751670547	8.948016614	8.68811217	8.893215086	9.674363622	9.437395343	8.980301074	8.956077712	10.00421494	9.818057498	10.22606858	11.87937534	11.44053682	8.213258532	8.654589008	9.440806787	7.931717702	7.641181107	7.727028564	9.916189143	11.32942203	8.176543346	7.81326846	7.962019892	8.413751039	8.343641471	7.810673993	8.80422291	8.336459958
FPR1	12.15987462	9.13938894	8.732220781	9.090382335	9.045590454	10.987517	11.27483023	10.99987537	14.84245094	9.429324217	10.6958544	12.26156361	9.94333849	11.27661142	9.983202504	9.546406468	9.317834083	14.53515253	15.6248431	12.91934129	8.771266412	8.538002553	9.504209915	8.930638704	9.561486807	8.591345756	12.58441041	8.884267592	12.3411367	9.631366485	17.00948993	12.02435705	8.860345521	8.714558303	8.764850701	12.00754871	9.271064561	10.75892043
SGCB	10.77167307	10.16785707	9.973686938	10.28930731	10.52288454	10.42878839	9.27896697	10.51390815	10.42389723	10.45265635	11.33111137	9.814453884	10.37676693	9.213094666	10.33353175	10.34183907	9.596226153	9.31030547	9.297676992	9.431270832	9.18126264	9.265178838	10.57290923	10.12975464	10.10453571	9.951338841	10.40476513	10.27082409	10.33267446	9.780702193	9.945095683	10.00391159	9.711375953	10.26376719	10.02497303	10.57634859	11.34349487	11.72854086
PTGS1	9.964170244	8.752047109	8.784756068	8.744545319	8.395818325	10.04735593	11.58983048	14.30460445	12.67818403	11.24889874	9.155221712	11.10503313	12.75301453	14.15011535	10.90045854	11.18500397	13.93564243	12.51082306	13.75221112	13.12231827	12.04422458	12.94889757	11.22886168	11.24581258	12.19231587	8.775569141	11.46205416	8.322080912	15.18845601	12.77385432	13.6352793	13.52212471	12.22405954	8.736934559	8.767816082	10.70999412	9.273076309	9.31553276
NPM3	10.0259839	10.75665248	10.40156934	11.098091	10.41287303	10.43338894	13.56270449	12.86790812	10.49725212	12.90414529	9.340210232	10.31332287	11.02041628	13.86441707	10.81909689	11.49875751	14.69690338	11.63308282	11.09285298	13.53853603	14.02699017	14.40430298	10.97520067	10.76695906	10.28175796	10.44815699	8.182846089	9.615803196	10.6661327	14.24870409	11.79085793	11.10852066	10.54636303	11.15765149	12.68149791	9.533336063	10.13453205	9.78885649
MYL5	9.973660844	9.383297643	9.216722306	10.05059306	9.350081384	9.510567916	9.131188725	9.298812196	10.09896391	11.1263154	10.50511872	9.720625966	9.24522997	9.496765563	9.417226136	9.752588909	9.727328523	9.240338386	8.839637228	9.184952762	9.527488941	10.44642794	10.0613394	9.51121877	10.2142029	9.685449492	9.990120534	9.313006246	9.593084252	9.828954112	9.132537226	9.854393187	10.07126367	9.662869268	9.637470401	10.28266327	10.56151309	10.04937576
CLCN4	12.98459626	8.807134986	8.667430557	8.50365683	8.776174401	8.96466521	14.23687343	12.93966607	10.21993263	9.305320128	9.690249217	11.87095131	12.90609916	13.91665363	14.11409886	13.83140071	11.39525696	10.7188237	11.7377103	9.754092465	9.72424977	11.47751485	12.2491913	11.96503746	13.78637855	9.171945442	9.77728429	9.024808862	15.05310373	9.958279688	11.02350094	10.25416943	15.45605755	8.458271023	8.58394152	9.620957416	10.18800392	11.92803826
CD40	8.828193006	8.082914753	7.99907383	8.228662277	7.798653962	8.355469748	8.758152359	8.64125287	7.925817131	8.161296783	8.500857234	9.493169555	8.306196036	8.044846638	8.271667917	8.136817039	7.921599137	7.791256576	8.18497388	8.324685647	7.664145338	7.769567399	11.3734685	12.36616447	12.39179588	7.946709168	8.093299981	8.167186668	8.529832638	7.778368819	7.90577725	8.07711922	13.21891517	7.902675366	7.982212501	8.098667738	8.325219194	8.344233563
LRRN2	10.23847047	8.440357341	9.087550648	9.078851247	9.22260777	9.71697167	7.658350238	9.939978777	8.944034759	10.08473216	10.70210803	9.163868908	9.553611275	8.391690002	8.771909809	10.2372047	8.187382669	8.010919216	7.929956204	8.526261206	8.045560991	7.929505955	8.51630063	8.051705008	8.044431904	9.045641599	10.79377866	9.454630329	10.10538062	8.597610022	8.687838879	8.819856573	7.847064441	8.699637208	7.989707692	10.05569194	11.38603684	10.44511632
CSF2RB	15.22217872	11.37887943	10.37469718	9.641754896	9.138644753	14.35242108	15.74191632	15.59300627	16.69139053	18.06437893	12.71703968	17.94152783	14.39979947	17.5595714	12.27464719	14.45716486	18.4115033	17.56278004	17.53978908	17.66467216	14.91788275	16.44867208	15.28512865	15.7153615	15.70339378	8.707895749	16.66358889	8.396606788	14.77212621	17.91306973	17.51206598	16.55986788	14.66711962	9.607002376	9.057169862	15.08973288	17.75473032	13.19363665
PTPN4	12.03379183	14.26201996	14.50466342	14.84049475	15.78134877	15.46834161	13.3911437	12.62872089	11.31428112	11.93766843	11.91249217	11.64203674	14.12426472	11.56538835	14.92894471	13.78404748	10.91225624	14.67708851	12.74811338	13.21012914	11.02369415	11.09520533	11.5628052	11.88201201	11.79708226	15.23355339	11.4989698	16.1083698	12.79543492	10.95612902	10.63022876	10.88105432	12.20905233	14.14979646	14.44439978	13.80451791	12.12111439	11.51673856
QPCT	12.09122779	9.142985377	9.067431139	9.44089476	9.194455533	9.454854893	11.77346987	10.3717644	12.82002985	9.4119949	9.94659696	11.4655187	11.52346041	12.24410579	9.449255684	9.687944844	9.597489033	12.90948236	14.22631292	11.6463665	8.981640972	9.260439092	8.986918924	9.263598073	9.5459807	8.941249848	9.325553033	9.202576429	11.99519715	9.248490471	15.25883387	12.19223868	8.685634734	9.106294886	9.175389372	9.635318036	10.08665556	10.16089402
RP2	12.02615602	11.39181919	11.1869702	12.19224943	11.13950286	12.6345408	15.1058196	11.34732445	14.26421527	13.72916969	11.02760181	13.37069321	12.94191992	14.04803367	12.05745656	11.3179332	13.63113769	16.15176969	15.65057331	13.922311	13.64228941	13.95272241	13.50837791	13.01016501	13.882743	11.2757448	14.31212889	11.01215098	11.93475668	13.43255682	15.48656358	14.60480633	14.30944838	10.5227379	11.47724907	14.37377206	11.47956594	11.95770512
MAFF	8.437453572	10.21890055	10.37716084	12.82282243	12.8391315	13.4311185	9.932499075	9.309269686	8.240535824	12.23443888	9.905574607	8.253955779	8.404178077	8.936815177	8.202062678	8.753323884	8.750800503	9.91137456	9.176872893	9.834656574	12.13172465	11.9725776	9.590180188	12.62554098	9.860904012	14.79880078	8.061299263	12.14753295	9.025005583	8.795780103	8.028743644	11.38411828	9.657265997	8.666105451	10.09197743	10.05045746	8.579620348	11.40077881
GLI3	10.23389761	8.805113549	8.806916582	9.800946026	9.096390273	9.801993932	7.965342487	9.597095034	9.246373793	11.16876064	11.05878024	9.578263915	9.263359434	8.53974082	9.514142772	9.744699697	8.848298639	8.387351537	8.468260737	9.080672732	8.411329661	8.212171777	8.669930686	8.52349173	8.608273201	9.510742064	10.34931887	9.386720915	9.99566856	9.021900947	8.475437736	9.489885393	8.482996691	8.838153422	8.45121651	10.82098244	10.82466024	10.3337313
IL6	10.82228885	8.838740915	8.61980466	8.941848011	8.578284238	8.967847573	8.990752887	9.406824505	10.31541397	11.28957531	9.89522728	9.572887754	9.283633021	8.764872544	8.79305967	8.837796066	8.399087592	8.346796407	8.864879533	9.160479799	8.241469784	8.335221941	13.20503454	10.17480993	11.60645691	8.591767298	9.445297255	8.620885709	10.51631101	8.584510168	8.785107449	10.40230867	12.31867927	8.576426537	8.438122632	10.52722161	10.26275052	9.441122327
APOH	10.23088443	8.394959993	8.726670541	9.107120207	8.844507595	9.563848803	7.470160219	9.429937934	9.936654065	10.39722202	10.87573612	9.612020247	8.531966787	8.128378163	9.001855419	9.817959994	8.511108465	7.813513213	7.678477241	8.293942146	8.072514467	7.710388002	8.074172384	7.732559631	7.764367908	9.220705565	11.10811559	9.587322797	10.15003279	8.769465213	8.567479664	9.508450884	7.544246954	8.397968698	8.210401902	11.19570645	11.55703497	10.04473642
HCAR3	7.927012755	8.158555231	7.948727125	8.202185982	7.919619093	8.32783741	8.121863209	8.347174972	8.421561674	7.822022536	7.939880948	8.343429212	9.138174674	8.512709772	9.055595165	9.262385147	7.909804964	10.40488151	9.18475845	8.043173248	8.080498337	8.014032147	7.944900078	8.097327835	8.5508459	8.158723377	11.57977293	7.354495081	8.586290438	7.966732152	8.896410777	8.614874833	8.136490199	8.373314019	7.95754044	11.0252391	8.024306566	8.302152163
DEPDC5	12.69645149	13.77557721	13.73692131	13.81740724	13.75466014	14.34530356	14.39239467	12.79789043	12.73861903	13.36762884	12.51221268	13.45669539	12.4506592	13.20160995	11.84195312	12.64024996	13.46406446	13.79543901	13.41362331	13.18081953	13.18770045	13.33214481	15.88574264	15.46603146	15.18867068	13.21775705	13.52518481	13.4222753	12.0515212	12.92165863	13.30656215	13.06496614	15.1129142	13.5026277	13.91108797	13.11873565	11.95178444	12.97521768
ESR1	13.46438633	11.86447933	12.37513092	12.41940154	12.70915584	12.62771541	10.85628315	12.75417279	12.96060764	13.53776929	13.16246411	13.08188563	12.14089621	11.24163962	12.45556898	12.56161517	12.07898012	11.91988322	11.86293775	12.9351951	11.73730722	11.25409477	11.37357218	11.3666554	11.22331405	12.72707997	12.93444369	12.81061943	13.46991709	12.08054472	12.56269887	13.01347273	10.74515134	11.60320493	11.64262375	13.37959335	13.60081402	13.04015452
COCH	11.19483473	10.2777277	9.678422861	10.9184213	10.03102366	9.612484847	10.12182994	10.62725625	10.58014917	10.84168477	10.9528438	10.6780836	10.73713908	12.76045575	10.30516453	10.39431287	11.09760253	9.659694423	9.604682565	9.633333914	10.01605182	9.873033116	10.61614105	14.25643056	14.9758362	9.838112047	9.980305562	9.844667824	10.76609319	10.25244802	9.824463032	9.537169053	10.06446385	10.17182868	10.06162933	10.47235809	10.05851093	10.37425487
SLC16A4	10.52557421	9.613134099	9.717013019	10.31533038	9.621925007	9.380106065	11.60029104	10.10256177	9.851988878	9.98673539	10.19959592	10.47801174	11.24605612	9.952453347	10.48668269	10.25955796	9.531449928	9.645813424	9.92104799	9.923555301	9.281246753	9.294810744	12.82578561	10.14694917	9.871199632	9.872324314	9.765869089	9.787985828	10.91551733	9.691519423	9.766262862	10.12896961	9.947755121	9.660445432	9.486400065	10.0238052	10.27198381	11.25845036
FCN1	11.23054735	8.457757686	8.549020717	8.524748128	8.576466479	11.63879172	11.07039857	9.274141919	15.51268046	8.655107377	10.34085353	11.8477486	10.22467424	12.4755334	9.450143038	9.650774417	8.331568716	14.43024553	15.61112003	12.29710787	8.247875978	8.116045995	8.281901992	8.434628027	9.158199536	8.227432883	13.01862011	8.328224649	11.60021014	8.636147483	17.02175563	12.55938011	8.281524295	8.229038841	8.351045455	12.61018919	9.2429557	12.16714359
AREG	12.86447	12.43918841	11.93480069	12.59192153	11.99467616	12.29701424	11.52676323	14.1293476	12.93795519	15.3841561	11.72557721	13.97668599	11.49530914	12.01234398	10.7030514	11.21601613	14.11424571	11.81812397	12.93025339	14.60903328	16.4692222	16.18922645	13.00665047	12.7984904	13.43978665	13.74695488	10.47115679	11.19274187	12.7775079	14.81634943	13.91429916	13.00696984	14.15167842	12.46317936	11.55969709	11.45523583	12.18793587	12.38966367
SCO2	8.574387315	8.978377754	9.027580585	8.006070077	8.994943394	10.56623557	8.538229109	8.332256244	13.17904898	8.638795977	8.687169881	8.588000115	9.015667969	9.621155673	8.367981825	8.496157226	8.948978354	11.84117072	11.944984	11.05494113	8.73210369	8.485956622	8.582992112	9.045003145	8.497096023	8.184704659	10.98156342	8.019875054	8.460812829	8.739416353	12.01859241	10.1499622	8.402264684	8.156886977	8.205288124	10.47358967	8.581185865	9.100758307
DOPEY2	11.22166285	10.64516827	10.95196949	10.85757005	10.55833697	10.85299891	14.0415951	9.777692106	11.99485748	9.904184886	9.792049601	11.13749137	8.440489688	11.66650587	8.037962579	8.72318419	10.18852187	13.09888409	12.21493931	10.964518	10.11928854	10.03354011	13.42300785	12.4645208	13.26181038	11.25100131	11.28301902	11.30538349	9.305356755	10.40449142	12.63451369	11.19477127	13.92771637	9.498490707	10.1075702	11.53098465	11.35993046	10.89698456
NR3C2	8.539706493	12.17002622	11.99051268	12.06469155	11.82505566	9.12281074	7.913575588	8.068260775	7.780465844	9.484443968	8.239942565	8.114592877	7.978754699	8.02562436	8.066844789	8.457570416	7.575753702	7.920565999	7.820847416	7.738281192	7.772555491	8.177187527	10.98622838	10.73805399	11.39906408	8.182143042	7.656602024	8.306350275	8.580048215	7.582009978	7.598282483	7.802504794	12.39332895	12.75712847	13.72111405	9.464379612	7.671510801	7.960950936
CD3EAP	9.924865845	10.03826834	10.05902447	10.65591878	9.650038429	9.713859877	12.89471688	10.69446907	10.65537641	11.3568678	9.555705129	10.79542521	11.05423075	13.76345364	11.52550217	11.55109332	13.65177291	11.71440422	11.59942989	12.69459701	12.59846227	12.74437089	10.36157889	10.15271135	10.23467846	9.613620009	9.377665081	8.697248454	10.0007113	13.05790727	12.06179353	12.04646882	10.49598661	10.65977557	10.93544342	9.556505021	11.38032325	9.269568233
POU2AF1	18.07120294	13.79019498	13.45951653	10.89528474	8.944001063	13.74300667	19.10915401	14.13673091	9.080988308	9.636450918	17.92419983	18.54241433	17.32129912	15.37351619	9.731412973	12.0205226	10.53714191	14.1213494	16.7391522	16.40239234	9.375340841	9.331683948	20.79952207	18.92638578	19.95013403	9.698148921	9.15352341	8.74995899	14.43360835	10.71095885	11.72163366	9.331138141	20.46337357	11.81049509	12.28650658	9.445435249	10.22825313	18.4919184
FYB	11.90651461	16.44319809	16.28725822	16.07002829	15.23981338	14.95914308	14.73282404	13.75294986	14.19512253	12.80411357	12.47107848	13.30986817	11.81109965	12.79809217	8.801604239	9.39332557	9.160828225	15.44344486	15.68716319	14.11692065	9.13157515	9.304790622	9.562887053	8.796206593	8.602030222	15.15043584	15.1945906	14.5692596	14.15265296	9.909341576	14.62470433	13.82071503	8.383984326	17.03565081	16.22855367	14.13277983	11.3196215	12.26788109
CDC14A	14.23006974	17.66729096	17.72428679	17.4043034	17.18304554	15.57968712	16.42866658	14.33499755	14.12167752	14.77126892	14.41203854	14.52620381	12.36775159	13.94398741	11.60256414	12.44369813	14.02394734	15.36499771	15.1815442	15.01691587	14.40874342	14.33923952	14.65306136	15.78913345	15.129053	14.42363333	14.46548429	15.38748354	14.49058317	14.32309879	14.72938077	14.91403901	14.70494712	17.16222072	16.76737532	16.23741612	15.27968721	14.1483126
IL2RB	9.553711036	11.08925925	11.62486491	12.98866178	13.36596498	14.54877392	12.57485461	11.82903671	8.401424276	8.590612472	11.00629944	10.18450402	10.80641192	11.69917403	10.55099783	9.568818101	8.61902441	15.60574111	13.35305698	14.02320978	8.622909713	8.47233346	8.974825086	9.023288186	9.302681477	17.47695584	10.48809997	16.30084588	13.03115653	8.551025406	9.207038301	8.547614007	8.552257949	10.10681369	11.12705695	11.32076818	8.390228984	11.2978132
CD79B	14.37868447	9.942846781	10.077747	9.884300149	10.026073	10.25454825	15.22754368	10.66591918	10.68097093	11.19680231	14.81498488	14.65987006	10.92974601	10.66657062	10.82682071	11.12831368	9.874841855	11.40629949	12.32120711	11.5877198	10.14689667	10.12892232	16.25404052	14.22823798	14.97880792	10.65700764	12.45731722	10.63614966	11.05419133	9.919494738	10.32395187	10.36239579	16.28372681	9.385794253	9.586228515	12.09659768	11.35724009	15.44851079
KMO	14.74169505	8.918325078	8.898766082	9.033384582	8.781755804	10.58095086	15.23085583	10.51568278	13.11510894	10.52122578	9.873992344	15.32933718	11.07558468	10.90830752	10.10070335	9.964071482	9.991676695	13.66391938	13.53579361	13.10636581	9.554574209	9.618614141	16.44745171	13.64102468	15.52352669	9.044530412	13.97374399	9.322034783	11.08275189	9.492967446	12.72825001	12.71095791	16.91806091	8.65479605	9.410648604	12.63317636	13.74731833	14.34925149
SPI1	9.607646603	8.239455534	8.431684889	8.368149724	8.589722742	9.066994436	9.104659654	8.769229153	12.1755962	10.23446463	10.75843869	9.229324368	9.078663152	9.502276328	8.55114017	9.082732527	8.929593452	11.11682349	11.75393767	10.25274382	9.036798334	8.767182319	9.330374339	9.066324067	8.773843798	8.655837338	12.31590709	8.542515407	9.613791031	8.884705072	11.64291012	11.08767625	9.05472111	8.381216477	8.002088537	11.66663323	9.563992535	10.53417222
ACVR2A	9.979291415	13.17335379	12.14702782	12.81652199	10.29553703	10.81373279	10.23511593	9.500222641	10.20842579	10.39636098	9.248431779	9.629983526	8.789528793	9.300633024	8.57679786	9.334689852	9.845917988	10.96431365	11.24458304	10.12982109	10.6985097	10.3160289	9.173762875	9.050444153	9.572036937	13.17094614	10.83549668	11.34953472	10.22173806	9.745907783	11.36006632	10.71557227	10.24302905	11.43347919	11.00218071	10.2619784	10.65896211	9.360578053
STIL	11.17255681	10.5990196	10.72584186	10.80657364	10.31279881	10.84957024	14.77736099	13.0713501	12.21693664	12.32066463	11.0190305	11.15024284	14.12567389	15.24811569	15.44014171	14.86930592	14.44990853	13.17610238	11.20410574	12.38125741	12.64882467	13.16435731	11.34892266	11.23029139	11.41235797	11.00117393	9.999907195	10.18007055	12.70632578	14.04820567	10.48711158	10.80974831	10.65924254	10.85143397	10.83116594	10.66006139	10.91663	12.76587854
EHD2	8.147535214	7.841478016	7.741867389	7.545917486	7.983216094	8.032919746	8.021085383	12.90879909	8.413017153	9.516086385	8.15158439	8.185965907	9.283730037	12.79367967	9.433367567	12.200601	14.62338728	8.184804713	8.494701581	9.891084953	15.64149009	15.53277362	7.558928714	7.984183942	8.077148681	7.951786771	7.660086892	7.482251168	11.1241089	13.73715755	8.345376173	8.02698575	7.666632515	7.863677759	7.989411133	8.059495771	8.048280367	8.304614292
AGTR1	7.783723833	7.708241744	7.76422707	7.723776502	7.665436824	7.704610441	9.839993648	11.07848861	7.591922868	7.780141158	7.858947587	7.935387922	12.12215921	11.83700733	12.78010835	12.24113441	12.55769788	8.293837929	8.276376525	9.112288253	8.083615131	9.419580115	8.015559176	8.359211818	8.14479759	7.630267131	7.628300201	7.514038705	9.693927339	12.41146453	7.775720217	7.658084156	7.916147661	7.869278136	7.706763407	7.983616752	7.877336114	8.248666375
INPP4B	9.740272462	14.14724327	14.29806447	13.83746725	12.84612312	10.48724486	11.39205731	10.99500245	9.386826382	11.33299256	12.34378482	9.450203345	9.976984739	10.68443785	9.655768745	8.966758214	10.78252599	8.939394101	9.220370302	9.205942304	12.27232453	12.91398216	8.91954912	9.217162642	8.487540826	12.67935085	8.748368319	8.367216197	11.45201475	10.94964128	8.445478107	8.826168068	8.235790718	13.60409166	12.27679927	12.24709813	9.563891983	9.770841631
ANK1	8.492385872	8.004809225	8.216051439	7.833951266	8.295624976	7.903612355	12.3360319	10.12761656	9.743137528	8.411976996	9.172452411	8.34359206	16.69134445	13.25967557	18.63749856	17.20202489	12.6348813	8.443450712	8.48086882	8.918369323	9.651772742	11.29605818	8.909357808	8.248807637	8.748818095	8.120350733	7.671041119	7.429382581	11.28873369	11.83366416	8.066700851	7.964557437	9.005425499	7.824037476	7.463232764	8.377119974	8.537032477	10.55810235
PRSS2	10.29100337	8.732638769	9.38079918	9.409733846	9.364474084	9.692703761	8.209944253	11.14067837	10.94607932	10.75946659	11.25726326	9.708888615	9.57955919	8.436166419	9.537158069	9.728667492	9.446957627	8.824433637	8.622629286	9.445205581	13.95433133	13.5374065	8.845238621	8.654120827	8.508691671	10.40976505	10.13145252	9.777701432	10.2794584	10.23404228	8.826010631	9.599870055	8.492657998	8.974766076	8.670735307	10.880363	10.89033091	10.44170733
IL1R2	10.72558841	8.916362345	9.266212183	8.580852222	9.126021697	8.921062172	7.711911537	9.736487057	12.78283063	10.32844061	10.72200829	9.995443547	7.981811755	8.457076057	9.443680327	10.7077036	8.685990367	11.00086521	9.818555106	9.372972372	8.423208758	7.860203084	8.009659929	7.839186197	7.666124984	9.807995958	11.61040562	9.61791029	9.858017377	9.063986608	10.84528334	12.42475881	7.716329204	8.017758692	8.141911503	11.06795481	11.17393825	10.48907759
MPPED2	9.608632672	8.264694012	8.235814214	8.30167507	10.32412581	8.489165941	9.427425776	10.3196113	8.125163453	8.578550126	14.00774872	9.352980756	9.038894704	9.501775281	8.530710891	9.207839222	11.06956706	8.551851784	8.903834745	8.472938914	14.10111467	14.60052221	7.976556568	8.270322075	8.489919406	8.56956387	8.210192003	8.49529175	9.554671289	12.16637745	8.458251492	8.860173832	9.694582441	8.430537625	9.025799379	10.50527913	9.481454604	13.09070325
GPR183	15.41669329	16.66559255	16.27435252	16.17698833	14.52597282	13.17460534	15.79389339	12.59511435	15.35422133	13.93286835	13.00296448	15.78403883	9.687339558	11.91748666	10.00355648	10.67108526	10.77635969	11.10168014	14.63202585	14.94413653	10.23208955	9.351836874	17.20986742	16.20155601	16.21424336	14.27809854	11.26918467	11.44363162	13.39699912	10.6711282	14.61384845	15.96242494	14.93509213	15.19697798	12.55266434	13.13033884	16.78724126	13.2600783
MFAP3L	9.831112312	9.583625772	9.35160431	9.212891927	9.307434776	10.17673421	10.0725313	13.76243483	11.04126115	9.241693237	10.89791107	10.49799159	13.26674309	13.04062537	14.36093865	13.71206733	9.554238308	11.76145734	13.42764609	11.17271367	9.338968457	11.00952465	8.516745247	8.846586279	8.791013063	9.022949837	8.325934454	8.664954568	15.24849278	9.929548557	10.0180328	8.529468506	8.537922313	10.06522578	9.252495964	8.526713687	9.749258985	10.32271969
FOXO4	10.58268937	11.33872396	11.31293515	11.34318338	11.36716351	12.22613235	12.8971966	11.10125726	11.95324658	10.84065724	10.55605232	10.77514345	17.3837556	12.37328474	19.1813975	17.64659734	11.94076806	13.08683782	12.79761882	11.51824652	12.59268945	14.08459077	11.33703097	11.62967967	11.69493014	11.34791476	11.07276626	12.39303251	12.03004311	12.16493379	13.04734238	10.69398047	12.51276686	11.92143816	11.52944274	10.95035887	10.09353138	12.04095197
HPCA	8.689981403	7.869756824	8.017603576	8.018650523	7.900228678	8.18492921	7.606058517	8.201530851	8.452178289	9.19202452	9.356776315	8.165041579	8.48183261	7.876413883	8.619500931	9.037192559	8.151808785	7.77340613	7.842386884	8.399779554	7.877522882	7.597834267	7.817539903	7.74290037	7.908495646	8.18452454	9.047088773	8.433085596	8.82794636	8.110380891	8.080181966	8.123295302	7.772572421	8.02258921	7.756578244	9.037734702	9.234291508	8.682674363
CD3E	8.034041101	13.41450698	13.62347046	12.99060745	13.84890129	13.6966843	13.61165431	8.486850547	7.476068703	7.795053851	7.876297015	7.988262599	8.495660141	8.575945684	8.922394001	8.557340521	7.603169689	11.752863	8.841724768	9.094237031	7.815511638	7.710348767	8.033676045	7.945464043	8.544490863	10.35757211	7.59878784	10.72797951	8.422672432	7.728621631	7.69538571	7.52734685	8.054492574	13.90767795	13.79033998	10.24455386	7.631120178	8.611530816
NPAS2	9.558612894	10.03501879	9.272467711	9.8312266	8.988559393	9.215868538	11.32477889	9.79887808	8.828401845	9.226652557	9.754558358	9.308085612	10.01700828	8.88946256	10.75396159	9.77884921	8.854106798	9.028972072	9.04953023	8.876722716	8.840770308	9.162973221	8.768619124	9.013569291	9.161642394	8.637764549	8.916398235	8.719189543	9.539393356	8.837151082	9.131739669	8.718439171	8.953576954	12.85142824	13.20738753	9.056220035	8.77152879	9.729243259
PDGFA	10.81264044	9.704179274	9.589549856	10.13538765	9.640004763	10.7994002	12.55243388	14.86246763	12.33059417	10.61223424	10.81471174	10.55029874	13.22632755	14.32207489	10.79697158	11.45323387	11.76182093	12.73506184	14.10086635	12.78155748	11.75735178	13.21645943	9.657921879	9.393264732	10.81970922	10.85649531	9.424074077	9.231828838	17.13567724	11.24864689	10.96994744	9.35982226	9.702007029	9.732410057	9.713882325	9.897821609	10.14744395	10.35536961
PPP1R1A	10.56472963	8.829241678	8.999999839	9.224040462	9.367033841	9.215869688	8.589714641	9.650087701	9.546422547	10.68181496	11.19854162	10.14680012	9.077545799	8.785699328	9.185708776	9.982250588	9.322656064	8.693280419	8.47849442	9.173171622	8.725457266	9.038959658	8.810946269	8.809190363	8.566668962	10.22809654	9.933020304	9.285889004	10.38603676	9.59716789	8.664339446	9.778620673	8.690056252	8.956580424	8.729883076	11.42221257	11.34138239	11.14422907
PLAU	8.391867029	7.882345332	7.740569032	7.909357152	7.673159683	7.989692399	7.475375302	7.911102213	8.157410368	9.095457248	8.902723592	8.044364674	8.089677634	7.603812653	8.034237222	8.162352166	7.531342262	7.652229928	7.460972509	7.811084008	7.673386875	7.664437397	7.731524684	7.583516207	7.679113166	8.192423052	8.622510728	8.13543705	8.229128507	7.926127806	7.752797447	8.144217454	7.647881899	7.701949254	7.77509638	8.761784037	9.546589484	8.317603522
SIT1	13.41437903	14.36358102	14.72815105	14.85203112	14.66344294	14.12743488	14.61609834	10.26018621	8.591507248	11.03975625	8.91917364	13.81518563	8.921784324	9.358781058	8.430189397	8.945820187	8.491329667	9.450923942	11.45570958	9.949560698	8.25020794	8.211435022	14.0053205	13.7172003	13.07706869	8.366846454	8.873741739	8.615015507	10.54159962	8.352390247	8.440144664	8.705246476	12.59747148	13.81206575	13.89014269	13.39303352	14.40530982	12.49854115
GZMA	11.63849103	11.09470042	14.31811276	15.78690755	17.9077433	17.50371921	16.7961371	14.08364219	8.745436356	9.32705223	12.05646978	13.18180619	12.85339718	14.2492445	12.20312258	10.49179509	8.784760553	18.30638836	15.89672567	15.96029712	8.340449706	7.971552005	8.303503126	8.334076517	8.997247094	17.89154633	12.99949775	18.63069531	15.68973557	8.565764604	11.19028932	9.635904376	8.271764857	9.224344816	11.19438861	16.92296318	10.03733909	12.74067916
