 	Basophils	CD4+ Central Memory	CD4+ Effector Memory	CD8+ Central Memory	CD8+ Effector Memory	CD8+ Effector Memory RA	Colony Forming Unit-Granulocyte	Colony Forming Unit-Megakaryocytic	Colony Forming Unit-Monocyte	Common myeloid progenitor	Early B-cell	Eosinophill	Erythroid_CD34- CD71- GlyA+	Erythroid_CD34- CD71+ GlyA-	Erythroid_CD34- CD71+ GlyA+	Erythroid_CD34- CD71lo GlyA+	Erythroid_CD34+ CD71+ GlyA-	Granulocyte (Neutrophil)	Granulocyte (Neutrophilic Metamyelocyte)	Granulocyte/monocyte progenitor	Hematopoietic stem cell_CD133+ CD34dim	Hematopoietic stem cell_CD38- CD34+	Mature B-cell class able to switch	Mature B-cell class switched	Mature B-cells	Mature NK cell_CD56- CD16- CD3-	Mature NK cell_CD56- CD16+ CD3-	Mature NK cell_CD56+ CD16+ CD3-	Megakaryocyte	Megakaryocyte/ erythroid progenitor	Monocyte	Myeloid Dendritic Cell	Naive B-cells	Naive CD4+ T-cell	Naive CD8+ T-cell	NKT	Plasmacytoid Dendritic Cell	Pro B-cell
SMOX	8.944442833	8.910886906	8.587300407	8.582319789	8.48792684	8.915260998	9.440017973	12.2157471	9.788776043	8.517043929	9.7543587	8.758119704	16.13385695	10.5271899	17.90979567	16.5210755	9.079401669	9.257820427	10.21406438	9.266021534	10.21547961	10.84559059	8.449630992	8.908853989	9.161122564	8.746617456	7.92352689	8.143867795	12.82827084	9.765673771	9.204063199	8.948532346	8.674087082	8.865937745	8.643981222	8.418171382	8.498708242	10.38424093
RORA	9.658369249	15.11440095	16.08812688	14.9966359	16.51737678	14.54975203	11.56144144	10.41246254	8.584767103	10.79878141	10.68956959	9.76822347	11.19666455	9.323498144	12.41524728	11.42439645	8.57393929	12.86143025	11.14917925	11.13238598	9.625508146	9.176311629	11.18173626	11.24232796	10.26089945	13.6040329	10.08808275	15.21335668	11.43241889	8.827191557	8.62307906	8.892416259	9.353130353	15.08834781	14.55935622	13.52858677	9.644283168	10.75075592
SCN3A	15.76993987	8.523175577	8.443892256	8.65213071	8.3008372	8.856742659	16.63925398	13.10947845	8.659101318	10.62099827	15.64739106	15.97910794	9.445821653	10.58855933	8.515669632	10.53611056	14.41151966	10.64823541	12.44415767	14.26137664	16.45003243	16.56687224	13.57635587	14.70672449	16.62123924	8.56537338	8.688969816	8.353485074	11.36357867	14.47296343	9.017048062	8.383382559	17.61475091	8.523015069	8.352301191	8.838688572	10.70923287	13.99574213
ICOS	9.252453442	13.93857152	13.52362788	12.60711378	11.18533227	9.763934173	12.78789513	9.225025165	8.263110962	11.38180643	9.904258726	8.707458141	9.401734202	8.639064422	8.999501257	9.193778519	8.485836607	8.832226872	9.356781728	8.673150076	8.634541698	8.587109252	8.666205272	8.652575959	9.099281376	8.564872038	8.531538832	8.541236927	9.19122764	8.433077502	8.098963717	8.533140853	8.550022481	13.86099282	12.28881695	10.43335253	9.170764119	9.963310763
P2RX5	15.83932565	12.03987106	11.80969098	11.4105956	11.82009746	10.00104374	16.37114222	10.42080368	8.643777257	10.06940625	10.0555729	16.12312883	10.54100582	12.15135246	9.275957802	9.558413524	11.99932631	10.7473889	12.99728746	11.95961649	8.69778479	8.946721945	17.93588737	16.65115938	18.01783184	8.709586101	8.915742795	10.64387718	10.93478852	11.22113688	8.892939116	9.709245085	18.15291446	11.06059714	12.38058267	10.7376531	8.70082435	13.99449709
IGHV5-78	10.24884075	7.854049886	7.871965156	7.956115387	7.932452984	8.165561253	9.89412725	7.864302458	9.039183404	10.26004185	10.92307243	9.773588453	7.520762904	7.864898602	7.628092712	8.420713671	7.822989158	7.471196181	8.021096039	7.948561679	7.756426381	7.499807877	9.426508713	9.06309952	9.40916149	8.787538322	9.33422227	8.402440761	8.421908771	8.192336718	7.532612533	8.275442595	10.64020577	7.382849312	7.473361479	8.835698392	9.706310081	10.93598574
KLF1	10.93330434	8.329559506	9.605615764	8.374581192	9.445113661	8.783683251	12.15344064	12.36956904	10.89582868	10.88406011	11.12084012	9.275422965	16.2392461	14.02037392	18.08329963	17.05017582	13.19670726	9.46232118	8.599459707	11.40944631	9.204409774	10.43496043	7.859408606	7.991062906	7.653768947	10.87082005	10.59921232	9.62183854	12.86864034	13.97940827	8.542374497	10.34315931	7.858766705	8.44979199	7.899222149	11.75736405	12.64089183	12.56080588
NRP1	8.878178351	7.597392547	7.77932256	7.751453939	8.022698921	7.82111882	7.203183678	7.924518939	8.704901953	10.12374426	8.994137023	9.542305406	7.881557385	7.736459315	7.912311563	8.49669665	7.677462786	7.305500705	8.401308759	8.265605718	7.50406204	8.269638442	7.376530918	7.621872664	7.355612983	8.578205853	9.658370241	8.510023535	8.491282569	7.889123588	8.26137814	8.287806041	7.425676423	7.595613519	7.390508852	9.67462668	12.6812175	8.294871917
VEGFA	10.41155776	8.462856719	8.135596334	8.610794224	8.288999393	11.55613376	11.66898032	11.5939787	13.85582438	11.73688041	11.33372797	11.44752828	11.45487886	14.23988965	10.92947988	11.90151806	13.36440124	13.00306844	14.49473189	12.43977146	10.72320203	11.45900647	11.58398716	9.786861573	9.340007192	8.278500618	7.231398998	7.772336992	11.91078261	12.92467627	15.15226385	13.17073584	7.844264896	8.501490147	9.026599564	8.310452232	8.943360887	11.37867867
BIRC3	15.35486987	15.80069641	15.38415025	14.94901764	13.79769835	11.91823359	16.33048152	11.70488144	11.36372569	12.50063679	10.77928957	14.96757247	9.660441408	11.09849745	9.593629762	9.627447103	9.714311913	12.05293883	13.58996051	13.45506365	11.33856708	11.45548603	15.94402662	15.70343192	16.1035619	10.91769356	12.22437588	10.4640337	11.60969832	10.03799907	12.42440803	12.02768922	17.13768541	14.41986819	13.53043008	12.09383295	9.935276335	13.38912192
GBX2	11.22043621	9.326261978	9.965312485	10.02962647	10.06136531	10.22318538	8.50383852	10.29465649	10.11333724	11.59173543	12.06127885	10.42936784	9.704237376	9.098356319	9.337042828	10.81024961	9.425080141	8.802175953	8.863446855	9.603845463	8.891400529	8.703326814	8.86250281	8.792943989	8.756139633	10.64722619	11.81804058	10.83555598	11.0005074	10.01435994	9.475412195	10.79896105	8.878627439	8.815156569	8.898209522	12.65057309	12.61408178	10.88752168
TRIM10	12.34033664	8.092577127	7.774637018	7.731796491	8.122314255	8.336895466	16.0978317	13.81025678	12.61881915	9.174392952	14.50225647	8.892121347	19.07657467	16.48047547	20.24912963	19.34645798	12.82885341	12.72941273	11.6842709	12.50525898	12.30968244	14.44339352	8.144904857	8.837778185	9.44061109	8.172778205	7.602731324	7.568849146	15.66754849	13.57109558	8.499723113	8.002224565	8.255987051	8.024999658	7.898362055	9.525808981	8.446698935	15.2274229
LST1	13.98529788	9.58908759	10.57370062	9.826368262	11.08521791	12.0251784	13.59442812	14.69781724	17.3656308	13.60754457	13.45708155	15.0964913	12.44040843	14.65398581	8.763426481	11.24599243	13.69907713	16.84002682	16.63033725	15.65072123	15.97145792	15.95064027	9.532275224	10.64540814	11.38237956	11.74220325	17.13927474	8.91465417	14.37464387	13.69889838	17.67518333	17.09509178	11.50379595	9.70019524	9.352094099	16.72342164	11.96209842	12.74746869
TNFSF11	9.083866735	8.641449936	8.511562589	9.95121441	8.563094848	8.676644577	9.204555295	8.642748769	8.516924114	10.83139388	9.21036367	11.1290326	9.157502588	8.765972105	10.20846305	9.395231285	7.997182578	10.34319919	9.789787572	9.818202527	8.379978356	7.86978969	8.359307117	8.250681017	8.517804995	11.82544232	8.717477152	8.68226495	9.538284806	8.239243643	8.107025635	8.51232146	8.220910286	8.443738	8.161207266	9.058087476	8.703674063	8.839113225
PCLO	9.106793005	8.42361625	8.401119618	8.341973505	8.463019945	8.493781246	8.446022542	8.934155993	8.475132104	8.7434694	10.98663258	9.483106057	8.74280575	9.096509797	8.697872087	8.933571982	9.189440609	8.140005501	8.31186079	9.401597721	10.071896	10.55229998	8.778434787	8.496304675	8.90806264	8.311383241	8.366788655	8.274913683	8.861455758	9.493469671	8.315659789	8.281591896	8.489512995	8.592099204	8.33535488	8.539421533	8.62899204	10.38456329
AGPAT2	8.654808078	8.440453771	8.435788353	8.941922694	8.463112754	8.95612922	8.732068966	8.688805473	9.047565355	9.146215912	9.458947534	8.444857186	9.15609694	8.860473536	9.603427569	9.488028535	8.986943081	9.187359725	9.015822136	8.85641713	8.679833585	8.862115024	8.62487302	8.781713306	8.733154336	8.841560995	8.843599407	8.436726822	8.573057066	8.840236355	8.931090444	8.90751413	8.588875189	8.503364855	8.51803656	9.63909139	10.02324796	8.617699853
KLRC4	8.021626673	7.743394331	7.745136758	11.61012014	10.05451868	11.30086574	8.765521509	8.483387737	7.776216384	8.266786767	9.194373703	8.227497203	8.276352904	8.437768673	7.966075883	8.272588674	7.654837279	9.376090382	10.37536926	8.230929698	7.766826408	7.392182089	7.608346551	7.84798949	7.832467569	14.52862195	8.242960989	12.67938487	9.113910071	8.138976684	7.53948388	8.042927164	7.550333712	8.039361624	11.36491914	8.513012669	8.643456331	8.597951476
EPB42	10.41336782	8.38894955	8.347418996	8.308622901	8.603557466	8.904522148	12.15248963	10.68069114	11.89056493	10.40146445	12.08014855	9.158675096	17.86358107	13.57732136	19.6687058	18.30145806	8.90780999	8.706167232	9.136699142	10.17369729	10.58427241	13.20892255	7.993199124	7.879748387	7.874357203	9.342719532	9.037847457	8.327100742	12.181301	12.03206042	8.075884703	9.035156013	7.707645438	8.341196037	8.262917868	10.24769373	10.69476724	13.57832377
DLC1	9.749293946	8.743336055	8.867156195	8.815879438	8.855425689	8.698973504	9.450500371	12.77683298	10.14950722	12.19306779	9.704972744	9.734021795	10.35189124	13.10264458	11.72393704	11.73799395	12.78086894	9.562369946	9.108251102	11.93033546	9.391676341	10.72321111	8.772029509	8.989948341	9.360664429	8.858760649	11.02349455	8.862801423	11.38164857	13.09083303	8.954040282	9.006662899	8.774626542	9.145779985	8.828911832	9.841242518	9.392329568	9.667262796
NCR3	8.351656878	8.152000361	8.496623641	9.011820907	11.31522794	10.09619198	9.42912335	8.240307704	7.723208375	7.839045561	8.32742471	8.294488748	8.963317377	8.97257185	9.183393069	8.729211331	8.117288661	9.888994747	8.84212335	8.502841541	8.208811956	7.991327936	10.16011027	9.726972904	9.885365876	9.795222804	7.656976096	11.32090593	8.50484796	7.971945392	8.03773342	7.62325937	9.824654149	8.881511235	8.821332828	10.13524582	7.975183188	8.45803935
TNFRSF25	7.839042832	11.58011447	11.33912467	9.957513218	9.858005051	8.986036551	10.64414988	8.089079433	8.596703	8.103934995	8.237086428	8.051642521	9.143447295	8.545267874	9.566239315	9.24991115	8.313119303	8.480013426	8.679347203	8.506741517	8.548262889	8.740886099	8.430436264	8.968042916	9.131925798	8.134209333	7.957958565	8.143185076	7.939388149	8.350627732	7.973929876	8.002595427	8.769039966	12.0569918	11.09389963	8.304634915	8.301484241	8.17927533
FASLG	8.633406885	8.434832006	8.6534807	8.328161946	9.589913959	11.2443151	9.594209747	8.792842679	8.356232572	8.328314972	8.639659264	8.826866154	9.503690177	9.103904595	9.368272023	9.213930081	8.356286881	12.02606896	10.64317699	9.33394305	8.309559802	8.086570884	8.201710563	8.332093262	8.36078704	9.588823362	8.720285629	12.14253826	9.89951141	8.233211003	8.67838944	8.343751806	8.296592758	8.400792181	8.250513196	8.650298261	8.406210738	9.224498201
ANXA2P1	8.617770617	7.992657897	8.038549519	8.156917613	8.233294423	8.225994554	7.923806758	8.242696312	8.857191256	9.659656234	9.15966478	8.232197119	7.787335817	7.9477454	8.08561919	8.4902454	7.902526814	8.192423532	8.196786667	8.150023903	7.856817231	7.772860387	7.963016481	7.831521132	7.749367121	8.7857813	9.399264217	8.498770877	8.501716478	8.037504694	8.612475988	9.179386026	7.638181097	7.828853377	7.730052898	9.354995955	9.865980903	9.018613406
FCGR2B	14.44491641	11.78463541	11.86760206	12.24217322	12.2360761	12.62131302	13.37524979	12.96577499	14.31135581	13.37978349	13.64786391	14.86871877	11.58379968	11.45479269	11.78276631	12.87834981	12.04734277	11.73232873	13.20242717	13.28886372	10.79124614	11.83347747	15.74813903	14.22626071	14.74664963	12.89314103	14.06721297	13.58417828	13.35745152	11.61950893	13.56268399	14.14374048	15.39096082	10.53540746	10.73961311	13.75036101	13.64280053	13.52248548
KIR2DL1	8.756866488	7.971394532	7.75195883	7.954912167	8.247542155	10.46910828	7.989917326	8.467495056	7.543138164	8.016590442	9.011856124	8.406570171	8.423640593	8.287447611	8.354532602	8.159531967	8.162016025	11.19833653	8.793556487	8.953838529	7.826928625	7.723850336	7.907845806	8.141112188	7.997817148	9.627324646	7.99859806	12.43109601	8.53064567	7.932901282	7.891268686	7.798238975	8.142125985	8.344093104	7.991825044	8.252241216	8.293348754	8.992426792
TRBC1	10.91389448	16.69919352	17.10542567	16.38930146	17.0187833	16.7641524	16.18784138	12.87572778	8.461040938	13.25934973	10.99916244	10.82191628	10.63869582	11.5762022	10.3694704	9.523365671	9.385995577	14.54405933	13.43678499	12.6463939	11.47725478	10.85727736	12.23829778	11.65283769	11.45397035	13.09992615	9.215733045	15.01050477	13.16820811	10.03785309	9.01900377	8.286620027	12.54564697	17.36792969	16.81064615	14.80838147	8.822668642	11.98729203
ST3GAL6	13.41498264	10.05079651	10.28680929	9.900497955	10.05207065	11.337246	12.81614626	14.22764396	15.22606884	14.86644165	14.89783807	14.19067328	12.50349138	14.08046825	10.46376694	11.43002055	13.84264615	14.76006536	15.64304312	15.54525517	15.69569199	15.35540606	9.43499677	9.472305563	10.11321376	9.76627111	13.14801509	9.597134755	14.78143223	14.51389933	16.01945819	16.05046015	9.333844048	9.807937485	9.736989714	12.1115563	13.19354461	12.03368739
MAST4	9.241909183	12.15067759	11.05385577	10.14544028	9.665901298	8.809460664	9.553217294	9.848092881	9.150442672	10.19729117	9.370133108	8.873303052	8.682686015	9.217182571	8.719295027	8.848368795	10.08733053	8.358669964	8.228747071	8.995056928	11.1559762	10.42502223	10.16406613	9.462727379	9.006991672	9.333058738	8.416237937	8.700655027	9.763458819	10.24125129	8.274059076	8.414641043	8.58335342	12.08072688	11.0134598	9.209819657	9.113060167	9.033119265
GYG2	8.666929957	7.80118146	7.916210035	8.053717927	7.696495302	7.972794755	8.594788505	13.86804654	8.314582802	12.50718137	7.960110572	8.309773767	9.774625091	13.16306078	8.807015215	11.69094211	14.31472767	8.309923515	8.091381091	12.55586867	14.05773802	14.40784576	7.815758323	8.418884101	8.641205464	7.869993587	7.49399111	7.456954727	8.798410914	14.28784072	8.142117235	7.946335889	8.006816595	8.079522837	7.899902311	7.996518594	8.191640748	8.076523073
CLIP2	8.307240598	8.069625913	8.060421046	8.190073494	8.266387083	8.528875241	7.973182125	8.812431522	8.409884157	9.450315315	9.167023395	8.057486433	8.821866433	8.621493651	8.523795692	8.884320879	8.405076112	8.058444885	8.349056311	8.488635962	8.250573495	8.50026359	8.013616799	8.34033222	8.181046231	8.090372214	8.303765962	8.27468253	8.676624386	8.640106632	8.233949897	8.219325955	8.126707409	8.201040852	8.042369397	8.662837666	9.096523941	8.611994919
MLLT11	13.15469796	15.43502842	15.15848528	15.08352444	14.98309512	15.45178527	15.89690897	16.45063682	11.42213065	16.86813514	14.93593002	14.32740192	13.44120185	16.28098628	11.94545825	14.32200781	17.53413515	14.92892443	13.85465638	16.8009986	16.6641173	16.98559272	14.44478896	14.08772849	13.79375852	13.36121558	12.0652222	15.19825948	15.37883683	17.71085681	11.97469399	10.93845764	13.95658923	15.80447804	16.03991897	13.76239915	11.10537855	15.16001921
IGKC	15.33271466	9.713156609	10.58670419	10.20037789	10.492877	12.2166107	16.62965615	12.6828186	10.17308424	12.82462201	12.88771749	15.94516882	16.18135917	12.21049216	10.54804593	12.48634238	9.840935814	10.79471132	13.82442392	13.92702976	8.646345377	8.510800285	17.54146078	16.82443347	17.09296169	11.16234737	11.46362315	11.24680242	12.94129444	9.772473787	11.23363542	10.65084902	17.74409455	9.195671913	9.52710133	11.44132223	14.81241626	14.91075535
ACSL6	8.159552073	9.969421593	11.40394209	10.54513208	10.16887713	8.515322761	8.370159082	7.796377757	8.220347615	8.01804426	9.095441072	7.921069483	15.00259257	8.713746554	16.85973424	15.27376533	7.310837238	7.390947752	7.668587474	7.726408582	7.769092334	8.321080893	7.388354056	7.553723275	7.44006542	8.816041244	7.713730447	7.27123694	8.680123405	8.152545257	7.224537349	7.762808603	7.360824066	10.67326611	9.783094756	8.738290272	8.875847485	9.479715698
HESX1	10.18622165	8.65749786	9.427279249	8.722625921	9.051318121	9.554326367	7.724520065	9.513633371	8.867580097	10.22980316	11.00673427	9.838206129	8.201094145	8.614605311	8.292511168	9.831465028	9.383886204	7.685980902	8.056345272	9.657452123	10.57023347	10.56897792	8.142644286	8.115373003	7.749172161	9.585715868	10.09848475	9.421797756	9.626290341	9.747628546	8.135905123	9.879941758	7.967903501	8.155284235	8.110551593	11.46460215	10.56098327	10.48549298
ITK	8.9358058	16.39454494	17.04474659	16.49051287	16.22762901	15.49260201	15.58726922	11.32730108	7.498906706	13.34179535	10.60651475	9.750755974	10.00110463	9.889344192	8.841634397	8.574710575	7.55279169	14.14309634	12.75431873	12.0237329	7.768256077	7.619465443	9.352121762	8.158431657	8.007921967	13.78107546	9.039557998	14.954911	11.86189342	7.831020038	7.908951786	8.059873145	7.870204236	17.66581235	16.67040756	13.76540075	8.107248234	10.98619042
KIR2DL2	8.57966425	7.750432949	7.713030964	7.621227424	8.346890225	10.66825826	7.529029591	8.024254916	8.580439202	8.167477219	9.243053534	8.013243516	7.910589373	8.376174152	7.632931304	8.089303513	7.653188107	11.03146473	8.487918931	9.038697638	7.376769754	7.583776006	7.551884605	7.553682713	7.627361429	9.88143082	8.640295196	12.33817189	8.723405864	7.72369298	7.778344516	7.949324724	7.799698395	7.641215695	7.868681336	8.48731232	8.327194325	8.90401073
KIR2DL5A	8.195561179	7.545704026	7.769753996	8.076185769	8.026041246	10.88150231	7.712254114	8.581998507	8.090141239	8.013709161	8.68354375	7.985494931	8.136662722	8.448692683	7.874065558	7.91453049	7.700292054	11.16988774	9.065285093	8.466686844	7.661171696	7.376870076	7.555889276	7.910383797	7.846440972	10.21042086	8.26827726	12.29321901	8.559408368	7.772140639	7.722995999	7.962930338	7.825964086	7.799752328	7.830208371	8.613389644	8.674632268	9.247313658
PADI4	11.09290815	9.388364814	10.07039188	11.03708947	10.77869262	10.33414925	7.347275301	10.99746942	10.90507007	11.9899791	11.57950049	10.25666825	8.068512331	9.212508596	9.056768663	11.35572418	9.186163434	8.01733894	8.416241167	9.831394232	8.986070878	7.642522278	7.824735932	7.674401518	7.481597715	10.69000933	12.13728747	11.11525823	11.27595325	10.44672076	9.51065979	11.13068012	7.810462405	9.013586946	8.247721766	13.07515727	13.37110026	11.46924235
ADRA1A	11.28972976	9.519733922	9.672450789	9.801733505	10.45991346	9.91310431	7.89928978	10.76396418	9.828236807	10.76474554	10.89158616	10.35396848	8.912175484	8.987749335	10.24635559	10.62744697	8.629770773	8.324945267	8.177085464	9.558574599	9.123036903	8.078121634	8.409464301	8.209114824	8.02474527	10.23526207	11.07138869	11.0188853	10.90185144	9.581529359	9.416138444	10.67633085	8.270515014	8.713979159	8.465353681	12.07484979	11.96745653	10.91526743
KIR2DS2	9.019411544	7.954753207	8.120356703	8.278519199	8.263580019	12.13969587	7.934606436	8.663750803	8.491322842	8.320189445	10.22153221	8.638307657	8.257744734	8.629280235	8.531247739	8.304770874	7.677582631	12.02056585	8.523543117	10.77405191	7.550772276	7.391137212	7.721223918	7.8010503	7.851140117	10.63953801	8.843212449	12.69380009	8.905407128	7.897106266	8.061685166	8.191805348	7.674856337	8.089905528	7.90681086	8.295217996	9.346152602	9.265476485
ALAS2	11.1319666	7.965781666	7.914084061	7.631076227	7.912105269	7.822565195	12.57225747	11.72741585	12.49639903	11.19017327	13.13422763	8.662333464	18.55696011	12.81399845	19.49275765	18.90404072	10.69824324	10.54563198	10.9691325	11.56605673	11.76200916	14.46773949	8.194359897	8.341014193	8.371796695	8.050062763	7.880921015	7.815597692	12.66064648	12.55380698	8.812421867	8.213162546	8.128749898	7.93397624	7.892224315	8.388173375	8.481596541	13.42881405
MRPS11	10.04535855	8.555631747	9.065522701	8.852099421	9.284581608	9.402423363	7.703112047	9.460279144	9.238601016	9.337781387	10.5025625	9.128548361	8.22216741	8.512675723	9.125641747	9.423671057	8.390528426	8.136574193	7.993193469	8.712107121	8.118160546	7.803812776	8.00003945	8.22329603	7.824494262	8.917600726	9.731146074	9.888067059	9.698092721	8.665337708	8.894229115	9.345011071	7.829805413	8.438318823	8.238392538	10.63975526	10.26621098	10.37324676
