"","Adipose","Adrenal Gland","Artery","Bladder","Brain","Breast","Cervix","Colon","EBV-transformed lymphocytes","Esophagus","Fallopian Tube","Heart","Kidney","Liver","Lung","Minor Salivary Gland","Muscle","Nerve","Ovary","Pancreas","Pituitary","Prostate","Skin","Small Intestine","Spleen","Stomach","Testis","Thyroid","Transformed fibroblasts","Uterus","Vagina","Whole Blood"
"SPRR3",1.30463272562029,1.9725,1.73422760034392,12.42,0.644729834991746,1.734,8.36005088127196,1.64817767530806,1.713,67.6310529662457,5.906,0.801326400184042,1.454,1.832,1.401,5.25,0.81945,1.4225,2.845,1.554,2.135,2.279,1.38102498936907,1.773,2.26,2.3315,2.15,1.544,1.637,3.074,4323,1.484
"C3",565.562639961373,440.55,209.444954329269,394,16.6059017219073,378.05,118.108354031109,151.450024598227,1.487,182.590376732109,632.6,93.7911704748918,18.07,1660,319.7,225.9,24.055,200.95,221.4,77.76,24.93,48.4,72.1809476571601,214.2,4.4795,59.61,20.78,183.2,161.8,146.6,106,1.156
"ZFP36",1125.23239164925,143.1,827.808171539067,947.4,35.5857672569008,672.1,664.390411713304,480.483301891146,223.75,554.67955741692,1868,151.286900290209,188.4,176.7,1410,308.3,150.7,1095,473.8,58.56,393.8,464.35,710.52073054831,291,376.2,329.15,72.8,556.9,228,411.2,984.3,578.1
"CALD1",221.189491200642,81.12,1007.48672639102,736.3,22.8442566646401,190.85,376.289709639688,576.28294622308,1.4665,508.948065609962,432.4,62.6460902177031,57.77,55.04,189.6,69.31,20.73,285.7,382.3,16.09,67.03,322.55,74.3740963461586,93.12,139.3,78.56,57.33,159.95,342.8,631.8,224.8,0.9073
"C7",250.271396103894,658.35,264.414061247754,175.9,1.37511805733136,58.995,186.343548060775,142.155733381517,0.43755,169.336549991614,708.9,184.419459604433,247.5,49.61,345.6,5.31,1.7635,110.45,1350,84.49,29.25,137.45,13.055584655218,144.7,193.55,45.38,34.55,193,2.14,293.4,114.5,0.4305
"IGLV2-14",9.71102516101984,2.191,7.68513387343361,7.167,0.282320084306307,21.45,16.929545727653,37.8956719957375,9.66,4.30182855180514,78.76,0.816532273316386,6.152,18,183.4,683,0.506,4.139,5.137,3.1775,2.997,11.09,1.47811036880927,439.3,1524,157.8,0.7116,7.9385,0.3545,6.036,14.95,76.85
"PNLIPRP2",0.177975795591743,0.42455,0.353867530208168,0.834,0.084478857880335,0.2664,0.974931239309359,1.11308253506577,0.28825,0.397314952317579,0.7092,0.0900993551048455,0.2498,0.3362,0.1479,0.2082,0.0687549999999999,3.4195,0.6587,4124.5,0.3266,0.4832,0.216909544707412,24.87,0.5815,2.6485,1.208,0.234,0.2595,0.4,0.4023,0.0542499999999999
"SERPINA3",22.8272050396181,21.945,84.3220793969492,112,6.09158611292744,104.9,38.0362088323136,26.4114538104056,0.37685,39.4215514034216,108.8,33.5670435530724,32.59,1722,101.5,682.4,12.5,124.95,125,731.85,59.14,95.305,13.5339602311276,34.25,7.321,55.185,7.559,35.185,4.145,11.27,20.52,0.4865
"AMY2A",0.313314204598427,0.5025,0.393456093356527,0.6392,0.897539029250936,0.39025,0.991674069721248,0.408032350480627,0.5553,0.40331026960896,0.6554,0.128511389397555,0.2768,0.3713,0.3195,0.3164,0.1911,1.0115,0.8261,4089,0.5093,0.5119,0.254841974114669,0.4843,0.71305,0.50075,0.56,0.45925,0.3615,0.7386,0.4945,0.0944799999999999
"MMP2",416.258894452832,57.115,282.553023780604,291.3,1.90269076724924,368.65,749.6787128992,134.998602934001,0.6588,150.683576847293,266.7,77.1164515323117,26.51,5.22,358.3,124.4,23.415,224.3,363.4,20.945,17.27,136.05,324.410509971636,153.8,63.09,77.98,57.36,161.9,1143,347.4,317.6,0.6755
"SFN",1.91227342466328,0.8915,2.98324314791857,38.3,1.42633713479458,18.265,2.93967397128239,15.8957272705261,2.783,25.212503561756,3.274,0.726894090556801,9.794,1.257,81.75,115.6,0.8508,1.485,1.335,1.028,1.922,116.8,1655.64570744622,46.06,1.4145,35.155,1.217,2.777,2.691,1.921,1037,1.546
"HLA-A",979.005612228828,939,845.324841858733,692,182.438910135546,972.3,1050.49769376827,724.118259320505,2885,471.435099845612,798.9,292.07405207558,632.5,262.4,1934,482.3,153.45,755.75,650.4,119.2,805.4,709.35,1008.91088715787,1450,2536.5,512.3,280.5,1093,737.1,1094,871.8,3151
"REG3A",0.106144303425191,1.6695,0.204923753614573,0.368,0.0382426927780335,0.173,0.268530232197877,0.320594572531631,0.16375,0.225830641333427,0.2558,0.0534447426894302,0.1803,0.1906,0.1129,0.3026,0.0337000000000001,0.10935,0.4123,728.95,0.2828,0.332,0.101716734011062,2158,0.4042,6.4505,0.8336,0.14545,0.1428,0.2547,0.2715,0.1017
"TIMP2",387.902764196913,135.05,940.452468041708,274.7,62.2259681335399,328.2,753.116526141683,208.193881363677,0.9631,187.137451544743,363.2,74.2448204197471,71.13,17.5,275.6,97.48,21.6,656.05,907.5,30.89,115.2,221.7,210.184753237538,101.7,152.05,63.645,193.2,203.6,569.2,613.8,408.9,56.38
"HSPB7",129.434466303964,75.67,505.484194779385,72.29,2.54216388062898,58.415,68.343611097202,72.9835218139824,1.028,80.0332411918355,124.4,1291.21995031806,8.9,1.117,22.34,6.794,955.7,22.86,25.93,2.528,7.145,28.69,11.6607093008251,8.762,4.586,14.015,39.49,27.07,9.578,169.8,25.57,0.755
"KRT2",1.40242367204455,0.54965,1.36905160080502,0.3668,0.647389463454039,1.215,0.341096633356448,0.868544246198093,1.0415,1.106236876379,0.3195,0.77685528954949,0.4089,0.5814,1.182,1.173,1.1765,2.0075,0.8828,0.51775,0.7128,0.7303,3886.19899156192,1.252,0.94705,0.6773,0.6598,1.1855,0.7015,0.8352,2.845,0.9341
"PERP",33.7064086301075,12.605,34.6309179213529,119.8,5.56216729587239,76.35,29.5479491946677,54.0346640763801,1.871,178.604484483629,25.97,29.892808224569,14.39,41.51,42.64,354.2,2.6895,41.935,13.47,22.695,25.68,84.42,1963.82365620938,44.63,1.7645,36.455,5.237,34.38,60.77,35.6,807.3,1.038
"CD24P4",1.72107772766601,0.95915,1.10228976515047,60.75,3.25220149659399,65.865,69.1898853112042,46.6437960284442,20.175,26.441928935903,8.808,0.499117020115508,292.1,5.407,21.95,775.8,0.3821,1.1055,1.171,417.2,7.593,50.73,62.3036239089043,47.47,23.35,237,5.029,723.7,1.734,7.496,413.8,18.94
"RARRES2",208.252335709784,1312.5,134.40415772982,151.8,20.945743337002,207.6,400.459088824752,189.603974250276,1.9855,107.333741342106,349,20.9035266566825,104.8,542.7,283.4,29.68,4.132,349.7,546.1,176.8,76.45,181.05,34.6882683805197,88.96,96.235,60.395,20.68,71.23,31.71,376,268.2,0.5288
"LCP1",42.0889748079483,21.965,19.5899823838349,20.49,3.80926954099163,22.21,12.5489351980146,10.8974114831757,1195,8.91255877632273,16.2,3.87059236643758,5.176,12.82,120.6,15.73,1.627,14.55,5.147,3.013,4.615,69.155,17.7746238311184,36.94,306.7,10.345,34.99,10.445,0.7916,10.63,10.53,1194
"MYBPC1",0.718018017949754,0.41935,0.871054929560422,0.238,9.77161713043096,8.004,0.230730831660603,0.938320174790533,0.53455,0.539226949090539,0.2032,1.84115504680755,0.2631,0.2171,0.7546,11.1,3587,1.8665,0.3948,0.40325,0.3546,56.025,2.77783787370501,1.912,0.4869,0.94285,4.06,0.57815,0.4485,0.4016,0.9387,0.5966
"H19",444.168462494818,728.3,62.4040043532217,156.6,1.16749091264929,200.1,340.547727265165,64.0051997920166,1.0425,124.681025113427,535.7,269.363218652242,170.6,185.3,48.85,53.97,875.1,183.45,274.6,54.67,11.81,42.17,33.0050040435228,14.35,75.385,13.105,64.7,33.47,5.527,264.1,134.6,2.758
"LHB",0.50124816069829,1.1705,0.415412997525058,0.45,0.266975932463834,0.80985,0.709075978416408,0.352758572325454,0.56915,0.385432400402213,0.6176,0.17368309180971,0.8889,0.269,1.106,0.8762,0.1737,0.44395,0.4322,4.5165,3585,0.8656,0.881327645573732,1.477,1.2175,2.377,8.688,0.7045,0.4105,0.919,0.7698,0.22
"FABP3",18.083312081502,54.335,92.0065785934861,9.565,53.5400907362046,12.265,58.6764032093088,12.1804495370985,15.395,15.0906673893725,38.97,2136.11628134737,88.62,1.977,21.11,8.205,819.25,10.495,23.28,0.9445,9.012,46.565,8.3505507859163,4.647,29.84,41.55,24.91,8.086,8.454,69.17,29.65,1.205
"CTRC",0.380199768149524,0.36895,0.387262139278078,0.6742,0.175162569432985,0.3964,0.810263606494922,0.350283377665592,0.36415,0.370931171655588,0.7205,0.100880447641795,0.2644,0.3613,0.4884,0.3569,0.084055,0.3664,0.5027,3543.5,0.4761,0.6135,0.399548641526974,0.4224,0.9419,0.44205,0.7395,0.4346,0.3737,0.6099,0.5315,0.8062
"S100A14",1.08714961131204,0.7054,0.980486561231705,12.69,1.23698661122365,14.575,2.93582723198059,23.5219350786189,1.026,26.2928352928358,5.196,2.23170651514026,15.64,5.686,79.56,154.6,0.5355,1.328,1.408,7.742,3.496,16.415,682.51798074374,157.1,1.6735,42.04,1.106,128.05,1.497,1.491,1633,0.5515
"DSTN",216.544754016271,146.55,1975.69905710278,660,114.530069139551,232.7,418.718244778566,628.575571317694,32.29,776.832168955589,489.1,189.428569285178,121.9,46.68,365.3,190,35.395,243.25,222.6,106,129.3,352.2,198.896273101826,122.2,65.13,170.75,87.4,271.05,233.2,640.8,273.4,11.79
"CTGF",334.086369463158,68.865,1174.98362725366,186.3,11.3890408115283,338.8,229.059035901657,180.60864516867,0.9954,225.921142726831,520.4,95.9089521148588,206.7,38.38,436.9,185.9,27.125,568.45,99.87,54.045,72.29,250.6,189.715599781455,189.7,552.65,183,57.8,396,538.2,493.1,158.9,0.8941
"TIMP1",303.266856558515,472.7,1080.21912998616,213.1,18.0446870121995,171.15,424.847296574723,116.880653628999,59.565,104.52991087691,404.5,127.306722349221,152.6,69.63,666.1,346.8,13.345,358.7,703.7,33.52,308.6,371.6,77.6455135401887,82.88,169.4,69.29,218.9,244.55,1317,314.5,262.7,297
"RPS18",3176.69861692389,1819,2490.50258985171,2700,818.735908842201,3804,4626.83064729037,2486.71401089434,8409.5,2681.36343676664,3639,757.241399555577,1244,818.8,2465,2582,1200.5,3072,7929,2180,1642,2971.5,6312.68228532288,2171,3220,2043,1135,2504,6618,4033,4150,697.1
"SPRR1B",0.456656076429848,0.56165,0.563547698740759,1.626,0.231125851399474,0.50835,2.09223382039586,0.484539248386515,0.43075,20.4881002724054,1.902,0.284475496068337,0.3808,0.5048,0.5545,3.053,0.31035,0.5083,0.7691,0.46065,0.695,0.74075,528.205442148888,0.5935,0.64365,0.7066,0.6169,0.4798,1.661,0.7485,2157,0.2966
"ACTC1",1.93278519499809,0.9303,110.004725713909,206.2,1.49381717560816,1.4015,3.48106906887185,2.60663201616134,0.7277,4.64782817030553,3.345,2852.53465021892,0.972,0.3019,1.652,2.635,55.96,3.152,1.213,0.49305,3.966,13.495,3.17404695709092,0.8297,1.539,2.5925,1.233,3.2785,0.6813,4.67,16.34,0.5174
"SERPINF1",526.371951282963,41.98,242.643619188008,202.6,7.53527793077074,507.6,753.176133273919,99.9766086774556,2.3655,107.662762729803,826.8,103.688738649389,15.15,285.7,160.6,111.4,178.2,498.1,493.4,49.275,61.28,230.95,154.259846708671,119.7,136.9,52.87,287.8,241,403.3,442.9,343.2,2.837
"C11orf96",282.803726191183,95.5,1014.6291860617,99.53,12.494246676896,132.85,382.429295959503,78.0648695692341,1.2165,61.0180985679633,645.7,44.7626048209671,66.05,29.47,259.9,14.77,24.61,179.55,724,12.905,97.5,84.455,47.9155905617013,66.66,42.655,60.3,81.53,108,0.8995,299.7,113.2,0.6663
"AMBP",0.131560113294915,0.2007,0.243659600456403,0.3147,0.166460734598769,0.4968,0.339498540499392,0.236886211419628,0.2344,0.176597561955126,0.4517,0.0759637912123252,4.788,3299,0.5306,0.171,0.0374950000000001,0.13365,0.436,55.465,0.3205,0.461,0.251215984552627,0.6513,0.2823,2.673,2.387,0.8179,0.2495,0.3219,0.2886,0.2879
"GSN",709.7885058159,56.675,614.427040502609,467.4,39.4777316377958,515.15,344.143376004813,273.653326941437,5.903,331.503028889061,396.5,282.918579878105,36.59,8.516,151.4,188.9,77.26,754.3,136.6,21.525,113.4,152.45,230.267118285328,113.2,66.7,109.6,46.39,400.85,78.31,445.4,322.3,35.44
"CSF3R",16.6913933877465,5.788,6.17312865714456,13.32,4.07243731233459,13.825,5.27891328177098,4.14018987976125,0.4905,3.24091362002035,7.9,4.54403544360965,4.677,8.315,184.7,5.201,1.634,12.11,2.68,1.2325,6.003,6.9835,1.32963494994388,6.205,383.5,3.4315,1.32,6.7515,0.1809,5.666,5.183,2277
"KLHL41",1.35890440671088,0.86585,2.03076475404654,5.382,2.20967984282017,1.663,1.96419095201372,1.68238839469604,0.84935,2.53815010362343,2.42,54.1034717599536,0.7556,0.4969,3.072,7.476,3335.5,3.2715,2.509,0.7293,10.61,3.858,1.46324481121954,1.061,1.42,1.1015,10.19,3.817,1.045,2.617,1.603,0.5316
"MT1G",17.6726554083772,6.0165,4.89945916482678,2.265,40.2103991567031,13.245,3.24574916828585,11.4035801283339,1.136,8.86926603655498,11.85,0.813150297134796,374,1220,11.79,12.96,2.3545,7.4625,1.324,171.3,9.649,92.535,22.0542577412503,32.39,1.566,239.9,2.335,529.6,7.172,1.188,10.24,0.9485
"TTR",0.361183551178899,0.2515,0.366116095097151,0.6654,4.80396334150481,0.309,0.427446766082715,1.15440177311475,0.1721,0.691233607676909,0.3579,0.264025830432274,1.467,2726,0.3377,0.5507,0.09287,0.2823,0.2365,234.65,3.652,0.6672,0.48490439086158,1.158,0.4378,10.21,2.529,0.53715,0.1135,0.53,0.629,0.336
"DEFA6",0,0,0,0,0.0114018175095567,0,0,0.223887249708894,0,0,0,0,0,0,0,0.1141,0,0,0,0,0.0644100000000001,0,0.17670222231455,3214,0.028105,0,0.4111,0,0,0,0,0
"PDLIM3",40.06739582686,4.119,521.247319452993,210.6,15.3924665013641,45.535,44.7195849718695,174.056130998032,0.797,253.31321308521,208.3,153.284944177972,6.023,2.98,83.03,44.62,1571,19.58,53.23,7.793,35.96,97.035,14.1956835976536,33.35,35.71,31.76,15.67,61.86,0.893,257.7,50.84,0.7011
"GAPDH",772.886658368007,933,1702.29598526503,1437,1207.03583514717,740.05,892.150197335253,1035.33247560809,6816,1473.34382779597,961,1533.37609470429,862.2,571.1,864.4,1075,5670,1145.5,847.5,156.6,956.9,786.1,1020.81921101533,879.3,779.35,532.95,604.8,813.1,3753,878,1206,1830
"ANPEP",49.6395645715877,8.9285,15.9857524177839,20.16,1.21195266947886,86.55,14.3640066388947,20.4934187601694,0.49305,6.12659851666246,8.442,3.40193264373729,152.9,167.5,57.85,51.24,1.495,41.7,1.128,395.75,2.365,49.205,42.0323413260306,1148,39.005,4.45,4.253,15.47,714.8,2.811,23.11,170.2
"SERPINE1",126.863305916905,35.33,576.486450475749,37.51,1.54014391182414,32.465,31.1776413057266,14.127127949482,1.963,11.5460010905486,25.2,16.2635338213241,23.65,58.44,262.2,11.87,9.523,23.995,79.3,12.67,10.71,19.605,17.6484315694377,11.28,10.0175,14.92,9.752,54.91,1894,18.67,22.44,2.145
"SFTPA1",0.282999859703811,0.21225,0.306143011593506,0.03108,0.203490699156559,0.2831,0.0379285016801496,0.240611421840054,0.3774,0.239691630099528,0.0502499999999999,0.238149974760731,0.1808,0.1534,3107,0.187,0.24845,0.38335,0.1793,0.2965,0.2947,0.27205,0.314503138071568,0.2366,0.212,0.20355,0.2833,0.4864,0.04501,0.2239,0.2923,0.3289
"TYROBP",140.909108234814,80.915,91.5825865745791,50.21,20.5643153169361,67.855,37.6796225421086,48.7537285035001,3.136,32.6502379483419,45.88,17.6142633483036,25.32,26.68,412.9,37.24,5.2055,108.2,23.44,10.465,29.69,42.91,26.1369121308965,71.49,621.5,26.775,11,32.395,0.2721,36.38,32.22,1811
"GKN1",0.160088832805488,1.9905,0.192841329239794,2.949,0.0485833607147397,0.2623,1.23852487142761,0.288353945932561,0.0813699999999999,0.379270179370893,1.033,0.0384315095373406,0.143,0.1895,0.1336,0.1538,0,0.1222,0.4595,0.3159,0.3971,0.4278,0.292052785299424,0.4178,0.4393,3100.5,0.3625,0.115,0.218,0.4417,0.4649,0.0550999999999999
"PDK4",547.830092105016,279.9,208.995900146716,459.4,22.0091418621303,607.45,193.105770135769,244.650422348507,0.92485,156.701258384683,304.7,159.343007331159,63.03,48.83,211.7,83.95,1421,393.1,322.5,112.45,59.85,137.75,86.9610936721457,190.8,163.1,121.65,22.7,120.7,3.185,130.4,91.18,5.481
"TNNI2",2.27867198725338,1.914,2.16096164071108,20.89,0.633954066692625,3.9625,1.58449956471267,1.41877965098105,1.666,3.8806001232758,1.041,0.722068784921206,0.9888,0.7549,12.16,33.41,3129,3.5735,0.8314,3.292,1.277,2.9155,36.9564381890609,2.973,9.105,1.1265,1.388,1.2265,0.5213,1.394,3.513,18.84
"TNNI3",0.793507168929079,1.2745,0.851383598392916,0.3086,1.16897624096131,0.7303,0.48840996704537,0.606334563532765,0.6991,0.825744633178652,1.47,3087.36202541088,0.6323,0.315,2.7,0.4791,4.812,0.992,0.748,0.461,1.424,0.63405,3.07994056329256,0.5101,0.43135,0.55995,18.89,1.449,0.3873,0.6901,1.019,0.7586
"APOH",0.0739537072192638,0.1959,0.123420500166267,0.2991,0.0389947712281646,0.11035,0.333565214003425,0.539771078764632,0.04715,0.162505566446541,0.3848,0.0718245472091037,1.629,3046,2.166,0.127,0,0.11345,0.2231,4.6315,0.2483,0.2579,0.0555475780844745,0.4232,0.2328,2.434,0.3373,0.12275,0.161,0.2342,0.1721,0.312
"JUNB",549.567756956398,200.7,1038.1554276068,971.9,55.3904724858548,335.15,294.390588881907,248.991859867476,254.8,299.969349663954,1285,131.782950712808,151.2,145.9,626.4,151.8,74.465,567.35,1001,73.545,527.3,270.2,643.096483455701,131.9,246.6,201.35,51.86,320.7,220.9,145.3,525.1,524.6
"SFTPA2",0.355193797949208,0.2331,0.409349039813705,0.4481,0.941687617598136,0.383,0.217748731060723,0.605725575869052,0.3769,0.334218114934844,0.2291,0.269599984247007,0.2959,0.1634,3015,0.2969,0.2693,0.5052,0.3771,0.54385,0.3274,4.1795,0.361786782135882,0.3026,0.24125,0.29785,0.349,0.6549,0.05568,0.4627,0.5016,0.3371
"MYL1",0.749418457659573,0.2651,0.907040058502534,0,0.345841308158656,0.5897,0,0.459402329722685,0.45635,0.507593416478465,0.0953599999999999,0.606836052620179,0.1757,0.254,0.7202,7.075,2995.5,1.207,0.2902,0.24055,0.2871,0.7351,0.752712397970642,0.4382,0.26625,0.2943,0.6158,0.60185,0.4606,0.4206,0.4289,0.5612
"PNLIPRP1",0.100297374349317,0.2485,0.199069190178596,0.374,0.0409302945605938,0.1552,0.473429362066604,0.249815290352938,0.2484,0.206713025543215,0.4027,0.0509669181282539,0.1308,0.2007,0.1201,0.1407,0.03714,0.1102,0.3358,2964.5,0.3046,0.23825,0.10199440651938,0.2783,0.3623,0.27595,0.4705,0.15395,0.2178,0.3262,0.2502,0.07298
"ANXA2",383.43100811459,153.25,344.76927407063,179.2,8.31210943888818,339.85,323.663949338389,144.194524690155,63.845,273.791086665226,202.5,60.694035368097,85.58,23.03,436.6,404.3,56.295,515.3,95.9,58.95,70.72,202,507.4,193.9,152.85,103.15,62.96,208.45,1590,162.8,675.3,71.2
"PRELP",182.773148201798,19.705,970.303156826234,429.6,8.80527542755333,120.65,349.714770148051,159.010913690285,0.4451,144.552498385332,263.2,71.2527508126853,10.2,9.402,240.9,51.88,20.475,409,278.2,8.535,38.02,126.1,74.288198278349,77.05,79.625,27.015,15.93,127,6.895,304.4,162,0.4233
"SAA2",25.6923031977385,1.94,2.36524516584902,0.665,0.108848569685115,57.995,1.31887386461618,0.421179779267915,0.56335,0.630118621510135,2.244,0.194302675204238,0.7066,2191,3.472,337.9,3.315,1.3545,0.3586,0.6495,1.663,0.89725,1.62848435414784,0.9879,0.4621,0.8365,1.174,0.50225,3.396,0.3053,0.4784,0.205
"THBS1",203.106205197196,52.995,135.659464616177,81.3,1.27684527476022,149.4,81.7488513515444,96.8864341980032,0.6724,58.3372948914427,277.8,29.8376879807809,35.15,15.48,446,174.3,5.8925,347.85,122.5,17.62,30.37,75.11,42.8234549071613,57.1,75.59,51.96,3.487,46.91,1779,175.1,48.46,22.25
"BST2",255.437584998767,677.15,93.0229484675435,74.59,30.8368525752475,203.65,133.02405754192,114.258596208699,616.25,65.4643769624848,406.9,46.086435414034,134.1,142,235.7,25.63,24.54,146.45,1408,13.6,80.92,137.6,33.5925541121207,136.7,373.75,48.585,65.49,95.385,4.155,159.3,141.5,101
"ARHGDIB",177.402914774395,56.07,145.015797133505,119.5,16.7802534478309,160.6,78.2309882558585,46.9332123897408,742.55,57.4523132724798,118.7,43.1078870498236,62.22,22.91,262.3,100.8,19.825,82.47,27.38,12.17,35.79,75.75,69.6613083660358,116.6,693.95,39.565,15.73,142.6,35.33,102.1,80.85,1402
"PTX3",84.3801791986876,4.739,14.8449060975992,5.307,0.917928895881286,28.845,3.4848823284452,6.73603567727037,0.5306,4.19664919614267,11.79,3.06207803962455,1.949,0.3516,49.66,4.51,0.873,14.265,2.114,5.2145,3.895,2.4005,4.16670726865767,4.482,18.15,6.154,1.467,6.839,2880,2.756,3.179,3.105
"IGHG2",22.3577396166667,3.494,12.0177652334437,4.14,0.404756616624611,17.94,30.5431989500114,18.2707524502807,5.854,5.83180930253098,40.24,1.55295945913757,19.43,27.1,131.1,149.3,0.8605,8.491,8.102,1.409,4.849,10.525,1.64540129280985,193.3,2426,28.01,2.276,10.35,0.3024,9.865,36.61,57.13
"CAV1",430.930063783479,5.877,314.867863183304,175.6,5.57941535911001,327.7,230.801596198128,203.548160588161,3.9605,171.773287390999,262.6,107.755271136621,5.156,5.182,369.9,57.3,34.35,273.75,111.1,6.909,6.432,75.685,111,49.05,109.2,35.335,22.26,247.85,750.5,310.4,165.2,0.7831
"RHCG",0.681372900340671,1.488,0.527244337375436,1.873,1.76677720913912,0.8343,2.52558647603487,0.521805081145414,0.52785,26.5926120054765,1.507,0.47925678298259,51.69,0.7543,0.48,54.01,0.22155,0.4569,0.7909,1.1935,1.342,1.95,14.2257019542614,0.5219,0.65115,0.6613,2.44,0.50865,0.4922,0.9114,2792,0.3465
"SPRR1A",0.532043135815699,0.8484,0.715366001971959,13.24,0.305066567429688,0.61845,2.66293161279323,0.633127619018183,0.54635,29.3674490485822,2.614,0.333175453569409,0.6071,0.7323,0.6381,2.363,0.35275,0.5921,1.461,0.7976,1.066,0.98045,212.609831234426,0.7408,0.9623,1.7615,0.8171,0.60975,1.312,1.135,2423,0.4566
"NBL1",142.952457429528,14.34,169.646103425259,256.4,56.042779855543,158.75,750.339833231275,197.49350115306,2.777,232.61640481541,226.9,34.9848912739778,36.44,1.897,257.8,52.46,9.114,128.8,738.1,9.059,117.9,406.65,178.995305494338,259.5,19.54,84.83,49.86,98.065,79.04,285.6,386.3,1.47
"PIGR",0.153324772126221,0.22955,0.192482052937476,7.716,0.089508001942421,9.9005,1.09590288420051,66.4872432390004,8.2795,0.326483526891776,2.608,0.0726847683266505,95.34,12.99,88.78,1765,0.0817699999999999,0.1772,0.378,6.6635,1.152,3.532,0.593491600228881,411.9,0.8122,75.84,0.278,0.45315,0.1867,0.5538,0.3825,0.1686
"NNAT",21.6561294134722,2.2585,1.89342287972532,39.57,126.433767762631,25.57,12.0159872848739,55.5227830171162,1.64,8.03863623647595,5.269,1.7465008647368,1.323,1.187,4.152,9.258,7.6135,4.513,3.043,0.84245,2706,7.0055,5.72214787103051,4.503,2.14,3.5325,11.25,3.845,2.392,4.137,9.543,0.5394
"LTBP4",137.27544973711,33.39,494.532452665202,193.1,9.1983416803619,113.2,388.480885281935,128.731010171046,10.09,177.889976325486,358.5,104.370826133233,34.96,13.12,283.6,72.87,23.465,670.85,437.6,14.315,90.43,264.45,88.5110903743218,124.4,85.85,74.425,105.1,227.5,24.38,488.2,485.9,6.943
"PLA2G2A",387.94415408899,5.342,309.928373271972,210.5,0.413994504529622,98.545,6.45043008825665,120.581865424084,0.48255,103.584446341169,82.42,138.362559534475,0.5586,197.6,27.14,142,13.96,491.3,197.8,3.4005,3.377,170.65,50.4399407075864,661.2,0.73075,18.79,7.34,62.32,0.9522,4.484,7.315,0.814
"AHNAK",322.285670885673,39.015,384.532642864246,298.5,23.1292052778692,298.55,393.689751577109,313.732664335941,35.59,390.403236219196,314.7,75.2719987937906,51.74,22.23,260,175.6,127.1,958.5,239.5,19.725,24.45,163.15,384.229022790339,190.3,102.9,128.4,35.83,135.65,465,421.3,401.6,17.78
"ACTG1",1877.65643479589,1084.5,2526.43525851146,1447,672.917390878472,1785,2181.60669842278,1371.27402511306,3879.5,1487.09943404206,1879,337.842382236933,835,418.2,2336,1559,216.9,2164,3325,1015,1350,1181.5,1909.99345891084,1297,1626.5,1396,890.3,1761,4479,2574,2404,1138
"RPL3",1617.69870575101,1158,1506.77036610136,1829,581.511856154676,1975,2594.14469731458,1414.61294144975,2868,1574.73933965588,1837,292.492930068171,830.5,587.4,1359,1429,166.65,1634,4782,1399.5,1670,1907.5,2509.08764787208,1192,1569,1147.5,814.3,1637,2417,2524,2118,613.6
"S100A12",8.98902697964121,1.0285,2.69641864026804,2.463,1.32640344223597,3.823,3.4689614005941,1.23849056285703,0.4249,5.69007195470627,8.777,3.42264106615041,3.016,5.955,110.3,2.636,1.215,1.201,1.146,0.7287,2.291,2.0295,0.549619191930714,1.204,419.95,2.112,0.682,4.466,0.1522,2.878,32.79,1801
"SOD3",254.538098920689,23.72,967.294925559101,288.5,9.58979181191992,219.35,305.906337503806,136.698209864907,0.58825,292.256233316565,319.8,70.9366665894382,100.9,7.672,282.5,83.88,11.205,360.55,77.9,51.815,22.61,208.55,122.408589652422,59.82,37.08,61.5,170.6,342.75,33.9,257.6,332.4,0.5242
"PSCA",0.610362741744853,0.29215,0.472523531634826,723.5,0.349604378972906,1.251,1.81628301134669,0.483464499069661,0.1463,6.14860049987291,0.8084,0.0877148063715967,1.606,0.1486,1.502,6.342,0.10695,0.62545,0.4362,0.25495,0.4121,70.715,8.66132573718535,1.136,0.4766,1298,2.281,0.32975,2.041,0.4444,67.57,0.1651
"CXCL14",267.828644307113,3.56,71.6743153088188,46.37,32.4194971307768,289.35,128.313263047531,34.7391522003531,0.63245,20.8196501061416,64.41,2.95372836699741,247.1,20.36,6.879,316.2,46.245,297.3,4.825,5.0025,3.052,7.718,1042.40773430141,144.6,67.995,19.47,5.278,87.875,0.967,4.347,150.6,0.5136
"FOS",337.666561679774,76.27,391.471924263294,630.6,43.125648181513,228.55,141.107793593455,169.541138731979,3.756,138.379176498547,1279,71.5503893855849,111.9,69.44,278,104.4,22.505,552.45,327.7,54.505,396,193.45,576.134646334805,121.8,128.3,148.8,24.36,153.9,128.5,80.17,247.6,207.1
"CORO1A",27.0063742744397,19.965,18.5501857592735,24.72,28.8035723324744,16.535,22.2464965102271,16.5796046599461,843.3,11.9841922256542,33.71,4.90995812167904,8.393,7.59,82.44,19.28,1.725,28.615,9.29,4.232,13.01,18.595,13.2190998308613,76.51,527,16.115,3.501,15.92,0.8324,17.25,15.94,765.6
"C1QB",210.28177867483,198.4,123.499232246358,127.9,21.1964042763881,97.84,48.1500518819665,86.2114619760499,0.82335,55.3671865363215,115.8,24.4969821743672,24.55,18.81,473.6,64.04,5.944,122.5,46.58,16.835,51.9,62.15,14.8935458598766,177.9,1785,46.93,10.92,42.955,0.3094,40.23,32.87,21.8
