"","Adipose","Adrenal Gland","Artery","Bladder","Brain","Breast","Cervix","Colon","EBV-transformed lymphocytes","Esophagus","Fallopian Tube","Heart","Kidney","Liver","Lung","Minor Salivary Gland","Muscle","Nerve","Ovary","Pancreas","Pituitary","Prostate","Skin","Small Intestine","Spleen","Stomach","Testis","Thyroid","Transformed fibroblasts","Uterus","Vagina","Whole Blood"
"RNASE1",511.730114192642,228.2,186.246934684934,171.9,86.868380192763,254.4,111.134566481527,156.790557385415,1.144,102.629238162364,217.5,105.811628580412,111.2,10.54,672.3,110.8,42.195,205.15,164.8,514.25,34.81,64.84,68.5415415417289,127.8,314.65,322.5,1077,110.7,0.5649,149.2,92.56,16.14
"TNNT2",0.820047712286686,1.4475,1.47231112013629,4.289,1.46164846616087,1.3805,0.77588925330382,0.572446196217855,0.48705,1.44471572526411,1.421,2585.5069108742,16.3,0.3618,10.76,1.241,2.2295,27.74,0.5208,0.45135,2.194,2.4095,14.5182956538403,0.6706,0.34345,0.6988,1.461,0.7431,0.2235,0.8201,3.396,0.4127
"DHCR24",65.5302472564171,1542.5,25.209415304778,29.51,67.1106155140695,98.86,24.6768409271857,23.0969547868605,98.19,41.7090004044408,34.68,8.66374565062636,40.29,410.2,252.5,224.3,102.5,114.3,40.18,17.57,22.04,117.85,369.400863929878,43.52,168.65,134.65,59.49,29.655,95.96,10.81,199.1,4.046
"MYLPF",0.800242101774092,0.3979,1.08697332359748,0.2861,0.550494336573058,0.68875,0.467110159463153,0.520376015990781,0.7079,0.571929764605586,0.4131,0.445054767128222,0.4351,0.3047,0.7769,4.531,2509.5,1.1245,0.5343,0.3824,0.6338,0.86065,1.0096292195328,0.5039,0.51505,0.3916,6.754,0.94605,0.513,0.8411,0.8288,0.7254
"CRISP3",0.133619843686586,0.0675600000000001,0.0882826483503094,3.066,0.0553131915078025,0.1848,0.228635963172168,0.0763545558968941,0.031855,5.01407629686104,1.914,0.0636810979800289,0.06124,0.1834,0.936,2456,0.040225,0.063245,0.1323,0.648,0.1755,0.5289,2.56069178671786,0.1174,1.7425,0.0890550000000001,0.2628,0.1348,0.05036,0.1655,34.7,12.15
"IGKV4-1",5.69706353561021,1.181,4.17868166661357,1.945,0.108739404573799,9.6595,17.2651433063089,24.2121845542983,17.51,2.6910215888176,33.06,0.485772526330999,2.742,8.648,89.38,460.4,0.2265,2.204,2.244,1.207,1.528,5.511,0.702306729117876,279,1228,68.615,0.3924,3.3815,0.2014,3.162,8.012,37.22
"AKR1B1",81.0048504662987,3203.5,69.7823091648069,112.7,67.9776561021026,71.66,82.9560599361356,54.0795969484164,97.775,48.6133082568775,69.69,93.688309204463,70.6,5.053,98.95,48.83,149.3,273.05,101.9,18.155,116.2,52.63,31.2042310884766,62.09,94.58,49.15,86.59,75.74,159.6,84.6,62.75,23.3
"RPL17",1151.70876634126,809.6,1146.55827234798,1304,389.759408531288,1355.5,1641.16138062007,1071.05876704591,2211.5,1147.10141484193,1455,365.682969334546,585.8,343.6,1017,974.1,348.85,1086.5,3291,1025,1027,1183,1372.46277707115,898.2,1185,968.45,507.9,1246,2363,1745,1455,101.7
"S100B",78.6209457366591,3.2665,9.14043062956473,10.31,503.447008348239,55.735,13.6911912382897,44.0337234747472,0.4028,24.0284594190718,5.652,4.57037880220008,1.227,0.7802,5.383,12.42,0.9541,1532.5,2.611,1.4895,19.06,17.575,11.8223944721725,11.6,22.4,5.2,2.94,4.6875,0.2383,2.949,13.51,3.08
"RAMP1",9.65697518060355,7.2445,372.787883360672,122,82.8790538654059,6.0695,419.390086705193,185.689924741535,0.9782,75.1860181151164,351.5,100.499802955474,10.92,29.35,31.56,5.733,88.965,60.36,46.7,75.83,13.74,160.25,10.7253827229647,34.6,10.935,36.925,6.886,7.2065,3.337,882.3,88.09,1.956
"SPP1",36.9489103927899,17.485,28.108980094087,7.341,128.601678767397,25.64,9.37612008411622,26.4312969070002,2.0525,7.82605867398933,14.23,6.49324695976317,2194,7.492,12.95,36.31,0.50805,118.55,6.315,83.98,4.236,14.07,1.10816650196326,7.646,3.059,4.896,7.124,7.1725,0.3952,4.391,4.873,2.462
"LOR",0.648524723806106,0.2722,0.744095305093716,0.1594,0.714278684220108,0.59555,0.155252199738222,0.471101515871695,0.82735,0.638270433619682,0.104,0.391168659796504,0.187,0.2408,0.5848,0.5884,0.51695,0.8491,0.9085,0.3389,0.3605,0.4437,2348.06896450487,0.7221,0.7217,0.4241,0.6084,0.55435,0.4168,0.4751,1.673,0.4533
"SMTN",73.7041672197743,19.375,407.092366510812,426,9.3072916308921,70.955,243.519017665293,465.204568832181,8.1575,360.031942971457,302.5,60.9548149864076,26.3,8.587,66.14,22.3,33.785,274.85,55.15,13.475,16.71,219.2,47.361234475559,50.23,79.48,55.82,26.87,53.885,36.17,431.7,156.1,1.695
"INS",0.105573613559947,0.48055,0.189226908124853,0.308,0.0940212974377288,0.12215,0.328759447755688,0.181038018016355,0.22365,0.181147880345051,0.4624,0.0511406004907242,0.1809,0.2987,0.1112,0.155,0.0576950000000001,0.1443,0.3764,2338,0.2809,0.2625,0.121511854596286,0.2312,0.43375,0.2425,0.3167,0.1354,0.2048,0.3095,0.2723,0.04548
"KRT8",23.6807668033228,34.75,26.9309495220562,228.5,0.614977165322819,103.75,23.1798697266962,182.693562761464,0.5122,83.6963518540674,85.66,53.3901829377324,129.5,177.6,178.6,306.9,0.38305,1.89,6.508,272.05,228.5,172.55,33.6807525869898,717.8,14.155,287.25,10.47,299.9,4.829,21.24,21.81,0.5078
"GSTA1",0.23539384408374,910,0.446100485685154,0.7352,0.101418466170935,1.4975,0.765410530160053,0.932381406451635,0.13795,0.609711612330441,1.407,0.083448191654774,91.3,408.4,4.141,20.02,0.0599449999999999,0.2427,38.57,64.015,0.224,6.9045,0.678191037992993,272.8,0.2442,71.26,242,0.2011,0.1316,0.2014,2.701,0.2097
"RPS2",1315.48015556635,900.35,1022.44083648412,1812,291.265663989727,1618,2154.90792938845,1078.93333127559,4573,1230.29034866872,1759,407.371203686058,497.2,400.5,1167,1137,815.95,1251,3400,1407.5,904.6,1392,2117.65924584394,1048,1703.5,985.85,468.9,1090.5,3351,1624,1774,877.6
"ORM2",0.423206604818851,1.232,0.176197989731413,0.3212,0.0524547235282657,0.3907,0.495098398099604,0.116206097904863,0.0599000000000001,0.120494589235973,0.5235,0.0726180079599634,0.08372,2328,1.916,0.1859,0.0658300000000001,0.10235,0.2573,0.15015,0.1432,2.225,0.0826348366831726,0.3026,1.0885,5.9945,1.85,0.1927,0.0786100000000001,0.2772,0.1243,3.752
"IFITM1",382.794476249984,64.265,184.738537784761,142.7,38.3371508625539,359.8,539.608314771425,140.67063915999,800.9,141.786684453936,537.1,106.944643220495,120.3,58.93,224.2,150.9,45.345,405.3,645.7,26.955,116.3,144,120.798316901343,175.1,515.35,69.33,60.1,275.6,199.7,407.6,352.1,688.1
"CYP2E1",2.38326247873262,2.347,4.11799791630982,4.929,5.59952870041424,3.459,4.51949535736738,3.95824096832738,0.5761,6.33567267693582,6.588,0.845426779907564,2.973,2401,3.289,3.626,1.329,3.057,5.812,5.7435,5.125,7.0345,11.8258644932808,1.952,4.151,5.8355,9.252,5.9325,0.8791,7.628,3.84,0.445
"RPL5",1507.11637481993,973.7,1565.20417374779,1770,433.244412828098,1739.5,2408.752061935,1404.18290624388,3079.5,1475.46220985824,1738,477.793859609749,630.3,334.3,1156,1220,588.65,1477.5,4618,1123,1230,1444,1550.62753262502,1078,1152,983.25,627.9,1608.5,2357,2525,1825,317
"VTN",2.4710014044941,118.8,2.25571211437255,2.515,3.18463218338524,1.196,1.46053043061857,0.861688266063897,0.30705,1.09876375491968,2.962,9.07512382057908,1.742,2164,1.918,0.501,0.1938,1.8335,3.056,5.2095,4.744,1.796,0.471482891507747,0.7773,1.6175,0.96435,3.592,1.2125,0.612,3.013,0.9106,0.2777
"CD53",41.1116818709488,20.855,23.6290513196611,26.92,7.67655819682779,19.04,18.4156973863933,18.1722403490046,676.3,12.3045234806538,30.56,5.22113398023222,8.229,7.289,139.5,22.99,1.7175,27.13,7.306,3.8135,7.744,16.865,6.13694507475012,75.1,428.15,16.335,2.898,14.8,0.1509,14.31,12.98,764.2
"RPS8",952.608934521903,744.6,852.916754631486,945.3,247.267895366941,1126,1455.1706630749,732.743333870911,1915,819.905541604047,1184,232.692105129805,375.5,234.3,727.9,702.3,364.75,993.35,3106,547.35,639.1,935.7,1298.41525310426,633.3,908.05,539.65,250.3,739.6,1321,1484,1304,242.2
"PCSK1N",1.36760448555074,2.908,1.11838724284488,0.6543,309.611669506286,1.593,23.3093942746421,16.5652383986099,0.21545,3.18714796489555,15.84,2.17015617911799,101.1,0.3232,3.038,4.774,0.26205,3.9535,2.263,19.87,1701,12.59,6.4743779005346,12.86,1.2375,14.69,32.84,1.825,0.4606,24.57,4.58,3.016
"ANXA1",318.040013164493,25.39,274.988848268179,96.16,5.28520202480517,247,108.513499167911,67.3196055316481,2.9845,374.850135051321,144.3,28.4130583244925,19.88,4.552,256.6,326,11.125,270.4,81.75,6.3985,47.34,85.405,131.999849623975,42.27,48.39,26.61,7.108,143.15,314.2,86.21,736.2,115.4
"LGALS7B",0.725946847385516,0.3229,0.739839927248266,0.4949,0.312397148449068,1.494,0.540900668440377,0.532108995796317,0.5013,9.08080660494478,0.4727,0.385999401154272,0.4459,0.2945,0.7727,4.574,0.54835,0.80395,0.7437,0.3266,0.6454,1.21,2026.65233706373,0.6127,2.3335,0.6293,3.649,1.109,0.6163,0.6765,146.6,0.3383
"LYPD3",1.30470822448309,1.9,2.95134686768219,41.21,0.782502247314464,12.81,4.29806813848218,1.7577572409478,0.94885,26.1217937767246,3.961,0.750222471573257,1.758,0.7536,2.794,27.69,0.3512,3.081,10.24,0.83075,3.713,13.57,1029.91803747922,2.415,3.886,1.98,2.557,2.0585,0.8548,3.224,753.8,1.083
"ACTN2",1.0389238583135,0.3086,19.6175020250168,1.741,17.2817005007313,0.6824,0.540844683931512,0.617691586798918,0.37685,7.23655717815798,1.343,513.581383262162,0.4198,0.2364,6.483,2.601,1318,1.5595,2.716,1.237,1.061,1.4885,0.745840576914169,0.6032,0.45135,0.9509,11.55,0.9787,0.3291,1.467,0.5138,0.3617
"PYGM",11.3307745093323,3.382,29.5527952683682,23.69,15.555162269222,6.398,10.5361861115362,21.98555415908,0.9536,17.5830634894066,25.84,33.5055473800953,1.89,0.6767,5.032,3.54,2348,9.7265,4.127,0.9525,2.494,16.72,2.73181591185846,5.441,6.0095,2.719,14.64,8.7385,0.7804,18.85,6.121,7.208
"RPLP0",1534.31022923707,1038,1075.57522650069,1828,241.308840715198,1679.5,1857.05045679605,1251.22601793766,4050.5,1416.97276948431,1569,426.082275445844,544.4,558.8,1259,1464,989.25,1115,3021,1486,853.4,1387.5,2436.56415300193,1092,1175.5,1261,487.7,1256,3614,1767,1904,559.4
"ENO1",570.078138261307,456.25,882.957742668577,619.4,511.521686897667,574.95,554.400864241315,453.115139584665,3863.5,826.548426868696,496.6,148.621579325978,678.3,295.3,706.2,796.5,127,697.3,471.3,116.25,342.2,455.45,706.478621585133,494.6,568.4,300.05,397.6,468.35,1996,514,771.4,700.6
"GLUL",555.088679978292,63.975,230.286790153468,352.4,286.557444531888,441.95,256.146456324018,156.016878073664,20.425,302.804484008553,415.4,60.3187622184271,41.25,56.14,390.7,301.8,578.1,1137,549.3,79.385,67.34,121.5,216.99942660475,125.3,262.55,547.85,220.9,302,178.6,158.9,442.4,215.3
"NR4A1",248.249754262667,79.1,310.314021850351,136.8,15.0222650179926,141.85,137.515179673565,78.1251540282861,14.17,51.5841258656661,577.9,86.6461065878,56.31,13.35,196.2,40.82,86.145,453.45,719.1,15.33,315,213.85,111.359886080398,37.12,19.095,72.025,33.72,169.6,6.407,101.1,113.7,4.81
"KLK2",0.0225650864370444,0.0933649999999999,0.0258731285540357,0.2016,0.021821119614319,0.16345,0.266923172493107,0.107931528118954,1.4205,0.0420792834824202,0.2728,0.00949649776509887,0.05253,0.0537000000000001,0.04758,0.1054,0.00972799999999996,0.11015,0.0878300000000001,0.056915,0.09457,2134,0.0987264878030383,0.1423,0.2778,0.0665,14.07,5.9605,0.0361899999999999,0.1681,0.0773600000000001,0.0315300000000001
"IGKV1-5",5.94613597621008,1.4445,5.39980352798554,2.464,0.157821169938969,15.47,24.7221052793118,26.3392401137998,14.335,3.36092792516292,79.64,0.57033420009882,5.218,10.2,108.2,462.6,0.31045,2.334,3.566,1.4765,1.77,6.526,0.996260504042496,257.3,996.05,84.8,0.4301,4.8265,0.2235,3.242,12.01,42.42
"IGKV3-11",5.35728715727078,1.139,4.10512658124676,3.862,0.140194960238174,11.275,21.3999776785603,25.2010696346542,12.41,2.76361337933799,44.81,0.444897266244213,3.81,9.809,107.1,439.1,0.2714,1.8095,2.864,1.336,1.865,5.3315,0.81119722835477,258.8,1030.5,77.955,0.701,3.835,0.2012,3.988,11.47,45.49
"CTSK",176.197573346815,15.295,93.0542969842349,93.48,5.36999008308514,290.65,619.819329595979,66.9246347064156,3.951,59.8625452796394,116.5,11.9820125558405,7.523,5.22,52.71,60.91,7.0055,110.7,126.8,5.885,21.89,50.09,233.567964564644,74.66,31.56,27.4,25.92,61.54,580.3,279,322,6.858
"PTMS",368.053275286916,187.55,756.196295464245,385.2,241.976477733512,369.1,682.247447854729,521.896084322688,135.85,527.052034802318,550.8,116.467995641366,284,569.4,514.3,248.8,53.51,555.55,793.1,62.885,259.3,546.85,315.373434409402,186.8,167,151.35,126.3,379.35,474.9,1142,466.9,43.43
"FCER1G",105.83589752513,54.28,65.6177963786224,37.92,10.4027662145004,45.075,22.8817084815974,29.9879379759286,3.8415,21.1662302768016,47.33,13.8300876598893,15.44,16.08,262.8,28.39,3.823,57.63,17.19,6.5865,17.61,25.745,14.9570423324625,40.69,450.65,17.15,5.516,22.715,1.213,24.52,18.38,1344
"PHF7",6.84790366913356,4.2515,6.07575667934026,9.002,2.72693290875872,8.3315,7.71262632620038,6.28180959652201,6.1915,5.49625626520111,6.365,2.24138164985242,3.63,3.082,5.58,6.232,2.982,7.82,4.825,3.43,4.595,6.6975,8.41339295897074,7.39,6.246,3.952,2195,5.646,3.748,5.168,6.171,1.585
"TFF3",10.4592724463641,7.0435,1.56000886491885,6.986,0.259637427464892,22.365,16.3920901561601,95.9721403290657,0.25125,9.26240774289345,31.79,1.86249122269397,2.625,1.272,15.57,225.5,0.57335,8.037,5.71,2.546,2.387,11.665,10.3699296391842,448.2,46.885,4.1705,1.735,1102,0.2241,5.045,10.24,1.966
"PLN",34.0023142092062,4.8345,715.118902519627,87.42,1.07951652260566,18.085,66.7919442116834,140.236946299472,0.43965,86.3159180241503,140.4,666.650904290558,6.98,0.5924,22.78,4.37,167,33.805,12.73,0.78205,0.7629,32.495,7.46422530418466,18.86,3.4765,12.3,9.922,19.82,0.3702,206.8,21.25,0.4255
"PHGR1",0.128546463376675,0.2238,0.265594088461487,9.825,0.0708637574683597,1.237,0.932463668481247,129.788363396749,0.1938,0.297591291634451,0.8663,0.0504284840006957,0.1896,0.3466,0.1617,0.184,0.10495,0.1455,0.457,0.68235,0.2745,1.4695,0.712824334250305,1903,0.3366,34.735,0.3784,0.314,0.2339,0.381,0.6931,0
"RPL34",921.6613680002,464.65,895.145945611931,811.1,372.537613348466,1117.5,1317.39902912586,714.330923419364,1562.5,740.64331478144,948.9,259.377879244762,380.2,242.5,683,718.9,303.05,893.9,2107,663.45,749.7,835.3,985.980850878071,679.4,913.8,591.45,290.5,870.55,1124,1316,1105,44.67
"PTMA",735.646862478895,258.45,921.328880062861,602.9,274.470497845329,701.75,980.913107153582,639.969983696585,1798.5,548.312781826448,823.3,116.626391596444,313.9,156.2,711.7,474.4,78.025,748.35,876.9,293.25,272.4,491.9,828.485322353566,539,624.75,425.2,208.5,829.05,677.3,933.2,764.2,169.1
"C1QA",207.404606475001,148,121.524738698291,93.97,16.045794368581,92.26,56.1287817128985,82.8219422347156,0.854,49.1689702789946,97.49,22.2915735835946,28.29,19.33,387.9,51.45,6.486,136.35,46.08,14.005,45.81,58.9,20.1050373133998,151.6,1541,42.175,10.44,44.59,0.286,48.12,34.78,25.98
"HTRA1",274.700544069104,68.13,516.859901456767,148,216.882750152761,250.2,421.92582683019,125.745564024939,0.51265,91.3631361211991,212.1,42.0079062498978,115.7,88.63,90.76,98.33,12.84,269.55,583.2,23.555,233,90.33,134.800957286758,52.61,55.955,38.21,28.64,110.8,601.1,290.5,245.5,2.467
"RPL10A",928.363984131083,527,994.303304099011,1198,244.285405852821,1148,1533.88370894996,883.282760207389,1689.5,926.133197380712,1418,250.391626749977,438.1,246.4,757.6,816.4,414.55,981.65,2525,547.7,612.6,1050.5,1432.64570239652,702.3,825.4,613.55,239.6,915.15,1433,1525,1274,288.4
"SFTPC",0.283626892831402,0.2776,0.39648355055856,0,2.97549307144432,0.3119,0.145410797487085,0.252908005401833,0.29575,0.343187457326943,0.1422,0.298420582862117,0.2142,0.1454,2050,0.212,0.2576,0.7071,0.155,0.15825,0.4061,0.3809,1.12135640569896,0.243,0.17605,0.23695,2.144,2.9595,0.04755,0.2583,0.3023,0.3084
"EMP1",310.210780661596,20.825,98.7352045995106,46.47,5.76117352748753,232.4,76.4440791797539,58.6615261286535,0.654,217.844439308931,158.8,44.7828898170485,15.99,2.641,189.7,94.91,14.755,178.1,18.04,8.94,21.02,40.65,186.031815475336,44.88,26.835,30.26,12.91,203.55,431.8,85.28,750.3,1.562
"RPL9",1267.99645389575,673.05,1262.98144071085,1181,445.921804653754,1456,1709.94973625761,1061.88738820253,2253,1086.25075171776,1400,352.225140668101,554.4,309.2,972.1,870.5,464.7,1204.5,3135,791,882.9,1137,1410.68268389182,818.1,1036.5,737.15,393.8,986.65,1523,1734,1481,147.4
"EGR1",294.310853170011,78.285,364.971186032267,139.3,21.2934285017899,192.25,101.622890234099,144.226134011754,34.645,123.840218459231,1290,65.2727696720153,94.98,51.87,212.4,55.63,25.62,138.5,281.6,50.045,407.9,124.75,285.068365954714,58.07,32.955,122.4,23.56,262.5,287.8,151.1,134,3.585
"MIR7-3HG",0.0484241192618569,0.2575,0.0306398352883783,0.0432600000000001,8.29111812650005,0.0565500000000001,0.0317364004434466,0.254699964134852,0.0496700000000001,0.111671421078401,0.1374,0.0253195234657342,0.07769,0.1375,0.0652699999999999,0.0356399999999999,0.0438149999999999,0.082125,0.1122,4.369,2041,0.10305,0.0684699988301027,0.4813,0.11835,0.70185,17.72,0.099515,0.0314399999999999,0.0912299999999999,0.0743800000000001,0.03007
"AQP3",7.30515373126831,1.519,3.95775695318124,288.5,1.0224948417072,10.695,7.00615969113782,5.32690291532911,1.793,35.3924093440671,15.11,8.15329809412978,82.2,71.11,74.65,196.8,2.114,17.285,10.95,19.485,2.925,86.81,581.490652285511,48.77,92.215,27.22,3.939,2.782,0.7742,5.615,710.3,6.374
"MEG3",44.8206176300582,401.45,33.0174538839678,37.19,88.3724282163819,39.55,170.584323293243,20.4113918277164,0.21135,17.5962004332742,81.54,13.9406626359074,16.44,9.397,20.34,24.84,11.325,98.84,645.4,50.97,820.6,54.105,17.1011159876954,16.26,89.435,14.02,62.36,13.4,117.8,98.13,90.5,0.3657
"DMKN",4.31109334318274,4.373,8.07670349216674,15.83,3.11599552918403,10.825,20.0075319826009,4.40087104085998,8.3635,10.4975117888322,16.3,2.4571867175494,14.29,0.9614,21.7,18.13,0.49705,7.01,36.59,18.275,45.93,19.63,1975.88618792281,3.49,1.786,8.987,3.577,69.57,24.09,13.4,144,0.5718
"HPX",1.36462893494941,0.8666,2.12191944267248,1.255,1.05968439793999,3.3225,2.68165893314413,1.59549956655747,0.1988,1.08400975543143,2.78,0.402382144780801,0.6299,2039,2.09,1.82,0.25385,3.588,3,0.9039,2.252,4.0925,2.50511397817532,1.695,1.51,1.085,2.883,1.9785,1.891,2.362,2.067,0.3686
"CNFN",3.5089918496267,4.722,1.08274720060196,2.114,2.38448566802969,6.329,2.48793635263031,1.89015985717053,0.62475,25.9888947773049,2.016,0.648738912017303,1.547,0.5635,1.102,7.58,0.44895,1.8435,0.8134,0.9439,1.23,9.0275,535.314087079577,3.278,3.5445,1.122,3.589,2.232,1.592,2.68,1143,1.166
"LGALS3",422.135267969948,64.315,217.401912347067,338.3,32.9697866570849,431.5,467.171533735233,332.836861355962,102,282.090194695197,299.1,113.693504611203,81.3,5.658,368.7,366.7,32.825,430.65,365.3,38.055,80.84,193.85,587.452886814229,426.3,71.82,183.45,92.48,117,407.8,275.2,440.7,108.8
"ZYX",248.824638496686,71.985,506.915105163759,410.4,45.8646646833097,255.5,401.838453973798,297.101257964471,68.46,285.172272355883,537.8,66.100285394326,63.1,37.3,428.5,114.1,55.105,214.1,223.2,37.535,63.65,209,130.725927592103,137.1,262.3,87.9,157.8,132,336.1,736.2,253.6,764.9
"IGHJ3",4.29827094437421,0.9896,3.36373561574431,3.373,0,9.501,12.7729553836495,19.2314749833026,84.56,1.90161299486948,33.48,0.49298416937354,2.687,8.283,97.69,358.3,0,1.3155,2.325,1.2185,1.396,4.4705,0.427585373979434,226.5,1058.5,66.575,0,2.724,0,2.552,5.221,61.79
"RPS6",1381.73587499566,687.55,1222.49717361184,1771,389.061351107208,1617.5,1789.30388481956,1096.29784015098,2857.5,1184.75566535666,1471,358.976124208259,638.9,311,1077,1079,434.5,1312.5,3135,912.65,949.6,1414,1940.10277934992,969.7,1228,974.7,574.9,1240.5,1906,1846,1703,330.9
"ENO3",5.92856543593261,4.6845,6.59052863434528,5.782,2.72370918157139,6.088,7.12944398467693,6.86480409800524,17.285,5.9862778831532,6.929,132.287189932116,7.164,35.8,8.784,8.295,1960,7.595,8.015,1.981,11.17,8.7675,4.31540854497564,11.66,12.67,4.8655,15.72,14.065,4.13,9.967,6.016,5.027
"RPL10",1488.19558822876,733.15,1553.05795817045,1444,296.597901675641,1640,2203.73490469943,1082.00477838281,2010,1121.31918542975,1766,482.146882428108,589.5,404.2,1245,1191,798.5,1393.5,3505,1327.5,605.5,1324,1697.75248344189,918,1323,1016,199,1197.5,1876,1957,1680,828.3
"PFN1",380.959644465223,264.2,713.712817216202,552.8,85.3793219399445,345.65,396.149883545243,673.688190944529,1692.5,600.911324341018,536.8,114.303200302507,233.9,221.6,560.1,282,117.45,328.85,227.9,82.995,197.4,382.05,350.506187712251,505.9,771.3,297.35,129.8,294.85,810.6,611.7,397.3,993
"RPL13A",2804.2232531476,2144,2720.76788184652,3168,789.398147215568,3312,4392.29443584197,2577.40066708027,5335.5,2611.94906846173,3486,833.111503337533,1270,906.8,2407,2538,1330,2696,7316,2320,2072,3234.5,4167.54890819335,2186,3418.5,2314,808.1,2808.5,4525,3959,3790,1196
"FLNC",16.8805704606984,1.2425,129.939781759171,242.5,3.3402952020945,9.15,39.6481672403566,189.29561214069,0.6163,105.149120500838,117.7,223.877544454754,2.426,0.5181,16.67,4.967,1009.5,11.14,15.26,0.4952,2.057,108.15,9.00894400024298,8.599,1.083,13.365,5.855,6.8675,68.91,124.5,31.26,0.4251
"GSTP1",381.907874037607,310.55,638.300206381321,678.3,172.086156668458,416.75,740.433368550404,388.472803928592,801.6,760.183079527428,562.1,204.355496639364,368.8,21.47,753.6,469.5,198.6,545.5,504.3,185.1,500.3,429.95,838.517540019266,335.4,373.5,389.65,80.49,967.55,656.8,572.3,1377,165.2
"TGFBI",116.909159949514,39.94,171.503925438922,97.7,2.53441368994191,103.75,36.3796910099589,68.3140353752399,1.0169,42.7787331469237,53.42,26.1650952510754,20.38,32.86,109,56.84,13.125,204.1,19.65,6.6385,72.97,57.88,188.225421125175,48.55,97.835,29.09,6.389,45.52,1846,63.28,39.03,41.79
