"","B_cells","B_cells","Plasma_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","NK_cells","NK_cells","Monocytes","Macrophages","Macrophages","Macrophages","Dendritic_cells","Dendritic_cells","Mast_cells","Mast_cells","Granulocytes","Granulocytes","Monocytes","Monocytes","T_cells","NK_cells","NK_cells","T_cells","T_cells","Granulocytes","Granulocytes","T_cells","other_cells","Macrophages","Macrophages","Macrophages","B_cells","Dendritic_cells","B_cells","Granulocytes","Plasma_cells","Dendritic_cells","B_cells","B_cells","B_cells","B_cells","B_cells","Granulocytes","Granulocytes","Dendritic_cells","Dendritic_cells","Monocytes","Monocytes","Monocytes","Monocytes","T_cells","T_cells","NK_cells","NK_cells","NK_cells","NK_cells","Granulocytes","T_cells","T_cells","Dendritic_cells","Dendritic_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","B_cells","T_cells","T_cells","T_cells","T_cells","Macrophages","Monocytes","NK_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells"
"NCR3",404.486614090797,1752.02796991513,181.763521267836,2573.56479781191,730.773319540915,953.680595379594,1062.79394761595,636.971834212644,1295.85792071149,2593.91315533241,2428.46618444832,5033.81627505946,189.412036279051,156.101383967345,296.001375910329,173.230458679101,297.805310775771,147.331568198266,278.227909532017,218.27163479613,270.465182730302,392.161104354344,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,559.365286458959,1052.69367739403,452.387661757426,218.211806924323,967.858139197028,295.858973153308,254.976881349598,175.086949444027,3214.47520092769,425.631908659274,551.087504916865,537.58685243476,559.549020303597,690.336765140614,995.512573274737,787.739986527491
"NCR3LG1",556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,556.378305825446,346.830719485628,398.636317622591,2998.67511935749,785.15061376047,3655.58033825534,221.939146283303,302.210882996313,629.445645944683,437.458726798548,430.673327153149,434.564259412426,291.464240390776,720.951170425505,318.065766771121,547.765992774525
"NCS1",153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,153.401858397375,147.712016983857,147.712016983857,147.712016983857,147.712016983857,147.712016983857,163.684014116143,147.712016983857,147.712016983857,160.253711048703,147.712016983857,163.900389926035,160.253711048703,160.798919428241,147.712016983857,147.712016983857,147.712016983857,163.990070702009,147.712016983857,163.990070702009,147.712016983857,147.712016983857,147.712016983857,147.712016983857,163.684014116143,147.712016983857,147.712016983857,164.774933334549,147.712016983857,163.900389926035,147.712016983857,147.712016983857,147.712016983857,164.595437744302,164.063084051706,164.063084051706,164.13228695566,147.712016983857,164.774933334549,147.712016983857,165.279936422502,147.712016983857,147.712016983857,147.712016983857,78.7965431373617,76.5412798734172,1710.98780842522,91.6893220633824,2580.37045485528,80.2957622997343,107.136355115099,278.504903841911,70.1168067758084,135.207724265397,129.027278408531,102.328053467207,141.404958151769,100.275626405786,56.8101740527421
"NDFIP2",389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218351,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.539756218349,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,389.53975621835,149.706726209673,567.377828356964,4978.81735641452,316.007020594754,2431.27917525746,115.617097723277,96.0595094332293,356.269416935302,323.980524717467,277.523477245805,294.987468991394,455.801653191618,275.040843743307,294.497531816619,563.767607890738
"NDRG2",412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,244.147166303775,280.706689827406,526.998655477494,377.544589420974,377.544589420974,342.416407610141,620.609032142481,319.286833320911,397.144654256561,227.009896434043,234.172114987064,490.494177761671,484.474906487197,704.398035120568,444.693926547992,1765.89105692192,542.642821602434,244.147166303775,405.85315516699,394.568723399883,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606,412.814537097606
"NDST1",312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,312.827844806663,1362.79056087986,90.8399919045068,638.732648204993,248.791503059857,102.260193384739,358.911695886565,162.124596655259,87.5951504791091,267.711019905754,89.3309764237011,248.791503059857,148.26699841065,92.775820476221,115.652474338797,87.1536450449945,166.440797183784,135.265720575031,88.9339978253179,1121.58442734939,90.8399919045068,926.427691294852,263.606690949463,485.739614862529,84.7671236044029,209.972803074892,6222.85583337754,759.264261529074,5200.38569348441,1181.79546437988,876.372195211714,87.6464071804651,7559.8357748588,163.752607578484,1623.11396155826,85.4980186005489,1924.53559763658,88.1327110610541,2712.63358408537,160.609055615673,86.7104873651318,138.978371650796,1623.11396155826,88.3358999602509,312.827844806664,312.827844806664,312.827844806664,312.827844806664,312.827844806664,312.827844806664,312.827844806664,312.827844806664,312.827844806664,312.827844806664,312.827844806664,312.827844806664,312.827844806664,312.827844806664,312.827844806664
"NDUFA1",452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,452.08821372289,1013.86809346702,667.187874361181,662.53102332278,930.186616698699,188.327628346968,1377.98976430521,469.902510596617,441.693289628908,270.100131750918,164.621901063501,629.868973354346,293.649155596836,267.966806510613,212.882383747638,964.694961441834,163.711667673529,1344.95567341112,163.894040558181,842.840206826372,167.388681879563,1485.31033866897,922.619852737035,540.833885214483,806.412532385918,1171.95020559856,508.858193538746,730.319069298853,164.802996068877,593.137017431464,373.971510237808,431.00089992859,168.893740679779,158.738343977437,1224.43044314488,157.594170527422,556.15725020277,162.424880781009,258.961047800148,164.167644237984,922.619852737035,161.533242315596,1699.43924479139,1355.60873784272,452.088213722889,452.088213722889,452.088213722889,452.088213722889,452.088213722889,452.088213722889,452.088213722889,452.088213722889,452.088213722889,452.088213722889,452.088213722889,452.088213722889,452.088213722889,452.088213722889,452.088213722889
"NEFL",156.559286992254,156.559286992254,156.559286992254,156.559286992254,156.747330720992,156.559286992254,156.559286992254,156.559286992254,156.559286992254,156.559286992254,156.559286992254,156.559286992254,156.559286992254,156.559286992254,156.559286992254,156.559286992254,156.559286992254,156.559286992254,156.559286992254,156.559286992254,156.559286992254,156.559286992254,116.86695697153,164.143157336553,282.228169303333,102.634794543389,146.662036531212,134.292034158931,714.547932393199,208.954652257793,140.537605429571,140.537605429571,101.837373877776,130.959163099759,149.837594481102,143.58937142615,145.479122646315,166.935013223314,133.193736039718,166.935013223314,106.438788601619,145.966815501419,158.525142563304,162.032251162018,160.20394166988,141.252567885234,141.252567885234,154.063916466183,157.228295945063,158.346308376789,151.112953660777,160.793664365787,154.423648198797,151.112953660777,151.112953660777,141.252567885234,157.559586977748,159.791404003066,154.540697403879,160.066565630236,154.540697403879,162.032251162018,163.236421708169,159.509804786727,160.419009974047,154.063916466183,158.525142563304,162.706939966762,155.992026575251,160.928327681355,154.423648198797,160.20394166988,158.525142563304,163.476439313816,155.786894844815,154.829867655338,154.829867655338,154.977298296603,159.065762424149,155.992026575251,160.419009974047,156.722386316117,158.525142563304,162.706939966762,159.309064005277,156.567829569501,156.567829569501,156.567829569501,156.567829569501,156.567829569501,156.567829569501,156.567829569501,156.567829569501,156.567829569501,156.567829569501,156.567829569501,156.567829569501,156.567829569501,156.567829569501,156.567829569501
"NEK6",850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534803,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,850.560108534808,1687.14659952443,365.895980122565,337.518204795947,415.879315905179,314.52453136448,1410.66256062994,1578.4881551951,1544.78973002402,772.551687893235,1107.53635044254,1032.01589484884,1896.24810112577,1128.09870851396,1196.37179140723,414.74016345336
"NELL2",1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963279,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.94016963281,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,1590.9401696328,229.749524700495,6693.66569558324,3044.63122936606,20408.2473287734,8022.8245747025,221.317572077393,221.478920403972,343.014809188212,2768.47024102552,3702.04048537856,2623.61193845094,2510.39669000907,4134.24716493343,444.258872398315,654.022545315059
"NEURL1",247.803172463165,247.803172463165,247.803172463165,247.803172463165,247.803172463165,247.803172463165,247.803172463165,247.803172463165,247.803172463165,247.803172463165,247.803172463165,247.803172463165,247.803172463165,247.803172463165,247.803172463165,247.569890568638,247.803172463165,247.803172463165,247.803172463165,247.803172463165,247.803172463165,247.803172463165,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.792563992634,247.141911087807,247.141911087807,247.141911087807,247.141911087807,251.714171163427,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,271.574428040334,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.141911087807,247.249515541007,247.141911087807,247.141911087807,191.579542304404,202.719311180593,349.113083595961,213.645129963225,325.231003812683,1275.10762679803,233.127377434186,168.486179530772,230.827937011791,198.377557542547,213.370139073352,214.195628197684,203.571247527495,195.401177197093,206.568633122853
"NFAM1",259.687878534008,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.145106709062,260.12430622323,260.12430622323,260.12430622323,260.12430622323,260.12430622323,260.12430622323,260.12430622323,260.12430622323,260.12430622323,260.12430622323,260.12430622323,260.12430622323,260.12430622323,260.12430622323,260.12430622323,260.12430622323,260.12430622323,260.12430622323,260.12430622323,260.12430622323,259.460467754337,259.460467754337,259.460467754337,259.460467754337,264.51722519812,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,284.053710645026,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,259.460467754337,326.492742117493,179.545787732692,113.437025518009,181.900989749212,105.747420131844,4339.1291523267,6348.48057112388,180.962398290852,197.941841651997,126.528605947762,144.452801314845,139.385190583773,132.018215907747,204.195621789265,190.030009519474
"NFATC2",2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,2223.24178125476,1869.24535166719,3186.02882097824,1791.09227826286,2513.88235916828,1433.83229369434,345.437115054296,255.510040688752,6230.30935702501,3778.97931690949,4119.42818985846,3572.04511621277,4230.14193090783,4103.55678969919,2689.30505795101,2906.11623989596
"NFE2",69.0872152691975,72.6395282848748,92.2039483521965,281.086965752414,170.517004659897,133.986964417727,82.1387515857053,181.791183546786,159.784383259646,163.101646935468,279.945311471801,212.961998529798,2896.79079822053,141.842234645949,134.912929080473,254.850346129877,92.4748183785036,88.3384223883768,651.340719628448,323.049345021519,430.040984358568,2849.24287903626,215.354025338599,215.354025338599,215.354025338599,215.354025338599,215.354025338599,215.354025338599,215.354025338599,215.354025338599,215.354025338599,215.354025338599,215.354025338599,215.354025338599,215.354025338599,215.354025338599,215.354025338599,215.354025338599,215.354025338599,215.354025338599,215.354025338599,215.354025338599,214.682228242102,218.189148227064,215.712477074956,222.030829496222,231.893427749098,214.682228242102,214.682228242102,214.682228242102,214.682228242102,216.591166249842,214.682228242102,214.682228242102,214.682228242102,187.078800000156,214.682228242102,214.951407380941,214.682228242102,215.457642496623,214.682228242102,218.189148227064,219.465507465582,214.682228242102,215.963938359537,214.682228242102,214.682228242102,218.935575485438,214.682228242102,216.646020459745,214.682228242102,215.712477074956,214.76212535707,219.629858261311,214.682228242102,214.682228242102,214.682228242102,214.682228242102,214.682228242102,214.682228242102,215.963938359537,214.682228242102,214.682228242102,218.935575485438,214.682228242102,163.112377679184,167.161410811821,142.279009308989,176.795064452824,144.766783749629,538.537363645211,1228.54856383409,189.407683385324,179.930743513856,191.882721241023,178.653283328646,202.434470126432,210.701521520969,183.98173656891,163.769289307239
"NFIL3",762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495388,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,762.062178495389,600.784362048805,595.859705789604,1241.17169633916,542.28788633409,757.431086206422,1487.5298371709,4491.51239473331,1644.89918309563,474.597955198676,546.764712153966,546.427053867321,428.816263741226,723.456269626325,359.633039662425,533.302381653506
"NFKB1",2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,2409.6804000386,1703.43097362125,2736.24547890692,16204.4555655861,3855.41759468638,19897.2740195095,700.362561432532,637.494029860051,921.038995421874,2282.43929300724,2239.16974753861,2485.20092337134,2547.63204266484,2653.33847665229,1372.56597667344,1905.21720037244
"NFKBID",528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.376922526257,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,528.37692252626,1374.93455853631,329.119839632525,7994.45697171473,351.232867481914,6949.51930962343,263.254367274462,482.164698847589,324.625980040521,338.267664209427,284.92982601062,271.710487404134,289.51877538228,255.382349407434,301.965854838186,324.625980040521
"NHSL2",284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692606,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.469119692607,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,296.840099179268,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,284.18092173491,179.860730367238,129.962315287985,149.94818012758,152.55830486509,154.778825913696,416.382468557914,395.857930520441,517.495402787681,246.235119071566,456.4178904628,548.963032801499,511.470108313239,586.212921055214,330.461572486177,148.526608928539
