gene,1,2,3,4,5,6,7,8
MIR583,0,0,0,0,0,0,0,0
MIR585,0,0,0,0,0,0,0,0
MIR586,0,0,0,0,0,0,0,0
MIR589,17,8,0,2,1,7,9,8
MIR590,168,187,122,215,203,252,187,222
MIR591,0,0,0,0,0,0,0,0
MIR592,0,0,0,0,0,0,0,0
MIR593,0,1,0,1,4,1,10,5
MIR595,0,0,0,0,0,0,0,0
MIR596,0,0,0,0,1,1,5,0
MIR597,4,0,0,3,0,8,2,0
MIR598,0,1,0,0,0,0,4,0
MIR599,0,0,0,0,0,0,0,0
MIR600,0,0,0,0,0,0,0,0
MIR600HG,574,598,422,503,559,618,671,684
MIR601,0,0,1,0,0,0,1,0
MIR602,5,0,5,0,8,1,0,0
MIR603,0,0,0,0,0,0,0,0
MIR604,0,0,0,0,0,0,0,2
MIR605,0,0,0,0,0,0,0,0
MIR608,0,0,0,0,0,0,0,0
MIR609,0,0,0,0,0,0,0,0
MIR610,0,0,0,0,0,0,0,0
MIR611,0,0,0,2,0,0,0,0
MIR612,48,18,33,27,34,33,8,14
MIR613,0,0,0,0,0,0,6,0
MIR614,0,0,0,0,0,0,0,0
MIR615,0,0,0,0,0,0,0,0
MIR617,0,0,0,0,0,0,0,0
MIR618,0,0,0,0,0,0,0,0
MIR620,0,0,0,0,0,0,0,0
MIR621,0,0,0,0,0,0,0,0
MIR622,0,0,0,0,0,0,0,0
MIR623,39,3,22,22,1,19,10,12
MIR624,0,14,0,1,0,0,1,4
MIR626,0,0,0,0,6,0,1,0
MIR627,0,0,0,0,0,0,0,0
MIR628,21,40,31,40,24,31,26,32
MIR629,0,0,0,0,0,0,0,0
MIR630,2,4,0,2,1,3,13,16
MIR631,95,68,62,37,59,83,70,49
MIR632,0,0,2,3,0,0,0,1
MIR634,0,0,0,0,0,0,4,1
MIR635,67,53,36,119,23,48,59,80
MIR636,0,1,0,1,1,1,1,6
MIR637,10,7,24,16,3,27,18,33
MIR638,0,0,0,0,0,0,7,1
MIR639,0,0,0,1,0,0,6,0
MIR641,49,29,24,39,32,34,30,67
MIR642A,0,0,1,0,0,0,1,0
MIR642B,0,0,0,0,0,0,0,0
MIR643,7,1,19,21,7,10,7,5
MIR644A,0,3,0,8,0,2,7,0
MIR644B,0,0,0,0,0,0,0,0
MIR645,32,24,11,40,33,35,36,20
MIR647,55,105,111,84,73,149,78,141
MIR648,0,0,0,0,1,1,1,0
MIR650,0,0,0,0,0,0,0,0
MIR651,0,0,0,0,0,0,0,0
MIR653,0,0,0,0,0,0,0,0
MIR654,0,0,0,0,0,0,0,0
MIR655,0,0,0,0,0,0,0,0
MIR656,0,0,0,0,0,0,0,0
MIR657,0,0,0,0,0,0,0,0
MIR658,0,0,0,4,0,0,0,0
MIR659,0,6,0,0,0,1,10,5
MIR660,0,0,0,0,0,0,0,0
MIR661,0,0,0,7,0,1,4,0
MIR662,0,0,0,0,0,0,0,0
MIR663A,0,0,5,4,16,1,0,0
MIR663B,0,0,0,0,0,0,0,0
MIR664,0,0,0,0,0,0,0,0
MIR665,0,0,0,0,0,0,0,0
MIR668,0,0,0,0,0,0,0,0
MIR670,0,0,0,0,0,0,0,0
MIR671,0,0,0,0,0,0,0,0
MIR675,0,0,0,0,0,0,0,0
MIR676,0,0,0,0,0,0,0,0
MIR7-1,162,213,123,237,220,182,244,199
MIR7-2,0,0,0,0,0,0,0,0
MIR7-3,0,0,0,0,0,0,0,1
MIR7-3HG,0,0,0,0,0,0,0,6
MIR708,0,0,0,0,0,0,0,0
MIR711,0,0,0,0,0,0,0,0
MIR718,18,0,0,0,5,0,0,0
MIR744,0,0,0,0,0,5,0,0
MIR758,0,0,0,0,0,0,0,0
MIR759,0,0,0,0,0,0,0,0
MIR760,1,7,0,0,1,2,5,0
MIR761,0,0,0,0,0,0,0,0
MIR762,0,0,0,0,0,0,0,0
MIR764,0,0,0,0,0,0,0,0
MIR765,3,3,5,9,19,5,3,2
MIR766,25,9,16,21,1,9,2,24
MIR767,0,0,0,0,0,0,0,0
MIR769,0,0,8,1,3,0,0,0
MIR770,0,0,0,0,0,0,0,0
MIR802,0,0,0,0,0,0,0,0
MIR873,0,0,0,0,0,0,0,0
MIR874,3,2,1,1,0,0,4,10
MIR875,0,0,0,0,0,0,12,0
MIR876,0,0,0,0,0,0,0,0
MIR877,0,0,0,0,0,0,0,0
MIR885,0,0,0,0,0,0,0,0
MIR888,0,0,0,0,0,0,0,0
MIR889,0,0,0,0,0,0,0,0
MIR890,0,0,0,0,0,0,0,0
MIR891A,0,0,0,0,0,0,0,0
MIR891B,0,0,0,0,0,0,0,0
MIR892A,0,0,0,0,0,0,0,0
MIR892B,0,0,0,0,0,0,0,0
MIR9-1,0,0,0,0,0,4,0,0
MIR9-2,0,0,0,0,0,0,0,0
MIR9-3,0,0,0,0,0,0,0,0
MIR920,0,0,0,0,0,0,0,0
MIR921,0,0,0,0,0,0,0,0
MIR922,0,0,0,0,0,0,0,0
MIR92A1,0,0,0,0,0,0,0,0
MIR92A2,0,0,0,0,0,0,0,0
MIR92B,0,4,0,3,13,5,0,3
MIR93,17,26,3,30,30,10,14,4
MIR933,0,0,4,0,0,0,1,0
MIR934,0,0,0,0,0,0,0,0
MIR935,0,0,0,0,0,0,0,0
MIR936,0,0,0,0,0,0,0,0
MIR937,0,0,0,0,0,0,0,0
MIR938,0,0,0,0,0,0,1,0
MIR939,0,0,0,0,0,0,0,0
MIR940,0,4,2,12,5,6,1,1
MIR941-1,6,0,0,1,0,2,0,4
MIR941-2,0,0,0,0,0,0,0,0
MIR941-3,0,0,0,0,0,0,0,0
MIR941-4,0,0,0,0,0,0,0,0
MIR942,0,0,0,0,0,0,0,0
MIR943,22,2,1,3,0,7,0,3
MIR944,0,0,0,0,0,0,0,0
MIR96,0,0,0,0,0,0,1,0
MIR98,0,0,0,4,0,0,3,2
MIR99A,0,0,0,0,0,0,0,1
MIR99B,0,0,0,0,0,0,0,0
MIRLET7A1,0,8,0,17,0,8,1,0
MIRLET7A2,0,0,0,0,0,0,0,0
MIRLET7A3,0,0,0,0,0,0,0,0
MIRLET7B,0,0,0,0,0,0,0,0
MIRLET7BHG,324,253,259,335,436,330,282,371
MIRLET7C,0,0,0,0,0,0,0,0
MIRLET7D,79,29,11,25,24,30,36,26
MIRLET7DHG,154,199,96,80,146,127,154,198
MIRLET7E,0,0,3,1,0,0,0,0
MIRLET7F1,0,8,0,9,1,13,2,4
MIRLET7F2,0,0,0,0,0,0,0,0
MIRLET7G,0,4,0,14,4,7,6,6
MIRLET7I,7,1,2,16,4,22,13,14
MIS12,2845,2676,3017,3413,2928,2908,3256,3157
MIS18A,231,311,251,412,303,435,456,418
MIS18BP1,1840,3932,2367,3808,2587,4064,2625,3345
MITD1,1561,2186,1741,2147,2139,2556,2253,2309
MITF,11,10,0,6,17,0,9,0
MIXL1,0,0,4,0,5,0,0,0
MKI67,519,1890,535,1477,184,1328,115,1286
MKI67IP,1652,1941,1864,2120,1499,1804,2049,1965
MKKS,1214,1274,1675,1723,1831,1411,1403,1731
MKL1,11041,9744,8870,11682,8465,8274,8753,11978
MKL2,2040,2130,1718,2256,1711,1942,2294,2637
MKLN1,5041,5721,4995,6212,5267,5986,7218,5339
MKNK1,3207,2640,2332,3046,2916,3115,2883,3059
MKNK1-AS1,38,45,78,74,60,31,54,42
MKNK2,24376,19964,18970,22512,22259,20658,16845,26939
MKRN1,18242,17540,17971,23083,16256,16711,16214,19761
MKRN2,2467,2747,2423,3320,2463,2657,2327,2856
MKRN3,427,301,266,280,63,121,354,441
MKRN7P,0,0,0,0,0,0,0,0
MKRN9P,0,0,0,0,0,0,1,0
MKS1,1082,877,954,1063,1045,799,967,1065
MKX,0,0,0,0,0,0,4,0
MLANA,161,111,110,97,107,118,156,139
MLC1,61,77,36,39,14,32,14,84
MLEC,4042,3958,3743,4501,3744,3526,3619,4656
MLF1,157,128,184,200,143,230,152,221
MLF1IP,206,550,193,513,128,406,196,399
MLF2,7033,6398,5698,6563,5360,5704,4819,7299
MLH1,2537,2282,2066,2854,2148,1890,2003,2184
MLH3,2104,2367,1635,2419,2008,1921,2197,1963
MLIP,0,0,0,0,0,0,0,0
MLIP-IT1,0,0,0,0,0,0,0,0
MLK7-AS1,1,2,15,1,2,6,1,0
MLKL,3855,4106,3889,5428,4505,4153,3211,4000
MLL,32224,26518,26559,31592,27761,25187,29298,32690
MLL2,25823,20424,20925,25090,21581,20339,24318,27425
MLL3,15531,13770,13260,15467,13444,12804,16479,16548
MLL4,21824,18717,17813,22020,17496,17960,16100,21977
MLL5,35262,33498,31637,40208,34948,34869,36479,37265
MLLT1,6756,5871,5216,6023,6076,5147,5368,7108
MLLT10,9717,9467,8164,10344,8436,8691,8298,9344
MLLT10P1,48,33,9,61,16,36,43,24
MLLT11,563,740,666,857,713,921,784,751
MLLT3,8339,6752,6731,7298,5819,6395,6973,7848
MLLT4,3950,3643,1597,1563,3375,2993,1587,1447
MLLT4-AS1,11,3,0,1,0,5,3,7
MLLT6,129070,99515,102015,111061,113281,91035,100974,126667
MLN,0,0,4,0,6,2,3,0
MLNR,0,0,0,0,0,1,0,1
MLPH,0,0,0,0,0,0,0,0
MLST8,2390,2179,1745,2396,1879,2162,2011,2059
MLX,3355,3070,3128,3748,3475,3066,2843,4018
MLXIP,14701,11587,11471,12419,12118,10024,11875,15784
MLXIPL,0,0,0,0,0,9,1,0
MLYCD,511,551,437,620,329,431,541,678
MMAA,656,646,667,936,588,588,533,599
MMAB,1412,1120,958,1147,1197,988,934,908
MMACHC,177,100,119,119,132,49,130,163
MMADHC,3899,3852,3548,4714,2757,4269,3397,4109
MMD,1232,1199,941,1239,1205,1479,1342,1099
MMD2,0,0,0,0,0,0,0,0
MME,0,6,90,102,0,17,21,37
MMEL1,42,38,35,33,45,59,11,35
MMGT1,2369,3228,2974,3924,2753,4488,3807,3536
MMP1,0,0,0,0,0,0,0,0
MMP10,0,0,0,0,0,0,0,0
MMP11,380,147,174,189,211,124,136,170
MMP12,0,0,0,0,0,0,0,0
MMP13,6,0,0,0,0,0,0,0
MMP14,96,153,122,221,134,155,131,145
MMP15,34,59,129,94,52,71,49,71
MMP16,0,0,0,1,0,0,0,0
MMP17,30,26,36,24,16,15,13,5
MMP19,0,2,0,0,6,7,5,12
MMP2,0,0,0,0,0,0,0,0
MMP20,0,0,0,0,0,0,0,0
MMP21,83,77,42,63,22,37,37,43
MMP23A,13,47,88,90,60,50,37,51
MMP23B,52,30,25,33,0,14,13,16
MMP24,1310,1309,1508,1409,1098,1022,1246,1297
MMP25,1413,1192,945,987,1412,1255,1045,1164
MMP26,0,0,0,0,0,0,0,0
MMP27,0,0,0,0,0,0,0,0
MMP28,634,322,204,152,408,293,425,650
MMP3,0,0,0,0,0,0,0,0
MMP7,0,0,0,0,0,0,0,0
MMP8,0,0,0,0,0,0,0,0
MMP9,28,80,51,128,21,52,57,129
MMRN1,27,32,23,37,66,55,94,76
MMRN2,34,20,42,44,53,58,43,33
MMS19,10010,8087,7628,9511,7728,8136,7611,9179
MMS22L,738,1068,665,1192,852,995,994,928
MN1,42,41,17,37,24,47,31,32
MNAT1,737,1100,818,984,920,808,904,905
MND1,1,51,41,33,0,24,4,44
MNDA,87,180,33,68,35,27,93,54
MNF1,680,822,676,756,803,797,712,942
MNS1,2,3,1,0,6,8,10,3
MNT,4925,3602,3587,4092,3476,3448,3656,4192
MNX1,0,4,0,0,0,6,1,0
MOAP1,13438,12463,13107,16057,11017,12359,10860,15469
MOB1A,4659,5067,4972,7304,5175,6045,4645,5809
MOB1B,1147,1425,1108,1644,1250,2220,1761,1533
MOB2,2713,2431,2706,2927,2316,2833,1874,2863
MOB3A,8856,7179,7669,9131,7854,6350,7118,9605
MOB3B,97,54,100,79,128,62,71,113
MOB3C,1463,1182,1444,1499,1347,1181,1093,1629
MOB4,6,9,1,0,8,1,0,6
MOBP,0,6,4,2,8,11,3,13
MOCOS,8,2,0,9,19,1,18,0
MOCS1,138,84,30,75,85,66,54,141
MOCS2,1366,1486,1532,1801,1581,1536,1467,1673
MOCS3,303,298,236,311,241,232,295,248
MOG,49,46,27,53,17,24,10,11
MOGAT1,0,0,0,0,0,0,0,0
MOGAT2,0,0,0,0,0,0,0,0
MOGAT3,0,0,3,0,0,6,4,0
MOGS,8658,7589,8652,9799,7595,6834,7366,9574
MOK,101,86,108,47,80,62,79,66
MON1A,483,475,488,616,505,378,326,535
MON1B,4548,3864,3802,4329,3885,3701,3475,4307
MON2,5371,6318,4713,6605,5801,5829,6798,6358
MORC1,0,0,0,0,0,3,0,0
MORC2,6642,5899,5471,7139,5672,5084,6152,6868
MORC2-AS1,1856,1857,1337,1648,1688,1623,1742,1856
MORC3,7744,9324,8571,11249,9949,11451,11860,12196
MORC4,1676,1733,1651,1962,1470,1299,1634,1688
MORF4L1,17704,19327,18915,22791,16732,20371,19018,20451
MORF4L2,3711,4048,3762,4841,3947,5043,4136,4011
MORF4L2-AS1,147,170,80,105,204,189,195,121
MORN1,248,184,266,221,275,186,259,276
MORN2,55,73,27,79,30,38,45,67
MORN3,396,673,620,889,407,542,825,1073
MORN4,129,84,42,78,30,35,86,70
MORN5,0,0,0,0,0,0,0,0
MOS,0,0,0,0,0,0,0,0
MOSPD1,373,583,448,627,405,500,601,529
MOSPD2,422,473,1335,1595,356,491,1176,998
MOSPD3,1276,1079,1019,1099,731,1035,926,1192
MOV10,8236,6913,6459,8264,6153,6451,6271,7950
MOV10L1,0,0,0,0,0,0,0,4
MOXD1,6,0,0,2,0,0,0,0
MOXD2P,4,0,0,1,0,0,0,3
MPC1,1352,1503,1598,1670,1490,1758,1575,1790
MPC1L,0,0,1,1,0,0,0,8
MPC2,1781,2472,2289,2976,1966,2771,1876,2368
MPDU1,1821,1819,1505,2026,1421,1563,1163,1867
MPDZ,0,0,0,0,0,3,0,0
MPEG1,596,512,30,167,135,92,254,323
MPG,2112,2124,2038,2199,1864,2105,1332,2084
MPHOSPH10,3088,4019,3343,4445,3468,3954,4078,3813
MPHOSPH6,873,1037,681,902,1136,1248,1490,1383
MPHOSPH8,21194,21952,21140,23924,22015,22149,25726,26836
MPHOSPH9,3601,3751,3075,4586,3623,3602,3672,4493
MPI,3641,3595,3630,4359,3445,2849,3385,3473
MPL,34,18,8,11,8,29,14,17
MPLKIP,639,608,772,783,549,687,674,738
MPND,1356,1178,930,1290,1081,1138,915,1098
MPO,0,0,0,4,0,0,1,3
MPP1,1127,702,812,870,888,611,702,750
MPP2,197,153,216,102,215,112,121,110
MPP3,13,12,18,18,15,2,8,12
MPP4,6,0,4,0,0,2,1,4
MPP5,1802,1756,1420,1837,1594,1945,2018,1981
MPP6,826,727,746,810,838,674,871,1110
MPP7,3059,2972,2622,3350,3412,3096,3258,3203
MPPE1,2952,3059,2129,3053,3183,2811,2519,3095
MPPED1,0,0,0,0,0,0,0,0
MPPED2,13,6,1,17,6,9,26,19
MPRIP,31871,30375,29280,33886,31328,30207,32533,39916
MPST,380,597,351,603,491,630,178,477
MPV17,1754,1692,1535,2126,1649,1542,1583,1989
MPV17L,11,1,15,9,17,2,6,5
MPV17L2,384,310,274,403,193,341,299,375
MPZ,154,115,126,181,142,135,126,122
MPZL1,664,351,579,514,502,417,480,528
MPZL2,52,73,24,28,40,71,35,18
MPZL3,673,591,599,770,500,530,575,585
MR1,5009,4546,4373,6042,4228,4193,3896,5251
MRAP,0,0,4,1,1,5,2,0
MRAP2,0,4,0,0,0,0,0,0
MRAS,16,27,11,13,9,2,15,14
MRC1,45,62,27,57,59,78,2,26
MRC2,1004,1830,1944,2869,1131,1621,979,1770
MRE11A,1797,2728,2688,3954,2256,2504,2645,2627
MREG,391,526,410,457,593,821,428,537
MRFAP1,9724,10655,12383,14002,9251,11144,10294,10692
MRFAP1L1,3876,4193,4477,5164,3778,4068,4334,3810
MRGBP,1313,1349,1165,1346,1179,1461,1059,1227
MRGPRD,28,28,72,111,15,86,9,35
MRGPRE,0,0,0,0,0,0,0,0
MRGPRF,0,0,0,0,1,0,0,0
MRGPRG,0,0,0,0,0,0,0,0
MRGPRG-AS1,0,0,0,0,0,0,0,0
MRGPRX1,0,0,0,0,0,0,0,0
MRGPRX2,0,0,0,0,0,1,0,0
MRGPRX3,94,87,87,114,84,103,106,131
MRGPRX4,0,0,0,0,0,0,0,0
MRI1,2903,2728,4328,5174,3160,2924,5125,5923
MRM1,423,397,295,336,355,289,334,424
MRO,0,0,0,0,0,0,0,0
MROH1,9049,8381,6996,8600,8000,7808,7025,9143
MROH2B,0,0,0,0,0,0,0,0
MROH5,56,28,31,28,31,19,23,26
MROH6,696,465,728,793,1605,1234,548,997
MROH7,21,0,0,0,0,1,0,0
MROH8,76,90,118,101,82,82,92,85
MROH9,0,0,0,0,0,0,0,0
MRP63,1929,1925,1854,2177,1698,1964,1949,2353
MRPL1,1330,1397,1539,1854,1425,1653,1611,1369
MRPL10,4166,3976,3088,4185,2303,2929,2268,3217
MRPL11,2006,1883,1988,2537,2191,2108,1486,2263
MRPL12,867,1040,1093,1355,1048,1220,658,1203
MRPL13,732,904,736,927,548,667,644,744
MRPL14,609,703,744,939,924,928,619,937
MRPL15,691,884,774,1190,568,714,730,873
MRPL16,1881,1924,1616,2022,1370,1711,1534,1702
MRPL17,858,933,707,728,782,747,814,784
MRPL18,1125,1004,1334,1491,1259,1374,1388,1413
MRPL19,1420,1615,1123,1722,1363,1526,1539,1714
MRPL2,1099,1258,1120,1370,1040,1085,1001,1316
MRPL20,1748,1880,2066,2246,2005,1650,2045,2244
MRPL21,1248,1081,1210,1667,1273,1248,999,1353
MRPL22,875,924,848,1119,848,827,808,933
MRPL23,1756,1955,1971,2401,1640,2041,1595,1895
MRPL23-AS1,13,19,35,33,36,13,17,37
MRPL24,1418,1638,1635,1928,1609,1380,1408,1693
MRPL27,359,466,448,674,320,469,289,614
MRPL28,1909,2227,1925,2426,1790,2172,1531,2147
MRPL3,2745,2630,2648,3349,2896,3163,2840,3074
MRPL30,1993,2052,1764,2253,1928,2031,2040,2415
MRPL32,1524,1711,1436,1730,1267,1917,1731,1961
MRPL33,1584,1643,1563,2218,1416,1706,1389,1545
MRPL34,1939,1665,1970,2064,1851,2113,1682,2156
MRPL35,898,878,836,1152,980,1037,1129,1223
MRPL36,522,484,347,532,409,501,417,530
MRPL37,2511,2543,2520,3425,2287,2528,1791,2790
MRPL38,5874,5020,4197,5194,3877,4367,4259,5336
MRPL39,663,773,636,977,746,694,702,726
MRPL4,3005,2743,2151,2975,2283,2775,2364,3002
MRPL40,1132,938,1062,1221,1003,1032,986,1056
MRPL41,4156,4452,3590,4157,2770,3604,3172,4408
MRPL42,1734,2196,1984,2676,1640,2990,2844,2794
MRPL42P5,42,97,36,71,48,31,88,28
MRPL43,2379,2497,2318,2521,2224,2364,1990,2450
MRPL44,3312,3290,3135,3538,2637,3031,2663,3538
MRPL45,2632,2319,2290,2767,2263,2272,2213,2245
MRPL45P2,371,362,361,418,349,342,379,343
MRPL46,976,892,948,1153,661,804,703,794
MRPL47,1491,1555,1509,2165,1211,1643,1306,1779
MRPL48,1248,1271,1396,1685,1334,1287,1058,1403
MRPL49,3838,3228,3674,4203,2964,3091,2775,3497
MRPL50,582,674,913,976,456,709,594,644
MRPL51,1112,1127,1189,1555,1241,1334,890,1404
MRPL52,1150,1089,1303,1621,1185,1258,1055,1443
MRPL53,1536,1459,1257,1688,1281,1127,1421,1566
MRPL54,3121,2919,3937,4524,2212,2712,2235,3191
MRPL55,1912,1596,1771,1929,1668,1980,1471,2203
MRPL9,4902,4448,3976,5216,3650,4153,3692,4816
MRPS10,1383,1782,1845,2535,1666,1897,2144,1973
MRPS11,902,922,801,1131,925,1052,770,972
MRPS12,781,893,970,1246,907,1005,658,1034
MRPS14,763,953,907,979,804,853,996,891
MRPS15,2956,2506,2798,3353,2487,2625,1921,2683
MRPS16,3445,3598,3593,4082,2954,3492,2891,3409
MRPS17,296,266,261,318,202,325,209,343
MRPS18A,753,863,841,1158,749,736,575,949
MRPS18B,2275,2334,2149,2418,1517,1492,1615,2051
MRPS18C,197,298,248,337,212,301,310,305
MRPS2,3123,2589,2262,2698,2209,2158,1790,2780
MRPS21,4077,4020,3638,4360,3736,3980,3523,4595
MRPS22,1861,1824,1612,2141,1661,1796,1565,1671
MRPS23,1081,922,946,1372,862,917,1008,985
MRPS24,4,19,3,5,6,15,5,22
MRPS25,5951,5333,3948,5090,4773,5088,4952,5813
MRPS26,1419,1525,1659,1578,1604,1442,1255,1746
MRPS27,3732,3774,3531,4201,3210,3618,3066,3389
MRPS28,481,468,526,758,478,499,455,515
MRPS30,2831,3243,3005,3382,2741,3380,2944,3399
MRPS31,1779,1634,1943,2519,1692,1435,1816,2096
MRPS31P5,1901,1659,1561,2342,1798,1667,2202,1904
MRPS33,1122,1019,1297,1511,1062,1059,881,1205
MRPS34,3436,3928,4090,4616,2790,3415,2725,4006
MRPS35,2483,2546,2259,3170,2142,2508,2296,2630
MRPS36,676,857,924,1062,746,802,702,945
MRPS5,3562,3799,3379,4056,3428,3887,3163,4357
MRPS6,1706,2009,1495,1575,1763,1920,1382,2130
MRPS7,2250,1939,2155,2788,2060,2103,1656,2166
MRPS9,1536,1791,1321,1657,1469,1818,1743,1909
MRRF,1797,1626,1593,1823,1709,1574,1469,1730
MRS2,1652,2100,1647,1964,1894,1993,1844,1890
MRS2P2,214,274,276,247,127,543,403,178
MRTO4,1985,1924,1761,2037,1700,1844,1512,1839
MRVI1,0,10,0,10,0,2,1,0
MRVI1-AS1,0,0,3,0,0,0,0,0
MS4A1,204,302,98,90,470,549,335,143
MS4A10,0,0,0,0,0,0,0,3
MS4A12,0,0,0,2,0,0,0,0
MS4A13,0,0,0,0,0,0,0,0
MS4A14,0,13,1,14,12,6,15,1
MS4A15,0,0,0,0,0,0,0,0
MS4A2,0,0,0,0,2,3,0,0
MS4A3,0,0,0,0,0,0,0,0
MS4A4A,1,15,0,0,0,0,0,13
MS4A5,0,0,0,0,0,0,0,0
MS4A6A,161,170,36,105,148,93,445,384
MS4A6E,0,0,0,0,0,0,0,0
MS4A7,54,161,0,26,8,22,55,23
MS4A8B,0,0,0,0,0,0,0,0
MSANTD1,75,65,45,38,55,77,45,41
MSANTD2,1079,1034,928,1119,1279,1011,977,1085
MSANTD3,769,724,533,585,816,838,474,498
MSANTD3-TMEFF1,0,0,0,0,0,0,0,0
MSANTD4,678,953,773,1042,974,1012,967,1066
MSC,151,175,174,122,96,120,68,73
MSGN1,0,0,0,0,0,0,0,0
MSH2,2400,3278,2271,2865,2564,2675,2749,2993
MSH3,1735,2757,1975,2610,1510,1876,1487,1720
MSH4,18,38,9,21,23,17,54,16
MSH5,11,1,0,2,0,1,9,7
MSH5-SAPCD1,83,111,66,84,80,127,56,49
MSH6,4236,4244,3754,5154,3742,3886,4076,4375
MSI1,5,0,0,0,0,2,1,1
MSI2,3017,2578,2393,3142,2637,2587,2675,3082
MSL1,16246,14515,16312,17196,16361,14054,15936,19188
MSL2,10067,11042,10779,14438,10524,12040,10974,14295
MSL3,11242,11057,8650,11511,10305,10690,11144,13166
MSL3P1,69,189,97,171,68,162,101,133
MSLN,0,0,13,0,0,0,0,4
MSMB,0,0,0,1,0,0,0,3
MSMO1,467,1083,665,939,657,1046,789,814
MSMP,843,573,775,758,837,575,616,716
MSN,83616,80840,77495,96250,76299,75996,62023,88928
MSR1,0,0,0,3,0,0,22,0
MSRA,1403,1142,1228,1584,1075,936,1022,1189
MSRB1,344,449,299,434,316,325,364,379
MSRB2,425,244,345,489,391,276,247,367
MSRB3,0,8,10,4,9,18,5,4
MSS51,772,663,425,527,614,650,601,513
MST1,602,429,513,423,506,614,427,520
MST1L,181,161,134,180,234,240,769,709
MST1P2,1238,931,291,459,772,615,553,701
MST1R,65,83,45,79,62,27,63,113
MST4,4182,4311,3937,5052,4435,5785,4640,4781
MSTN,6,9,18,18,13,5,4,31
MSTO1,155,134,108,97,95,123,109,177
MSTO2P,1826,1552,1463,1529,1814,1396,1724,1744
MSX1,0,0,0,0,0,6,0,1
MSX2,11,5,5,2,24,1,9,12
MSX2P1,387,258,435,398,329,269,421,278
MT1A,0,0,0,3,0,0,0,0
MT1B,0,0,0,0,0,0,0,0
MT1DP,0,12,26,1,11,4,4,2
MT1E,46,43,67,42,34,59,74,163
MT1F,147,217,364,373,142,248,207,303
MT1G,0,1,0,5,0,0,1,0
MT1H,0,0,0,0,0,0,0,0
MT1IP,0,4,0,2,2,0,9,2
MT1JP,0,0,0,0,0,0,0,0
MT1L,4,26,36,6,4,6,3,13
MT1M,0,0,0,0,0,0,0,0
MT1P2,0,0,0,0,0,0,0,0
MT1X,266,411,387,564,275,312,258,347
MT2A,907,1024,1137,1590,1190,1506,1030,2030
MT3,21,0,19,22,0,4,1,6
MT4,0,0,0,0,0,0,0,0
MTA1,13635,11896,11007,13363,10980,11548,9768,12463
MTA2,17646,16891,15804,20111,15743,15744,12213,17726
MTA3,933,1051,960,1305,822,969,1042,1358
MTAP,2113,1914,1738,2515,2153,2555,2344,2006
MTBP,296,406,234,342,219,295,449,432
MTCH1,13059,13170,11278,13531,10925,11893,10731,13399
MTCH2,1602,1546,1428,2150,1279,1705,1145,1693
MTCP1,289,236,261,282,196,363,277,268
MTDH,16541,18678,15307,18791,16961,19530,15270,17070
MTERF,633,760,941,1188,608,997,1170,738
MTERFD1,756,874,663,1054,822,901,831,894
MTERFD2,8568,7575,7210,8795,7409,7345,7548,8982
MTERFD3,720,914,640,744,799,977,1013,858
MTF1,2666,2760,2334,3478,3078,2510,2797,3175
MTF2,2842,3129,2531,3634,2637,3300,2969,2760
MTFMT,1006,1020,892,974,972,903,911,1052
MTFP1,1589,1476,2001,2365,1396,1831,1501,1982
MTFR1,467,355,360,516,241,347,302,243
MTFR1L,2894,2827,2365,3139,2768,3044,2604,2970
MTFR2,53,163,49,138,49,130,100,75
MTG1,2173,2479,1941,2496,2028,2333,1499,2289
MTHFD1,3273,3488,2921,3991,2709,3018,2547,3694
MTHFD1L,672,1057,623,1238,606,750,681,950
MTHFD2,1426,1871,1816,2499,1398,2182,1361,1760
MTHFD2L,184,171,161,224,130,259,166,214
MTHFR,7308,6354,5388,6087,4732,4239,4487,5286
MTHFS,124,107,105,112,102,152,111,211
MTHFSD,874,886,942,1079,955,891,940,986
MTIF2,2883,3798,3001,3760,3034,3166,3370,3099
MTIF3,2044,2506,2639,3138,2256,2160,2475,2283
MTL5,440,557,541,684,451,414,378,321
MTM1,3047,3452,3366,3987,3227,3650,2946,3045
MTMR1,3335,3925,3234,4212,3734,3942,3523,3990
MTMR10,2166,2324,2105,3049,1989,2170,2619,2632
MTMR11,83,68,44,52,87,78,78,41
MTMR12,3169,3204,2738,3714,3178,2968,2867,3073
MTMR14,4826,4674,4109,5331,4170,4160,4061,5353
MTMR2,1094,1413,1201,1520,1312,1286,1394,1341
MTMR3,10197,9115,8192,9975,8151,7774,7848,9376
MTMR4,7228,6929,5675,7549,5865,6068,6659,7057
MTMR6,2522,3039,2554,3649,2771,3985,3411,2741
MTMR7,230,198,114,191,203,272,260,198
MTMR8,292,258,238,274,299,255,242,267
MTMR9,2184,2466,2387,2745,2330,2970,2629,2320
MTMR9LP,348,332,170,110,59,77,133,174
MTNR1A,0,0,0,0,0,0,0,0
MTNR1B,0,0,0,0,0,0,0,0
MTO1,3781,3634,3102,3906,4138,3724,3638,4000
MTOR,11838,10656,8603,10548,10040,8972,9443,11271
MTOR-AS1,8,17,21,17,12,37,16,15
MTPAP,2541,3060,1909,3099,2207,2899,2780,2962
MTPN,0,0,0,0,0,0,0,0
MTR,7994,8158,5808,8089,8049,7588,8470,8061
MTRF1,2445,2632,1829,2392,2343,3085,2319,2555
